Home,Away,Neutral,ACC,BIG10,BIG12,SEC,NONP4,Off_Passing_Cmp,Off_Passing_Att,Off_Passing_Yds,Off_Rushing_Att,Off_Rushing_Yds,Off_First_Downs_Tot,Off_Penalties_No.,Off_Penalties_Yds,Off_Turnovers_Tot,Def_Passing_Cmp,Def_Passing_Att,Def_Passing_Yds,Def_Rushing_Att,Def_Rushing_Yds,Def_First_Downs_Tot,Def_Penalties_No.,Def_Penalties_Yds,Def_TO
0.8383148674917646,-0.7034973610219338,-0.280305955290694,0.5732448106983477,-0.2034190510862431,-0.2120912514978817,-0.2821295983531627,-0.27185928478403604,0.6902172629298094,0.7070921192331459,0.5698877991225512,-0.7541677121794546,-0.739942532651038,-0.3104648057601292,1.2226279134100086,1.1322836157168674,-0.2444648086634536,0.4284269373826007,0.5238307705452953,0.2540635697763953,-0.1794248209672064,-0.5722713796592949,-0.04023896293679713,0.6239406395439131,0.6571824537698707,0.5436115831427899
0.30038547351226247,-0.2417548415795797,-0.11997944298427432,0.730177107658717,-0.2034190510862431,-0.2120912514978817,-0.31657721436213193,-0.445435403187374,-0.79144031097622,-0.9452699871714677,-0.6912880316687229,1.2807661063697746,1.0293233676818718,0.5924508499111758,-0.4051432579870408,-0.4654663588343327,-0.1621625058394446,0.04777545436009364,-0.04429599961506858,0.04147337367277292,-0.9855676381358235,-0.5350960344057735,-0.5050139993952115,-0.4057888386027307,-0.3866503012696843,0.06281347898934256
0.5461342703407929,-0.46018738191995207,-0.17904710541295527,-1.2932773761577274,-0.2034190510862431,-0.2120912514978817,-0.379393455319664,2.244994432064365,-0.26500879972578256,-0.4401099743653235,-0.06663808815694192,0.2256168192143065,0.652722942672372,0.37496214997451627,-0.262931381830059,-0.14103608539807547,-0.23366368621491657,-0.26275601863195164,-0.09807611164377023,-0.6680188596270966,-0.07164153166654505,-0.3862193473896718,-0.5891388776245265,-0.01795236375176015,-0.17811860214719805,0.5944310434774082
-0.3436458561073346,0.3569747464751358,-0.014937934921447606,0.488193922873625,-0.2034190510862431,-0.2120912514978817,0.0364933813646864,-0.445435403187374,-0.65508315128585,-0.6352062551732137,-0.38278035290002177,0.11190478967717066,0.32752422062902165,-0.4555418693281783,-0.3199334895735,-0.2697702185938827,-0.1153169049037906,1.5758839526856527,1.4071191695715164,1.3705107303566186,-0.21923472086442106,-0.06065834337531976,1.073032108411869,-0.08697056012578648,-0.1900613411286733,0.18599315856584558
-0.2640265983246921,-0.2091785600531505,0.9036436740490207,-1.2932773761577274,-0.20341905108624309,4.714951667914447,-0.379393455319664,-0.445435403187374,0.20643970381320834,0.19544176824206472,0.24124508114056745,-0.2829358367869971,-0.06190280481862088,-0.027691820474254055,0.2681425541144883,0.22840624333278797,0.268588507642057,0.19443559914572203,0.18395785173953177,0.20015662610145274,0.359700159486979,0.2344391359697953,0.39227214040911945,0.2391520152726186,0.06101481380412037,-0.2119719600659334
0.43379196321917907,-0.4280911719107545,-0.02378353560042248,0.015510204863972846,-0.2034190510862431,-0.2120912514978817,0.022630486808541392,0.18233155837136505,0.877382110078983,0.8830350665846957,0.7638677219959874,-1.0312571909524582,-0.7560124572739589,-0.009459386064469685,-0.13263126965887567,-0.07686846074870665,0.931282374536675,-0.21502366994496475,-0.40394169202010666,0.033893228806101086,1.1760022353998787,0.9314501397563109,0.624804991670365,0.7541579962020718,0.8339275093712757,-0.7501724062155773
-0.9283585106303898,1.0376357518426018,-0.17904710541295527,0.6644658198304115,-0.2034190510862431,-0.2120912514978817,-0.22069979395326714,-0.445435403187374,1.0835599375025293,1.1125923807861935,0.8103602237500478,-0.48021166970202384,-0.5939462442428759,0.32571942546055566,0.4371886238658513,0.4373455653530377,-0.17088216198279485,0.009806540631808632,0.25137719271740033,0.16854312955460957,-0.2020471592245872,-0.3374360127610904,-0.07365026209170239,0.506719944606129,0.5780038181123907,0.1276448892927652
-0.5469260151668021,0.42896438184835933,0.23967192245985636,0.6056747328638007,-0.2034190510862431,-0.2120912514978817,-0.379393455319664,-0.22729244357236816,-0.5220778063316626,-0.3163230162722863,-0.6332945534910425,-0.03084176357522833,-0.2171639632933023,-0.7127697080054842,-0.22351021033817217,-0.19869728515424198,0.11813908921192753,-0.7571948363040492,-0.8381889622273566,-0.6058188495242295,0.7326439874887309,0.7928119558117266,-0.010826699588077441,-0.5184655868399167,-0.4953363988173143,-0.5331098357186045
-0.03313075075502885,0.025370666937139543,0.01568145204423467,-1.2932773761577274,-0.20341905108624309,-0.2120912514978817,2.6357861106418765,-0.445435403187374,-0.28905933801326633,-0.14651270196517133,-0.22595400837688698,0.15491176405449603,-0.12459053910795109,-0.12125299705077928,-0.3856019811186586,-0.4733746855901882,-0.06785607093521054,-0.435806644662789,-0.5697947160419757,-0.2014926083923281,0.09287018309898501,0.5914278651775603,0.1132327188956249,-0.5418772756589971,-0.42997273176069767,-0.2972501997727432
-0.36664697502232024,0.012340154326567876,0.6816531185478242,-1.2932773761577274,4.915960401250875,-0.2120912514978817,-0.379393455319664,-0.445435403187374,0.19267584154025064,0.23343670937620206,0.13408148426023322,0.005092698615045746,-0.2867907696325296,-0.17163209213044675,0.24919343715120865,0.23345693941215787,0.0035109608842098425,-0.6993985265072292,-0.43249916635499797,-0.5496794824878041,0.012397650537526542,-0.25161347961821573,-0.5692511995561306,-0.6980831338453203,-0.6501317498699994,0.0012236392010910313
