Home,Away,Neutral,ACC,BIG10,BIG12,SEC,NONP4,Off_Passing_Cmp,Off_Passing_Att,Off_Passing_Yds,Off_Rushing_Att,Off_Rushing_Yds,Off_First_Downs_Tot,Off_Penalties_No.,Off_Penalties_Yds,Off_Turnovers_Tot,Def_Passing_Cmp,Def_Passing_Att,Def_Passing_Yds,Def_Rushing_Att,Def_Rushing_Yds,Def_First_Downs_Tot,Def_Penalties_No.,Def_Penalties_Yds,Def_TO,Win_Loss,Opponent
0.9674179220468452,-0.8346431653605906,-0.280305955290694,-1.2932773761577274,-0.20341905108624314,4.714951667914447,-0.37939345531966406,-0.445435403187374,1.6599035598375342,1.7152394136075584,0.7998324157133324,-0.2033271820885438,-1.0683321126986876,1.138224379940906,1.234547519241749,1.7436150671437591,0.268588507642057,-0.3644584661184293,-0.02198547279093471,0.31465391919244007,-1.0888054266192735,-1.7985646395185308,-1.491243954806969,1.1479860992657713,0.413674598853773,0.18599315856584558,1,CENTRAL_FLORIDA
0.9674179220468452,-0.8346431653605906,-0.280305955290694,0.7732293307186414,-0.20341905108624314,-0.21209125149788172,-0.37939345531966406,-0.445435403187374,1.516759392198775,1.3560145156120782,0.7149719024476869,-1.0657542746551212,-1.3444321883118033,-0.35875444528349704,4.9296253270812755,3.817058720779825,-1.3218767729050258,1.1814187356760317,0.9418292860116486,2.8663078795058716,-0.2078429648938335,-0.9617949413755033,1.2293904049496032,3.3632691789990816,2.547874332516326,0.18599315856584558,0,FLORIDA_STATE
0.9674179220468452,-0.8346431653605906,-0.280305955290694,-1.2932773761577274,-0.20341905108624314,-0.21209125149788172,-0.37939345531966406,2.244994432064365,-0.20097061946633754,-0.26049752536758336,0.07245658772208592,-0.5482980191151747,-0.810044945189644,-0.35875444528349704,-0.24348360389406148,-0.12248422112870011,-0.5266441326314845,0.8722432953171395,0.9418292860116486,-0.2523802942105447,1.7743225739884068,0.2225560159961665,1.0480147809658318,-0.32886928722310194,-0.41629196423721976,1.6641493134838818,1,NAVY
-1.033679423556903,1.1981168018885897,-0.280305955290694,0.7732293307186414,-0.20341905108624314,-0.21209125149788172,-0.37939345531966406,-0.445435403187374,1.8030477274762937,1.8948518626052986,0.7998324157133324,-0.3758126006018593,-0.792232037085572,0.5768573204817549,-0.24348360389406148,-0.9103928095104051,1.0638211479155983,0.40848013477880124,0.5134671709882783,0.4918521108808728,-0.5382038880408735,-1.0519086011755217,-0.04023896293679713,0.40955840602133475,0.4531968161438203,0.18599315856584558,0,NORTH_CAROLINA_STATE
-1.033679423556903,1.1981168018885897,-0.280305955290694,0.7732293307186414,-0.20341905108624314,-0.21209125149788172,-0.37939345531966406,-0.445435403187374,1.3736152245600155,0.7273709441199875,0.9453075813115817,-0.5482980191151747,-0.8545772154498239,-0.35875444528349704,0.4955319576738438,0.6654243672530049,0.268588507642057,-0.2098707459389832,-0.02198547279093471,1.9803169210637077,0.12251795825320655,-0.7558208618326042,0.3225122850307458,0.04034455939911641,0.6508079025940566,0.18599315856584558,1,NORTH_CAROLINA
0.9674179220468452,-0.8346431653605906,-0.280305955290694,0.7732293307186414,-0.20341905108624314,-0.21209125149788172,-0.37939345531966406,-0.445435403187374,0.6578943863662187,0.18853359712676707,2.096985975631055,0.055400945681429406,0.13403918432617087,1.138224379940906,1.6040553000257016,1.8680216863619232,-1.3218767729050258,1.3360064558554778,1.2631008722791763,0.6099842386731613,0.3427585736845666,0.4027833355962032,1.2293904049496032,0.40955840602133475,-0.29772531236707794,1.6641493134838818,1,WAKE_FOREST
0.9674179220468452,-0.8346431653605906,-0.280305955290694,0.7732293307186414,-0.20341905108624314,-0.21209125149788172,-0.37939345531966406,-0.445435403187374,0.0853177158111812,-0.08088507636984318,0.7392177633807285,-0.9795115653984634,-0.035183442662512915,0.015490261022603733,1.6040553000257016,1.7850839402164806,-0.5266441326314845,0.5630678549582473,1.2631008722791763,-0.12243495363902736,1.1136007276943267,-0.45973312248968673,1.2293904049496032,1.5171999458879897,0.6112856853040094,0.9250712360248636,1,DUKE
-1.033679423556903,1.1981168018885897,-0.280305955290694,0.7732293307186414,-0.20341905108624314,-0.21209125149788172,-0.37939345531966406,-0.445435403187374,3.377633571502647,3.1521390055894796,3.5638605620800687,-0.5482980191151747,-1.1930224694271914,2.073836145706158,0.8650397384577964,1.2874574633438247,-1.3218767729050258,-0.5190461862978754,-0.4503475878143051,-0.1578745919767139,0.12251795825320655,-0.009164823489594978,-0.2216145869205686,-0.32886928722310194,0.4531968161438203,0.18599315856584558,1,CLEMSON
0.9674179220468452,-0.8346431653605906,-0.280305955290694,0.7732293307186414,-0.20341905108624314,-0.21209125149788172,-0.37939345531966406,-0.445435403187374,2.5187685656700904,1.3560145156120782,1.9757566709658474,0.9178280382480067,0.6595199733962942,2.6352032051653094,-0.24348360389406148,-0.5371729518559133,-1.3218767729050258,-0.6736339064773215,-0.1290760015467773,-0.9966126993019622,-0.7584445034722336,0.08094883631042338,-0.765741458871883,-1.0672969804675385,-1.0091252235879289,0.9250712360248636,1,VIRGINIA
-1.033679423556903,1.1981168018885897,-0.280305955290694,-1.2932773761577274,4.915960401250875,-0.21209125149788172,-0.37939345531966406,-0.445435403187374,1.0873268892824968,0.7273709441199875,2.3515675154279916,0.5728572012213758,-0.32909642637970055,1.3253467330939563,0.4955319576738438,0.3336733826712344,-0.5266441326314845,1.64518189621437,1.5843724585467043,1.1533920265176882,-1.5292866574819937,-1.6440840798613565,-0.2216145869205686,0.04034455939911641,0.018452425953300256,0.9250712360248636,1,MARYLAND
