"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.912500000E4,3.523275455E-2
1.914843750E4,9.962582431E-2
1.917187500E4,6.634064311E-2
1.919531250E4,1.232497793E-1
1.921875000E4,9.554860580E-2
1.924218750E4,2.330212765E-1
1.926562500E4,2.584266041E-1
1.928906250E4,1.450163895E-1
1.931250000E4,3.246190322E-1
1.933593750E4,1.186082667E-1
1.935937500E4,1.630334215E-1
1.938281250E4,2.120022134E-1
1.940625000E4,1.047665683E-1
1.942968750E4,2.465850176E-1
1.945312500E4,4.418482191E-1
1.947656250E4,2.970656239E-1
1.950000000E4,6.595179290E-2
1.952343750E4,1.842584694E-1
1.954687500E4,2.168782730E-1
1.957031250E4,3.824111841E-1
1.959375000E4,4.182960131E-1
1.961718750E4,4.088181901E-1
1.964062500E4,3.416223837E-1
1.966406250E4,2.300410117E-1
1.968750000E4,2.008587005E-1
1.971093750E4,1.609996450E-1
1.973437500E4,7.296242441E-1
1.975781250E4,6.152187981E-1
1.978125000E4,4.310123479E-1
1.980468750E4,8.773958828E-2
1.982812500E4,3.376262501E-1
1.985156250E4,5.019988544E-2
1.987500000E4,6.781157478E-2
1.989843750E4,1.664316178E-1
1.992187500E4,2.326900045E-2
1.994531250E4,4.676296336E-2
1.996875000E4,2.904668886E-2
1.999218750E4,1.169092952E-1
2.001562500E4,3.209654701E-1
2.003906250E4,9.390827852E-2
2.006250000E4,8.458835713E-2
2.008593750E4,1.858425287E-1
2.010937500E4,2.512866943E-1
2.013281250E4,4.061548130E-1
2.015625000E4,2.791648556E-1
2.017968750E4,2.824342577E-1
2.020312500E4,1.646693795E-1
2.022656250E4,1.369520173E-1
2.025000000E4,1.899870572E-1
2.027343750E4,2.239136472E-1
2.029687500E4,1.249927996E-1
2.032031250E4,1.005719396E-1
2.034375000E4,3.003479716E-2
2.036718750E4,7.839169751E-2
2.039062500E4,1.104367534E-1
2.041406250E4,7.333163021E-2
2.043750000E4,7.531230455E-2
2.046093750E4,2.139762774E-2
2.048437500E4,6.602006663E-2
2.050781250E4,1.657194128E-1
2.053125000E4,1.230606758E-1
2.055468750E4,5.106293060E-2
2.057812500E4,7.362398339E-2
2.060156250E4,1.408167349E-1
2.062500000E4,1.017435136E-1
2.064843750E4,8.237499488E-2
2.067187500E4,6.934384515E-2
2.069531250E4,1.077427084E-1
2.071875000E4,6.424168487E-2
2.074218750E4,5.591010441E-2
2.076562500E4,8.238237268E-2
2.078906250E4,7.226014357E-2
2.081250000E4,3.140482537E-2
2.083593750E4,1.365022621E-1
2.085937500E4,9.625000443E-2
2.088281250E4,1.243180798E-2
2.090625000E4,7.235274991E-2
2.092968750E4,1.364045428E-1
2.095312500E4,9.762880549E-2
2.097656250E4,9.768478890E-2
2.100000000E4,5.509817319E-2
2.102343750E4,7.420364363E-2
2.104687500E4,7.285958201E-2
2.107031250E4,1.262542365E-1
2.109375000E4,1.167715474E-1
2.111718750E4,1.068213541E-1
2.114062500E4,1.219436923E-1
2.116406250E4,1.062480231E-1
2.118750000E4,5.010118143E-2
2.121093750E4,5.060917603E-2
2.123437500E4,7.476543548E-2
2.125781250E4,1.723045234E-1
2.128125000E4,1.205905911E-1
2.130468750E4,7.910809031E-2
2.132812500E4,3.201957704E-2
2.135156250E4,1.648719808E-1
2.137500000E4,8.531941508E-2
2.139843750E4,4.199766704E-2
2.142187500E4,6.163941869E-2
2.144531250E4,1.015599579E-1
2.146875000E4,8.553839244E-2
2.149218750E4,8.841479968E-3
2.151562500E4,4.163264897E-2
2.153906250E4,1.231162805E-1
2.156250000E4,1.110863864E-1
2.158593750E4,1.172567948E-1
2.160937500E4,1.810076208E-1
2.163281250E4,9.221716179E-2
2.165625000E4,8.639192441E-2
2.167968750E4,9.251673948E-2
2.170312500E4,5.736717458E-2
2.172656250E4,6.410713314E-2
2.175000000E4,1.516033622E-2
2.177343750E4,4.487743876E-2
2.179687500E4,8.206360199E-3
2.182031250E4,6.669751407E-2
2.184375000E4,6.501008519E-2
2.186718750E4,7.707984644E-2
2.189062500E4,5.326349051E-2
2.191406250E4,7.893938854E-2
2.193750000E4,1.114014809E-1
2.196093750E4,6.697327683E-2
2.198437500E4,1.037895608E-1
2.200781250E4,1.988686601E-1
2.203125000E4,2.428824891E-1
2.205468750E4,1.249858477E-1
2.207812500E4,8.832754660E-2
2.210156250E4,8.684192146E-2
2.212500000E4,7.391996437E-2
2.214843750E4,8.434839426E-2
2.217187500E4,7.808832698E-2
2.219531250E4,8.098169200E-2
2.221875000E4,9.332295370E-2
2.224218750E4,9.227827778E-2
2.226562500E4,1.736866343E-1
2.228906250E4,5.548255824E-2
2.231250000E4,8.490827536E-2
2.233593750E4,5.542631823E-2
2.235937500E4,8.326245275E-2
2.238281250E4,1.501646999E-1
2.240625000E4,7.984794569E-2
2.242968750E4,7.765506507E-2
2.245312500E4,2.524420638E-1
2.247656250E4,2.102090582E-1
2.250000000E4,6.980991845E-2
2.252343750E4,1.186021106E-1
2.254687500E4,7.935435985E-2
2.257031250E4,6.238589875E-2
2.259375000E4,3.165679512E-2
2.261718750E4,1.154103771E-2
2.264062500E4,2.208494001E-3
2.266406250E4,4.564528127E-3
2.268750000E4,7.561769823E-3
2.271093750E4,8.211645749E-3
2.273437500E4,1.057371064E-2
2.275781250E4,1.094981305E-2
2.278125000E4,9.567314539E-3
2.280468750E4,1.289135980E-2
2.282812500E4,1.221750048E-2
2.285156250E4,1.153993715E-2
2.287500000E4,1.262834976E-2
2.289843750E4,1.230794468E-2
2.292187500E4,1.250893487E-2
2.294531250E4,1.350592143E-2
2.296875000E4,1.396708691E-2
2.299218750E4,1.301903252E-2
2.301562500E4,1.518270388E-2
2.303906250E4,1.243454727E-2
2.306250000E4,1.438168723E-2
2.308593750E4,1.405051378E-2
2.310937500E4,1.440202551E-2
2.313281250E4,1.468610000E-2
2.315625000E4,1.383771799E-2
2.317968750E4,1.554182559E-2
2.320312500E4,1.551080197E-2
2.322656250E4,1.537743257E-2
2.325000000E4,1.468736561E-2
2.327343750E4,1.483084485E-2
2.329687500E4,1.464609699E-2
2.332031250E4,1.486588626E-2
2.334375000E4,1.445915932E-2
2.336718750E4,1.566889202E-2
2.339062500E4,1.425894782E-2
2.341406250E4,1.517519265E-2
2.343750000E4,1.590520529E-2
2.346093750E4,1.374253582E-2
2.348437500E4,1.504849808E-2
2.350781250E4,1.536189005E-2
2.353125000E4,1.552023463E-2
2.355468750E4,1.481833647E-2
2.357812500E4,1.563555827E-2
2.360156250E4,1.405318056E-2
2.362500000E4,1.549605880E-2
2.364843750E4,1.546803086E-2
2.367187500E4,1.391767930E-2
2.369531250E4,1.525641358E-2
2.371875000E4,1.518265852E-2
2.374218750E4,1.424534624E-2
2.376562500E4,1.604827651E-2
2.378906250E4,1.437007299E-2
2.381250000E4,1.535108744E-2
2.383593750E4,1.434924044E-2
2.385937500E4,1.444639067E-2
2.388281250E4,1.472539888E-2
2.390625000E4,1.455185387E-2
2.392968750E4,1.431298737E-2
2.395312500E4,1.409856559E-2
2.397656250E4,1.489144984E-2
