"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.926562500E4,4.667419660E-2
1.928906250E4,1.106622018E-2
1.931250000E4,9.985836262E-3
1.933593750E4,8.885788036E-2
1.935937500E4,1.140975128E-2
1.938281250E4,3.474982704E-2
1.940625000E4,3.854547465E-2
1.942968750E4,6.156835056E-2
1.945312500E4,6.262336675E-2
1.947656250E4,2.581644439E-2
1.950000000E4,7.118001026E-2
1.952343750E4,3.347178262E-2
1.954687500E4,8.135078464E-2
1.957031250E4,4.941723333E-2
1.959375000E4,1.058367817E-1
1.961718750E4,8.725144543E-2
1.964062500E4,7.616067598E-2
1.966406250E4,1.665758593E-1
1.968750000E4,9.370662628E-2
1.971093750E4,6.535547442E-2
1.973437500E4,4.888969558E-2
1.975781250E4,8.204751531E-2
1.978125000E4,3.461810997E-2
1.980468750E4,3.555051945E-3
1.982812500E4,2.832552266E-2
1.985156250E4,2.356167749E-2
1.987500000E4,4.134985020E-2
1.989843750E4,3.795600999E-2
1.992187500E4,2.150106116E-2
1.994531250E4,5.343399337E-2
1.996875000E4,4.564704803E-2
1.999218750E4,4.759942221E-2
2.001562500E4,6.166098514E-2
2.003906250E4,3.312793825E-2
2.006250000E4,3.221973979E-2
2.008593750E4,1.956738135E-2
2.010937500E4,3.430322152E-2
2.013281250E4,9.665490081E-3
2.015625000E4,3.847133203E-2
2.017968750E4,3.647331164E-2
2.020312500E4,9.094034140E-2
2.022656250E4,1.935692950E-2
2.025000000E4,5.297577196E-2
2.027343750E4,4.225846595E-2
2.029687500E4,3.800271115E-3
2.032031250E4,1.791739749E-2
2.034375000E4,1.146225331E-2
2.036718750E4,2.370001736E-2
2.039062500E4,3.788084286E-2
2.041406250E4,6.126510394E-2
2.043750000E4,1.851514862E-2
2.046093750E4,2.388037317E-2
2.048437500E4,2.319169887E-2
2.050781250E4,4.266034713E-2
2.053125000E4,3.629114457E-2
2.055468750E4,3.940851942E-2
2.057812500E4,6.241664456E-2
2.060156250E4,1.378715423E-2
2.062500000E4,7.518967227E-2
2.064843750E4,1.657482046E-2
2.067187500E4,5.483620211E-2
2.069531250E4,4.638120078E-2
2.071875000E4,8.054081076E-2
2.074218750E4,2.546772448E-2
2.076562500E4,3.262165477E-2
2.078906250E4,6.369420121E-2
2.081250000E4,7.249294311E-2
2.083593750E4,3.400875727E-2
2.085937500E4,5.737497922E-2
2.088281250E4,1.171029521E-2
2.090625000E4,7.567042420E-2
2.092968750E4,1.871392552E-2
2.095312500E4,3.075455240E-2
2.097656250E4,5.900089290E-2
2.100000000E4,7.205886105E-2
2.102343750E4,1.259681427E-1
2.104687500E4,1.232303385E-1
2.107031250E4,9.966306730E-2
2.109375000E4,1.006749873E-1
2.111718750E4,8.850738103E-2
2.114062500E4,3.150422158E-2
2.116406250E4,1.203923116E-1
2.118750000E4,2.321525926E-1
2.121093750E4,5.484412526E-2
2.123437500E4,6.851345728E-2
2.125781250E4,3.007077245E-2
2.128125000E4,8.613015837E-2
2.130468750E4,1.148995568E-1
2.132812500E4,3.934925037E-2
2.135156250E4,1.031812983E-1
2.137500000E4,8.668840106E-2
2.139843750E4,3.839533389E-2
2.142187500E4,7.083200212E-2
2.144531250E4,1.170385248E-1
2.146875000E4,8.589928543E-2
2.149218750E4,6.798856715E-2
2.151562500E4,3.734134192E-2
2.153906250E4,9.143751901E-2
2.156250000E4,7.331708965E-3
2.158593750E4,9.427922752E-2
2.160937500E4,8.194015961E-2
2.163281250E4,8.225737831E-2
2.165625000E4,6.782676080E-2
2.167968750E4,4.224290895E-2
2.170312500E4,1.137973962E-1
2.172656250E4,6.955533315E-2
2.175000000E4,1.135535741E-1
2.177343750E4,7.886627296E-2
2.179687500E4,1.171406224E-1
2.182031250E4,1.294386830E-1
2.184375000E4,1.005496615E-1
2.186718750E4,1.165842105E-1
2.189062500E4,4.845780067E-2
2.191406250E4,6.178265386E-2
2.193750000E4,1.659304825E-1
2.196093750E4,5.376675603E-2
2.198437500E4,1.416907123E-1
2.200781250E4,1.259563288E-1
2.203125000E4,6.061891084E-2
2.205468750E4,7.611342892E-2
2.207812500E4,1.253829515E-1
2.210156250E4,4.980071134E-2
2.212500000E4,1.016687691E-1
2.214843750E4,1.232709013E-1
2.217187500E4,1.228921144E-1
2.219531250E4,1.305244567E-1
2.221875000E4,1.450911144E-1
2.224218750E4,5.785420587E-2
2.226562500E4,8.176033298E-2
2.228906250E4,6.774525517E-2
2.231250000E4,5.452192900E-2
2.233593750E4,3.857994245E-2
2.235937500E4,1.290411781E-1
2.238281250E4,6.401961791E-3
2.240625000E4,1.318458802E-1
2.242968750E4,7.588320041E-2
2.245312500E4,1.304339890E-1
2.247656250E4,3.800865838E-2
2.250000000E4,4.527619055E-2
2.252343750E4,3.069207389E-2
2.254687500E4,6.065009507E-2
2.257031250E4,4.472898557E-2
2.259375000E4,2.965981591E-3
2.261718750E4,8.888332777E-3
2.264062500E4,8.549961801E-3
2.266406250E4,7.732197654E-3
2.268750000E4,7.130382300E-3
2.271093750E4,6.404535214E-3
2.273437500E4,5.442274516E-3
2.275781250E4,5.912970710E-3
2.278125000E4,5.461208240E-3
2.280468750E4,4.991261369E-3
2.282812500E4,4.726056070E-3
2.285156250E4,4.516818804E-3
2.287500000E4,3.902533404E-3
2.289843750E4,3.534190866E-3
2.292187500E4,4.077872088E-3
2.294531250E4,3.434598480E-3
2.296875000E4,3.625392265E-3
2.299218750E4,3.598775460E-3
2.301562500E4,2.698875355E-3
2.303906250E4,2.781005873E-3
2.306250000E4,2.779116966E-3
2.308593750E4,2.592867234E-3
2.310937500E4,3.117034705E-3
2.313281250E4,2.759110058E-3
2.315625000E4,2.391225744E-3
2.317968750E4,2.250600016E-3
2.320312500E4,2.519367058E-3
2.322656250E4,2.251988938E-3
2.325000000E4,2.119079635E-3
2.327343750E4,1.786788425E-3
2.329687500E4,2.267685982E-3
2.332031250E4,1.848419956E-3
2.334375000E4,2.116617578E-3
2.336718750E4,1.831491031E-3
2.339062500E4,1.302162298E-3
2.341406250E4,1.486357130E-3
2.343750000E4,1.827821986E-3
2.346093750E4,1.250732013E-3
2.348437500E4,2.109358591E-3
2.350781250E4,1.440953141E-3
2.353125000E4,1.638588041E-3
2.355468750E4,1.517187831E-3
2.357812500E4,1.561639539E-3
2.360156250E4,1.516235691E-3
2.362500000E4,1.808379056E-3
2.364843750E4,1.810576733E-3
2.367187500E4,1.114026852E-3
2.369531250E4,1.045797422E-3
2.371875000E4,1.249553349E-3
2.374218750E4,1.170273342E-3
2.376562500E4,1.440721095E-3
2.378906250E4,9.995981354E-4
2.381250000E4,1.947431946E-3
2.383593750E4,1.358167314E-3
2.385937500E4,1.640443482E-3
2.388281250E4,1.108776764E-3
2.390625000E4,1.545193653E-3
2.392968750E4,1.534152635E-3
2.395312500E4,1.327648874E-3
2.397656250E4,8.606516871E-4
