"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.804687500E3,8.874283990E-2
1.828125000E3,1.137855942E-1
1.851562500E3,1.421235313E-1
1.875000000E3,1.997378086E-1
1.898437500E3,7.836553304E-2
1.921875000E3,8.206460640E-2
1.945312500E3,1.826603622E-1
1.968750000E3,2.717782730E-1
1.992187500E3,3.491375782E-1
2.015625000E3,1.453193955E-1
2.039062500E3,2.721920612E-1
2.062500000E3,3.261919697E-1
2.085937500E3,2.489414983E-1
2.109375000E3,2.164422570E-1
2.132812500E3,3.322171664E-1
2.156250000E3,1.879433647E-1
2.179687500E3,4.790065361E-2
2.203125000E3,2.593487250E-1
2.226562500E3,9.862820140E-2
2.250000000E3,3.001668829E-1
2.273437500E3,5.941357289E-2
2.296875000E3,7.527983412E-2
2.320312500E3,1.867935701E-1
2.343750000E3,1.440632484E-1
2.367187500E3,3.452528377E-2
2.390625000E3,2.361320119E-1
2.414062500E3,1.752598364E-1
2.437500000E3,3.709894578E-1
2.460937500E3,2.068513227E-1
2.484375000E3,1.441273207E-1
2.507812500E3,5.072989766E-1
2.531250000E3,8.125245128E-1
2.554687500E3,2.494184693E-1
2.578125000E3,2.043617297E-1
2.601562500E3,5.244290907E-1
2.625000000E3,9.705383467E-1
2.648437500E3,4.521278051E-1
2.671875000E3,3.004658833E0
2.695312500E3,2.447356784E-1
2.718750000E3,3.180989452E0
2.742187500E3,9.109355155E0
2.765625000E3,2.465068682E0
2.789062500E3,2.927947119E0
2.812500000E3,7.499491262E-1
2.835937500E3,1.334788195E0
2.859375000E3,3.541507576E-1
2.882812500E3,3.675237322E-1
2.906250000E3,6.885685672E-1
2.929687500E3,3.283994384E-1
2.953125000E3,9.359958780E-1
2.976562500E3,2.637651941E-1
3.000000000E3,5.751909790E-1
3.023437500E3,3.764873048E-1
3.046875000E3,3.180869287E-1
3.070312500E3,1.636304978E-1
3.093750000E3,1.364047283E-1
3.117187500E3,5.220127212E-2
3.140625000E3,8.810025056E-2
3.164062500E3,2.819137578E-1
3.187500000E3,1.429860055E-1
3.210937500E3,2.542171473E-1
3.234375000E3,5.522453155E-2
3.257812500E3,5.677153547E-1
3.281250000E3,2.049886844E-1
3.304687500E3,4.088836269E-1
3.328125000E3,3.201696969E-1
3.351562500E3,4.911468005E-1
3.375000000E3,1.377905414E-1
3.398437500E3,1.200062412E-1
3.421875000E3,1.226268890E-1
3.445312500E3,1.443523247E-1
3.468750000E3,2.641443110E-1
3.492187500E3,1.857292829E-1
3.515625000E3,2.470764149E-1
3.539062500E3,5.937213189E-2
3.562500000E3,2.588846093E-2
3.585937500E3,1.292499447E-1
3.609375000E3,1.963065502E-1
3.632812500E3,1.000461933E-1
3.656250000E3,1.387570659E-1
3.679687500E3,1.931071254E-1
3.703125000E3,1.896984760E-1
3.726562500E3,1.068599300E-1
3.750000000E3,4.301696469E-2
3.773437500E3,2.191178189E-1
3.796875000E3,1.695923427E-1
3.820312500E3,3.195503870E-2
3.843750000E3,1.144727177E-1
3.867187500E3,6.899402460E-2
3.890625000E3,1.488678051E-1
3.914062500E3,9.374179573E-2
3.937500000E3,8.260802041E-2
3.960937500E3,4.798987001E-2
3.984375000E3,1.242950741E-1
4.007812500E3,6.831749407E-2
4.031250000E3,1.017857225E-1
4.054687500E3,7.312295184E-2
4.078125000E3,8.686078283E-2
4.101562500E3,1.735647251E-1
4.125000000E3,1.024267871E-1
4.148437500E3,6.754265430E-2
4.171875000E3,3.423632147E-2
4.195312500E3,4.069289920E-2
4.218750000E3,3.955982550E-2
4.242187500E3,9.613554886E-2
4.265625000E3,8.719248770E-2
4.289062500E3,8.816516437E-2
4.312500000E3,4.199988568E-2
4.335937500E3,7.548217045E-2
4.359375000E3,8.585730086E-2
4.382812500E3,4.133833809E-2
4.406250000E3,2.899310205E-2
4.429687500E3,1.404041418E-1
4.453125000E3,1.331090133E-1
4.476562500E3,1.682972583E-1
4.500000000E3,6.281680782E-2
4.523437500E3,6.130869422E-3
4.546875000E3,9.133206765E-2
4.570312500E3,7.402598702E-2
4.593750000E3,3.636770522E-2
4.617187500E3,7.523796468E-2
4.640625000E3,1.185645246E-1
4.664062500E3,1.385706155E-1
4.687500000E3,1.380397749E-1
4.710937500E3,4.026132091E-2
4.734375000E3,2.352050294E-1
4.757812500E3,1.770816517E-1
4.781250000E3,2.282319645E-1
4.804687500E3,1.265146020E-2
4.828125000E3,1.950661000E-2
4.851562500E3,1.273260288E-1
4.875000000E3,1.051145141E-1
4.898437500E3,8.906803351E-2
4.921875000E3,5.210591371E-2
4.945312500E3,7.322265222E-2
4.968750000E3,8.613263496E-2
4.992187500E3,7.171495914E-2
5.015625000E3,1.037237022E-1
5.039062500E3,1.285863463E-1
5.062500000E3,2.927979882E-2
5.085937500E3,7.428471084E-2
5.109375000E3,5.595175305E-2
5.132812500E3,1.038745322E-1
5.156250000E3,1.293289614E-1
5.179687500E3,2.301193947E-1
5.203125000E3,3.673361464E-2
5.226562500E3,8.472841834E-2
5.250000000E3,6.861191660E-2
5.273437500E3,3.258222145E-2
5.296875000E3,1.009554141E-1
5.320312500E3,5.428039750E-2
5.343750000E3,5.546210857E-2
5.367187500E3,4.585487222E-2
5.390625000E3,4.741098928E-2
5.414062500E3,2.202770475E-2
5.437500000E3,5.995327790E-2
5.460937500E3,2.937172550E-2
5.484375000E3,2.494521299E-2
5.507812500E3,3.371065354E-2
5.531250000E3,1.143776030E-2
5.554687500E3,3.349162638E-2
5.578125000E3,5.744459869E-2
5.601562500E3,4.809698422E-2
5.625000000E3,9.403323510E-2
5.648437500E3,3.401296857E-3
5.671875000E3,7.527583525E-2
5.695312500E3,7.112593990E-2
5.718750000E3,5.821944413E-2
5.742187500E3,2.044794487E-2
5.765625000E3,2.618743387E-2
5.789062500E3,8.185835300E-2
5.812500000E3,5.537748308E-2
5.835937500E3,1.447484161E-2
5.859375000E3,5.733972243E-2
5.882812500E3,1.322154193E-1
5.906250000E3,4.761592041E-2
5.929687500E3,1.196518848E-2
5.953125000E3,4.002849165E-2
5.976562500E3,8.088796138E-2
6.000000000E3,4.281404250E-2
6.023437500E3,7.044709447E-2
6.046875000E3,9.771559496E-3
6.070312500E3,9.379549227E-2
6.093750000E3,1.361270418E-1
6.117187500E3,1.269630261E-1
6.140625000E3,6.056807115E-2
6.164062500E3,1.267207393E-1
6.187500000E3,1.077913263E-1
6.210937500E3,4.790423353E-2
6.234375000E3,2.386278820E-1
6.257812500E3,1.885105943E-1
6.281250000E3,5.190942201E-1
6.304687500E3,7.552581613E-1
6.328125000E3,4.690546778E-1
6.351562500E3,2.102295346E-1
6.375000000E3,1.145572487E-1
6.398437500E3,2.818713455E-2
6.421875000E3,4.737753049E-2
6.445312500E3,8.827618159E-2
6.468750000E3,2.613701765E-2
6.492187500E3,6.200327296E-2
6.515625000E3,5.260202432E-2
6.539062500E3,1.042464054E-2
6.562500000E3,7.284242600E-2
6.585937500E3,3.593232183E-2
6.609375000E3,3.094520223E-2
6.632812500E3,6.715189583E-2
6.656250000E3,6.343989926E-2
6.679687500E3,1.726204524E-2
6.703125000E3,1.138917881E-2
6.726562500E3,2.408732280E-2
6.750000000E3,1.276438793E-2
6.773437500E3,1.452491289E-2
6.796875000E3,3.148408460E-2
6.820312500E3,1.797450648E-2
6.843750000E3,2.070697530E-2
6.867187500E3,1.818098845E-2
6.890625000E3,3.498280156E-2
6.914062500E3,2.943223854E-2
6.937500000E3,2.671007927E-2
6.960937500E3,1.250884807E-2
6.984375000E3,1.988035809E-2
7.007812500E3,1.837674559E-2
7.031250000E3,2.129060867E-2
7.054687500E3,2.556091493E-2
7.078125000E3,1.537820795E-2
7.101562500E3,2.233162874E-2
7.125000000E3,2.051602978E-2
7.148437500E3,1.140599211E-2
7.171875000E3,2.152056992E-2
7.195312500E3,2.508729843E-2
7.218750000E3,8.536966434E-3
7.242187500E3,2.606548644E-2
7.265625000E3,1.992339536E-2
7.289062500E3,1.682847627E-2
7.312500000E3,1.636500219E-2
7.335937500E3,2.868666491E-2
7.359375000E3,9.173843679E-3
7.382812500E3,8.463764088E-3
7.406250000E3,1.236564696E-2
7.429687500E3,1.889886499E-2
7.453125000E3,2.132017014E-2
7.476562500E3,2.647690707E-2
7.500000000E3,1.909010466E-2
7.523437500E3,3.182517539E-2
7.546875000E3,1.704299685E-2
7.570312500E3,1.256216425E-2
7.593750000E3,1.131151903E-2
7.617187500E3,1.389016237E-2
7.640625000E3,2.219105889E-2
7.664062500E3,1.676531528E-2
7.687500000E3,1.827192983E-2
7.710937500E3,2.227425910E-2
7.734375000E3,3.245460736E-3
7.757812500E3,1.395120353E-2
7.781250000E3,5.693578420E-3
7.804687500E3,1.373999574E-2
7.828125000E3,1.987377603E-2
7.851562500E3,2.854223809E-2
7.875000000E3,1.179513150E-3
7.898437500E3,3.113077801E-2
7.921875000E3,2.603744403E-2
7.945312500E3,1.532740301E-2
7.968750000E3,1.398445760E-2
7.992187500E3,1.483701639E-2
8.015625000E3,3.201682226E-2
8.039062500E3,2.391874026E-2
8.062500000E3,2.939957124E-2
8.085937500E3,1.287548545E-2
8.109375000E3,6.545004491E-3
8.132812500E3,6.241371669E-3
8.156250000E3,2.742185482E-2
8.179687500E3,2.103965584E-2
8.203125000E3,2.539558336E-2
8.226562500E3,8.135888502E-2
8.250000000E3,2.491683487E-2
8.273437500E3,5.957768228E-2
8.296875000E3,8.133693076E-2
8.320312500E3,2.043774969E-2
8.343750000E3,4.893442282E-2
8.367187500E3,3.314877118E-2
8.390625000E3,1.921584853E-2
8.414062500E3,7.515391271E-2
8.437500000E3,3.731450715E-2
8.460937500E3,2.943244857E-2
8.484375000E3,3.617454959E-2
8.507812500E3,6.999348108E-2
8.531250000E3,3.225934233E-2
8.554687500E3,3.240204633E-3
8.578125000E3,3.387853147E-2
8.601562500E3,1.233575920E-2
8.625000000E3,6.734772358E-2
8.648437500E3,4.312204773E-4
8.671875000E3,5.907161964E-2
8.695312500E3,5.029614562E-2
8.718750000E3,9.319226201E-2
8.742187500E3,5.052506687E-2
8.765625000E3,9.662263727E-2
8.789062500E3,1.536500046E-1
8.812500000E3,4.069507872E-2
8.835937500E3,1.477367869E-1
8.859375000E3,6.079862646E-2
8.882812500E3,1.573550736E-1
8.906250000E3,8.171299774E-2
8.929687500E3,2.951124312E-2
8.953125000E3,1.356093582E-1
8.976562500E3,1.069743691E-1
9.000000000E3,1.592511269E-1
9.023437500E3,8.191637769E-2
9.046875000E3,1.359016951E-1
9.070312500E3,1.718030437E-2
9.093750000E3,6.531193591E-2
9.117187500E3,2.468307286E-1
9.140625000E3,2.848135769E-1
9.164062500E3,1.588859375E-1
9.187500000E3,1.062454237E-1
9.210937500E3,8.895147645E-2
9.234375000E3,1.748871613E-1
9.257812500E3,5.906965933E-2
9.281250000E3,2.222436754E-1
9.304687500E3,6.836665543E-2
9.328125000E3,2.318472319E-1
9.351562500E3,9.156474045E-2
9.375000000E3,1.142064996E-1
9.398437500E3,1.749317997E-1
9.421875000E3,1.775245972E-1
9.445312500E3,2.475881279E-1
9.468750000E3,1.918853930E-1
9.492187500E3,8.272953549E-2
9.515625000E3,5.055396664E-1
9.539062500E3,2.768174277E-2
9.562500000E3,5.130959944E-1
9.585937500E3,1.159741697E-1
9.609375000E3,5.724372365E-1
9.632812500E3,1.613203906E-1
9.656250000E3,4.646355485E-1
9.679687500E3,1.700745064E-1
9.703125000E3,2.335611834E-1
9.726562500E3,3.887952159E-2
9.750000000E3,2.639592374E-1
9.773437500E3,8.874502565E-2
9.796875000E3,2.534381693E-1
9.820312500E3,1.235530230E-1
9.843750000E3,1.483180818E-1
9.867187500E3,1.649534662E-1
9.890625000E3,1.590091520E-1
9.914062500E3,3.444252957E-1
9.937500000E3,2.134878301E-1
9.960937500E3,2.022196402E-1
9.984375000E3,1.521589175E-1
1.000781250E4,1.814876701E-1
1.003125000E4,2.013953653E-1
1.005468750E4,5.296058402E-2
1.007812500E4,1.017558882E-1
1.010156250E4,1.977584477E-1
1.012500000E4,1.489683644E-1
1.014843750E4,9.065144454E-2
1.017187500E4,1.827067859E-1
1.019531250E4,1.766838289E-1
1.021875000E4,7.256931952E-2
1.024218750E4,1.716531035E-1
1.026562500E4,2.007486364E-1
1.028906250E4,7.241977440E-2
1.031250000E4,1.107778464E-1
1.033593750E4,8.892594459E-2
1.035937500E4,4.151606415E-2
1.038281250E4,1.021165004E-1
1.040625000E4,1.625732041E-1
1.042968750E4,1.400774985E-1
1.045312500E4,8.789557132E-2
1.047656250E4,1.822255445E-1
1.050000000E4,6.780019920E-2
1.052343750E4,1.246035328E-1
1.054687500E4,1.154214870E-1
1.057031250E4,1.454738393E-1
1.059375000E4,1.015881613E-1
1.061718750E4,2.905185539E-1
1.064062500E4,2.307306563E-1
1.066406250E4,9.375994955E-2
1.068750000E4,5.825946465E-1
1.071093750E4,7.131900428E-1
1.073437500E4,4.895477492E-1
1.075781250E4,7.008698036E-1
1.078125000E4,8.267801521E-1
1.080468750E4,8.348507110E-1
1.082812500E4,1.599620659E0
1.085156250E4,7.174186646E-1
1.087500000E4,2.422544964E0
1.089843750E4,6.778589007E-1
1.092187500E4,1.425725881E0
1.094531250E4,7.089512671E-1
1.096875000E4,7.314721617E-1
1.099218750E4,3.568207838E-1
1.101562500E4,2.845961359E-1
1.103906250E4,3.700072192E-1
1.106250000E4,2.264391738E-1
1.108593750E4,3.047136959E-1
1.110937500E4,2.987334734E-1
1.113281250E4,1.469723062E-1
1.115625000E4,7.585083134E-1
1.117968750E4,8.304738397E-1
1.120312500E4,3.569410840E-1
1.122656250E4,7.781963142E-1
1.125000000E4,8.432597573E-1
1.127343750E4,6.989390948E-1
1.129687500E4,2.897986207E-1
1.132031250E4,2.713440606E-1
1.134375000E4,3.363482760E-1
1.136718750E4,1.760714187E-1
1.139062500E4,1.087280842E-1
1.141406250E4,6.090967722E-2
1.143750000E4,7.252705845E-2
1.146093750E4,7.698115661E-2
1.148437500E4,4.511325771E-2
1.150781250E4,4.679021521E-2
1.153125000E4,4.979966411E-2
1.155468750E4,2.390406372E-2
1.157812500E4,6.905966156E-2
1.160156250E4,1.450800774E-1
1.162500000E4,7.625382848E-2
1.164843750E4,1.138130156E-1
1.167187500E4,9.378900058E-2
1.169531250E4,1.387436340E-1
1.171875000E4,6.814085565E-2
1.174218750E4,7.581663595E-2
1.176562500E4,6.891902701E-2
1.178906250E4,1.149784992E-1
1.181250000E4,9.636409539E-2
1.183593750E4,1.186858500E-1
1.185937500E4,1.088047241E-1
1.188281250E4,4.936248812E-2
1.190625000E4,3.389962584E-1
1.192968750E4,1.432563736E-1
1.195312500E4,8.181397257E-2
1.197656250E4,1.724586166E-1
1.200000000E4,5.340740025E-2
1.202343750E4,9.546254069E-2
1.204687500E4,1.047553444E-1
1.207031250E4,7.380104407E-2
1.209375000E4,3.871433450E-2
1.211718750E4,6.561900339E-2
1.214062500E4,2.986262860E-2
1.216406250E4,4.739053135E-2
1.218750000E4,1.121509409E-1
1.221093750E4,6.704636833E-2
1.223437500E4,6.271401660E-2
1.225781250E4,2.258763691E-2
1.228125000E4,2.973441046E-2
1.230468750E4,8.599196095E-2
1.232812500E4,1.248583265E-2
1.235156250E4,7.375931821E-2
1.237500000E4,1.006822969E-1
1.239843750E4,6.606863237E-2
1.242187500E4,6.958926991E-2
1.244531250E4,4.603643493E-2
1.246875000E4,2.503688178E-2
1.249218750E4,1.620172141E-2
1.251562500E4,8.689774142E-2
1.253906250E4,5.616762567E-2
1.256250000E4,6.961128447E-2
1.258593750E4,4.800685837E-2
1.260937500E4,3.283771645E-2
1.263281250E4,5.265212256E-2
1.265625000E4,1.854395777E-2
1.267968750E4,8.172726237E-2
1.270312500E4,7.636829992E-2
1.272656250E4,6.697138879E-2
1.275000000E4,8.431654431E-2
1.277343750E4,1.622510657E-2
1.279687500E4,3.845648789E-2
1.282031250E4,4.975755045E-2
1.284375000E4,4.526956929E-2
1.286718750E4,6.581404002E-2
1.289062500E4,8.552084908E-3
1.291406250E4,8.709577480E-2
1.293750000E4,2.617182085E-2
1.296093750E4,5.901552104E-2
1.298437500E4,9.922754358E-2
1.300781250E4,4.338104712E-2
1.303125000E4,3.078973378E-2
1.305468750E4,2.508555669E-2
1.307812500E4,3.726862631E-2
1.310156250E4,3.632416158E-2
1.312500000E4,7.164729024E-2
1.314843750E4,4.952395200E-2
1.317187500E4,4.247543255E-2
1.319531250E4,5.596087063E-2
1.321875000E4,4.780704305E-2
1.324218750E4,2.905202764E-2
1.326562500E4,5.343026164E-2
1.328906250E4,5.693620338E-2
1.331250000E4,9.147899291E-2
1.333593750E4,1.167552466E-1
1.335937500E4,1.235340885E-1
1.338281250E4,9.277669493E-2
1.340625000E4,5.611061995E-2
1.342968750E4,5.506001448E-2
1.345312500E4,3.420963268E-2
1.347656250E4,7.142328656E-2
1.350000000E4,1.181664324E-2
1.352343750E4,4.320681002E-2
1.354687500E4,5.134358666E-2
1.357031250E4,5.562294239E-2
1.359375000E4,1.389387738E-3
1.361718750E4,8.818521715E-2
1.364062500E4,2.312987269E-2
1.366406250E4,4.063300624E-2
1.368750000E4,4.247948725E-2
1.371093750E4,6.156954827E-2
1.373437500E4,4.711144859E-2
1.375781250E4,4.688092804E-2
1.378125000E4,2.441570755E-2
1.380468750E4,2.163379258E-2
1.382812500E4,6.606628140E-2
1.385156250E4,7.310084764E-2
1.387500000E4,5.019232339E-2
1.389843750E4,3.866341016E-2
1.392187500E4,2.513421083E-2
1.394531250E4,4.540005816E-2
1.396875000E4,9.645413193E-3
1.399218750E4,6.109693522E-2
1.401562500E4,2.840934487E-2
1.403906250E4,1.728234678E-2
1.406250000E4,2.700448695E-2
1.408593750E4,2.622118225E-2
1.410937500E4,6.799991836E-4
1.413281250E4,6.203341615E-2
1.415625000E4,5.607814461E-2
1.417968750E4,7.159930808E-3
1.420312500E4,1.010900950E-2
1.422656250E4,3.727623493E-2
1.425000000E4,3.149762462E-2
1.427343750E4,4.279269015E-2
1.429687500E4,2.554770611E-2
1.432031250E4,4.188046273E-2
1.434375000E4,5.680198117E-2
1.436718750E4,3.263665912E-2
1.439062500E4,2.702419799E-2
1.441406250E4,1.472294175E-2
1.443750000E4,3.199414254E-2
1.446093750E4,3.264073371E-2
1.448437500E4,5.760100042E-2
1.450781250E4,3.955792547E-2
1.453125000E4,7.820237695E-2
1.455468750E4,2.303448752E-2
1.457812500E4,2.595696409E-2
1.460156250E4,9.062148591E-3
1.462500000E4,2.436018819E-2
1.464843750E4,2.620420935E-2
1.467187500E4,2.936115763E-2
1.469531250E4,4.933085966E-2
1.471875000E4,1.147049161E-2
1.474218750E4,1.883772244E-2
1.476562500E4,2.425641363E-2
1.478906250E4,4.639875842E-2
1.481250000E4,3.550276522E-2
1.483593750E4,1.990360946E-2
1.485937500E4,4.092627870E-2
1.488281250E4,1.745697462E-2
1.490625000E4,3.471568907E-2
1.492968750E4,6.133516469E-2
1.495312500E4,2.105503170E-2
1.497656250E4,1.486812015E-2
1.500000000E4,5.555819454E-2
1.502343750E4,1.352073554E-2
1.504687500E4,4.405371315E-2
1.507031250E4,4.150759757E-2
1.509375000E4,4.159775934E-2
1.511718750E4,4.665361745E-2
1.514062500E4,2.910658555E-2
1.516406250E4,2.731792528E-2
1.518750000E4,2.384970012E-2
1.521093750E4,1.546203625E-2
1.523437500E4,4.315213850E-2
1.525781250E4,2.940163603E-2
1.528125000E4,4.856348320E-2
1.530468750E4,3.986750535E-2
1.532812500E4,5.529257795E-2
1.535156250E4,1.513235706E-2
1.537500000E4,3.041767974E-2
1.539843750E4,2.588520647E-2
1.542187500E4,8.415927088E-2
1.544531250E4,1.967803407E-2
1.546875000E4,3.839252031E-2
1.549218750E4,4.616480560E-2
1.551562500E4,9.195467221E-2
1.553906250E4,4.824175730E-2
1.556250000E4,3.131555638E-2
1.558593750E4,5.047823151E-2
1.560937500E4,4.336047979E-2
1.563281250E4,4.745783584E-2
1.565625000E4,3.279600661E-2
1.567968750E4,3.683754550E-2
1.570312500E4,7.549033232E-2
1.572656250E4,1.200613908E-2
1.575000000E4,3.885087416E-2
1.577343750E4,3.130243993E-2
1.579687500E4,1.789886390E-2
1.582031250E4,3.468990851E-2
1.584375000E4,3.657193033E-2
1.586718750E4,5.858478109E-2
1.589062500E4,4.729433897E-2
1.591406250E4,3.480855630E-2
1.593750000E4,2.582446204E-2
1.596093750E4,4.628945719E-2
1.598437500E4,6.571115358E-2
1.600781250E4,3.440711038E-2
1.603125000E4,5.482375284E-2
1.605468750E4,7.014546301E-3
1.607812500E4,5.680738122E-2
1.610156250E4,7.978095936E-2
1.612500000E4,3.327844426E-2
1.614843750E4,9.493658792E-3
1.617187500E4,1.866894295E-2
1.619531250E4,7.571367893E-2
1.621875000E4,4.735371653E-2
1.624218750E4,4.574821106E-2
1.626562500E4,3.042337907E-2
1.628906250E4,5.498321266E-2
1.631250000E4,6.048836943E-2
1.633593750E4,3.904454426E-2
1.635937500E4,9.212067924E-2
1.638281250E4,7.160048484E-2
1.640625000E4,6.961100405E-2
1.642968750E4,1.058621195E-1
1.645312500E4,1.207575773E-1
1.647656250E4,1.281076386E-1
1.650000000E4,1.793576137E-1
1.652343750E4,1.481309174E-1
1.654687500E4,4.250253438E-1
1.657031250E4,7.013417664E-1
1.659375000E4,5.954164005E-1
1.661718750E4,3.928670501E-1
1.664062500E4,1.969973580E-1
1.666406250E4,1.477433297E-1
1.668750000E4,3.091222822E-1
1.671093750E4,1.353578341E-1
1.673437500E4,9.085079535E-2
1.675781250E4,5.260397822E-2
1.678125000E4,5.627641069E-2
1.680468750E4,1.710102162E-2
1.682812500E4,1.469389580E-1
1.685156250E4,1.313147044E-1
1.687500000E4,7.768572095E-2
1.689843750E4,3.430407943E-2
1.692187500E4,7.422845251E-2
1.694531250E4,1.012171812E-1
1.696875000E4,4.452213177E-2
1.699218750E4,6.384275779E-2
1.701562500E4,6.808330868E-2
1.703906250E4,4.370620644E-2
1.706250000E4,4.355184943E-2
1.708593750E4,3.126180711E-2
1.710937500E4,6.753926248E-2
1.713281250E4,8.011993458E-2
1.715625000E4,5.656236466E-2
1.717968750E4,1.306802877E-2
1.720312500E4,5.095028956E-2
1.722656250E4,2.795846900E-2
1.725000000E4,8.890373275E-2
1.727343750E4,7.219011331E-2
1.729687500E4,7.038376625E-2
1.732031250E4,4.083870127E-2
1.734375000E4,4.361303101E-2
1.736718750E4,3.582944805E-2
1.739062500E4,4.894534245E-2
1.741406250E4,6.657853965E-2
1.743750000E4,1.226265443E-1
1.746093750E4,5.118765120E-2
1.748437500E4,1.009842854E-1
1.750781250E4,3.521221151E-2
1.753125000E4,5.480518755E-2
1.755468750E4,8.016569738E-2
1.757812500E4,4.107668381E-2
1.760156250E4,5.294729733E-2
1.762500000E4,1.788366293E-2
1.764843750E4,1.063964526E-2
1.767187500E4,8.434081503E-2
1.769531250E4,5.112685785E-2
1.771875000E4,6.847031627E-2
1.774218750E4,6.770226445E-2
1.776562500E4,4.947584628E-2
1.778906250E4,3.470877311E-2
1.781250000E4,5.642726866E-3
1.783593750E4,2.354822813E-2
1.785937500E4,3.936366952E-2
1.788281250E4,5.213537915E-2
1.790625000E4,5.961186433E-2
1.792968750E4,8.887691017E-2
1.795312500E4,8.819682662E-2
1.797656250E4,4.012231329E-2
1.800000000E4,5.934709154E-2
1.802343750E4,1.431449225E-1
1.804687500E4,4.963650321E-2
1.807031250E4,3.132041557E-2
1.809375000E4,2.585502256E-2
1.811718750E4,6.194384120E-2
1.814062500E4,6.032998712E-2
1.816406250E4,8.178212398E-2
1.818750000E4,3.576888673E-2
1.821093750E4,4.427698419E-2
1.823437500E4,5.736393938E-2
1.825781250E4,4.235808826E-2
1.828125000E4,3.967349756E-2
1.830468750E4,2.596285900E-2
1.832812500E4,2.011200757E-2
1.835156250E4,2.852158806E-2
1.837500000E4,2.141169297E-2
1.839843750E4,3.729828931E-2
1.842187500E4,8.890087367E-3
1.844531250E4,5.312346321E-2
1.846875000E4,7.397550934E-3
1.849218750E4,1.446902508E-2
1.851562500E4,2.032946568E-2
1.853906250E4,4.419311409E-2
1.856250000E4,3.129044930E-2
1.858593750E4,3.133103742E-2
1.860937500E4,2.846838174E-2
1.863281250E4,4.913800810E-2
1.865625000E4,4.203413263E-2
1.867968750E4,5.264280821E-2
1.870312500E4,4.061258561E-2
1.872656250E4,4.690309731E-3
1.875000000E4,5.240064913E-2
1.877343750E4,1.098132580E-2
1.879687500E4,2.731010057E-2
1.882031250E4,1.508399381E-2
1.884375000E4,3.657178193E-3
1.886718750E4,2.890587500E-2
1.889062500E4,5.955698730E-2
1.891406250E4,5.305977875E-2
1.893750000E4,8.680269006E-2
1.896093750E4,6.314735869E-2
1.898437500E4,1.292791259E-1
1.900781250E4,6.999803912E-2
1.903125000E4,8.642387646E-2
1.905468750E4,1.939946420E-2
1.907812500E4,5.564143582E-2
1.910156250E4,7.858360710E-2
1.912500000E4,7.491752508E-2
1.914843750E4,4.215648320E-2
1.917187500E4,7.948573968E-2
1.919531250E4,1.093738688E-1
1.921875000E4,9.155578058E-2
1.924218750E4,4.528231399E-2
