Cluster,Home,Away,Neutral,ACC,BIG10,BIG12,SEC,NONP4,Off_Passing_Cmp,Off_Passing_Att,Off_Passing_Yds,Off_Rushing_Att,Off_Rushing_Yds,Off_First_Downs_Tot,Off_Penalties_No.,Off_Penalties_Yds,Off_Turnovers_Tot,Def_Passing_Cmp,Def_Passing_Att,Def_Passing_Yds,Def_Rushing_Att,Def_Rushing_Yds,Def_First_Downs_Tot,Def_Penalties_No.,Def_Penalties_Yds,Def_TO,Win_Loss
0,-0.02411679874780477,0.09932763040254632,-0.14164518789054725,0.289182714693546,-0.065057444266321,0.009847618745916923,-0.13491943645791749,-0.22729244357236814,0.8900200636182609,0.9409641267118948,0.7167193518843026,-0.7534158141039823,-0.6865581633330369,-0.0013676086308242598,0.5654388351194565,0.5499839908613753,0.19694592743723344,0.23996559296156716,0.3147225860900479,0.3120997110239581,0.10565268590035465,-0.13975424554213123,0.19015709996150718,0.6423959669542652,0.6597093028846078,0.006217409994733087,0.4594594594594595
1,0.23434265682567013,-0.19060040345986018,-0.08981900997613597,0.11849453250038594,-0.2034190510862431,-0.11452604517288509,-0.08086082502644217,0.08732298003079211,-0.7452019102909277,-0.8571309574343342,-0.5446125759252735,0.8947730565655339,0.9312109133400851,0.35638642914301233,-0.4337252336046114,-0.4304213974112842,-0.10934383625031914,0.3962355628833995,0.35336152898696904,0.23874525489818738,-0.6417823952981964,-0.40161172380678944,-0.11925408625645995,-0.29596904346468644,-0.3255082571947349,0.20794597274779664,0.7722772277227723
2,-0.2332404853154037,0.09139193083070267,0.27549262070489433,-0.4896358790391395,0.3085188941474687,0.11637827646294024,0.25714445304999456,0.18233155837136508,-0.26140926802492487,-0.19863101515725062,-0.27277753211894457,-0.07492137052863118,-0.19827051241534965,-0.39825805317136326,-0.21063846782437684,-0.1952851316341442,-0.12019189426945215,-0.7406219185550815,-0.7847080164853248,-0.6528482074264027,0.5899174865575373,0.6230611706629148,-0.10069750426472095,-0.4601453215776684,-0.4483488738169248,-0.2410297306326982,0.3888888888888889
