2.5328,0.0021
2.4926,0.006
2.4926,0.0101
2.4122,0.0155
2.4926,0.0201
2.4524,0.0251
2.4926,0.03
2.4524,0.0349
2.5328,0.0399
2.4926,0.0456
2.4524,0.0515
2.5328,0.0574
2.5328,0.0632
2.4122,0.069
2.4122,0.0749
2.4524,0.0807
2.4926,0.0865
2.4524,0.0923
2.4122,0.0982
2.4122,0.104
2.4524,0.1098
2.4122,0.1157
2.4926,0.1215
2.372,0.1274
2.4524,0.1332
2.4926,0.1391
2.5328,0.1449
2.4926,0.1507
2.5328,0.1566
2.573,0.1623
2.4926,0.1682
2.4926,0.174
2.4926,0.1799
2.4524,0.1857
2.5328,0.1915
2.4524,0.1966
2.5328,0.2023
2.4524,0.2082
2.5328,0.214
2.4926,0.2198
2.573,0.2257
2.5328,0.2315
2.573,0.2373
2.5328,0.2432
2.573,0.249
2.5328,0.2549
2.5328,0.2606
2.4524,0.2665
2.4524,0.2723
2.5328,0.2782
3.0153,0.284
4.0606,0.2899
6.1109,0.2957
9.5282,0.3015
14.1918,0.3074
20.1018,0.3132
27.3786,0.319
35.8213,0.3248
45.0682,0.3307
54.9984,0.3365
65.8132,0.3423
76.9898,0.3482
88.6086,0.3541
100.8707,0.3598
113.3338,0.3657
126.2391,0.3715
139.4259,0.3774
152.8538,0.3832
166.724,0.389
178.9057,0.394
191.2884,0.399
203.7515,0.4041
216.295,0.409
228.9591,0.4141
241.9851,0.419
254.8904,0.424
268.1174,0.4291
281.5855,0.434
295.1743,0.439
308.6827,0.444
322.3921,0.449
336.383,0.4541
350.414,0.459
364.4852,0.4641
378.476,0.469
392.2659,0.474
406.3773,0.4791
420.529,0.4841
433.9569,0.4889
448.2292,0.4939
462.4612,0.499
476.9345,0.5041
491.1666,0.509
505.5192,0.514
519.9523,0.519
534.2245,0.524
548.6174,0.5291
562.9299,0.534
577.4434,0.539
591.9166,0.544
606.3497,0.549
621.0641,0.5541
635.4168,0.559
650.0509,0.5641
664.7654,0.569
679.2387,0.574
693.8326,0.5791
708.3461,0.584
722.5379,0.589
736.8503,0.594
750.801,0.5989
765.3547,0.604
779.7475,0.609
794.3816,0.6141
808.2921,0.6189
822.7653,0.624
837.2787,0.6289
851.5108,0.634
865.7831,0.6391
880.4573,0.6441
894.2472,0.649
908.5596,0.6539
922.8721,0.659
937.667,0.6641
951.8588,0.6689
966.694,0.674
981.5693,0.6791
996.2033,0.684
1009.9529,0.6889
1024.8282,0.694
1039.0603,0.699
1053.4531,0.7039
1067.8862,0.709
1082.3595,0.7141
1096.1896,0.7189
1110.9442,0.724
1125.6185,0.7291
1140.132,0.734
1154.0022,0.7389
1168.8373,0.7439
1183.4312,0.749
1198.2662,0.7541
1212.0562,0.7589
1226.8912,0.764
1241.0027,0.7689
1255.6769,0.774
1270.5121,0.7791
1285.2667,0.784
1299.3782,0.7889
1316.9471,0.7948
1334.1542,0.8007
1351.1201,0.8065
1367.4829,0.8123
1384.5293,0.8181
1401.2539,0.824
1418.059,0.8299
1434.3414,0.8356
1450.9857,0.8415
1468.0721,0.8473
1485.3597,0.8532
1501.6019,0.8589
1518.407,0.8649
1535.1719,0.8707
1551.6554,0.8765
1567.8574,0.8823
1583.8986,0.8881
1600.6635,0.8939
1618.0715,0.8998
1635.2787,0.9056
1652.9281,0.9115
1669.7332,0.9173
1687.2217,0.9232
1704.7906,0.9291
1722.038,0.9348
1738.642,0.9406
1756.1305,0.9464
1773.7396,0.9523
1791.4292,0.9581
1809.561,0.964
1827.4114,0.9699
1844.8999,0.9757
1862.6296,0.9815
1880.1584,0.9873
1898.4912,0.9932
1916.02,0.999
1934.6342,1.0049
1952.766,1.0106
1971.5009,1.0165
1990.0748,1.0224
2008.5283,1.0282
2027.3838,1.034
2045.5155,1.0398
2063.6875,1.0456
2082.2615,1.0515
2100.7551,1.0573
2119.49,1.0632
2138.2651,1.0691
2155.834,1.0748
2174.0461,1.0807
2191.8162,1.0865
2210.2295,1.0924
2227.6375,1.0982
2245.8096,1.1041
2263.9011,1.1099
2282.2339,1.1156
2300.9688,1.1216
2319.7036,1.1273
2339.2024,1.1332
2358.1382,1.139
2377.7576,1.1448
2396.613,1.1507
2415.6694,1.1565
2434.2034,1.1623
2453.0588,1.1681
2472.1555,1.1739
2491.4128,1.1799
2510.188,1.1856
2529.365,1.1914
2548.0195,1.1973
2566.7544,1.2031
2585.4893,1.2089
2604.4653,1.2148
2623.5217,1.2207
2640.8896,1.2264
2659.906,1.2323
2678.1584,1.2382
2697.4963,1.244
2715.8291,1.2498
2734.6846,1.2557
2752.6555,1.2615
2770.1843,1.2672
2788.4365,1.2732
2806.9705,1.2791
2825.4238,1.2848
2843.1536,1.2907
2861.0039,1.2965
2879.2163,1.3024
2897.5088,1.3083
2914.3943,1.3139
2931.8828,1.3198
2949.3713,1.3256
2966.8599,1.3315
2982.5393,1.3373
2999.3845,1.3432
3015.667,1.349
3032.5928,1.3549
3049.2771,1.3607
3065.439,1.3665
3081.8018,1.3723
3096.3958,1.3782
3107.7732,1.384
3120.2363,1.3898
3132.6995,1.3957
3146.6501,1.4016
3161.2039,1.4073
3175.2749,1.4132
3189.8689,1.4191
3204.5029,1.4248
3219.9412,1.4307
3235.5,1.4365
3251.7019,1.4424
3267.9844,1.4482
3284.6687,1.454
3301.6348,1.4599
3318.3594,1.4656
3335.647,1.4715
3351.9695,1.4773
3369.2168,1.4831
3385.7808,1.489
3402.626,1.4949
3418.7075,1.5006
3434.8691,1.5065
3451.9958,1.5123
3469.4041,1.5183
3486.1689,1.524
3502.8936,1.5299
3519.2163,1.5356
3536.3831,1.5415
3553.7109,1.5474
3569.752,1.5531
3585.6326,1.5589
3601.6335,1.5648
3619.1621,1.5707
3635.6458,1.5765
3652.4507,1.5823
3668.4517,1.5882
3685.498,1.5941
3702.5042,1.5999
3718.063,1.6056
3734.8679,1.6115
3751.6731,1.6174
3768.5586,1.6231
3785.4841,1.629
3802.249,1.6348
3819.0139,1.6407
3836.02,1.6466
3852.0613,1.6522
3868.6653,1.6581
3884.5859,1.664
3900.3457,1.6699
3914.6582,1.6756
3930.4983,1.6815
3946.5798,1.6874
3961.5757,1.6931
3977.9788,1.6989
3994.824,1.7048
4011.8301,1.7107
4028.0322,1.7165
4044.9177,1.7223
4061.7629,1.7282
4079.3318,1.734
4096.3779,1.7398
4113.7061,1.7457
4130.752,1.7515
4147.7983,1.7574
4165.126,1.7632
4182.6147,1.7691
4199.6206,1.7748
4217.1494,1.7807
4234.5576,1.7865
4252.167,1.7923
4269.8564,1.7982
4286.6616,1.804
4304.1904,1.8099
4320.7539,1.8156
4336.1519,1.8215
4350.9067,1.8274
4367.0283,1.8332
4381.7427,1.839
4389.3813,1.8449
4405.6235,1.8505
4423.3135,1.8565
4440.48,1.8623
4457.8081,1.8681
4474.8945,1.8739
4492.2622,1.8798
4509.751,1.8857
4526.3149,1.8914
4544.4063,1.8973
4561.332,1.9032
4579.1421,1.9091
4595.5854,1.9148
4614.0791,1.9207
4631.7285,1.9265
4649.7397,1.9324
4666.9063,1.9382
4683.7114,1.9439
4701.8838,1.9498
4719.8145,1.9557
4737.4233,1.9616
4754.6304,1.9674
4771.9985,1.9731
4789.8491,1.979
4807.458,1.9849
4823.6196,1.9906
4841.0684,1.9965
4858.6772,2.0023
4876.4473,2.0083
4892.7295,2.014
4909.6958,2.0199
4926.541,2.0257
4944.0293,2.0315
4961.4775,2.0374
4978.2026,2.0432
4995.3291,2.049
5012.0137,2.0548
5029.502,2.0606
5046.5083,2.0665
5063.9165,2.0724
5080.6411,2.0782
5097.4058,2.0839
5114.5728,2.0898
5131.6997,2.0957
5147.5801,2.1015
5163.8623,2.1074
5179.8633,2.1132
5196.2261,2.1191
5211.8652,2.1249
