year,id,name,branch,genre,cityname,area,location,path,lng,lat,pricelevel,star,taste,environment,service,comments,tags,dishs,groupon,delivery,open_year,survival
2021,90,骨头王面馆,,小吃快餐,上海,奉贤区,奉城镇川南奉公路9965号,,121.63851,30.91342,below50,3.5,3.5,3.5,3.5,11,中式早餐_牛蛙面_早餐_有WIFI_有宝宝椅,卤蛋面_1|咸肉炒饭_2|三鲜砂锅_1|猪脚砂锅_2|小排砂锅_1|骨头王特色骨头饭_3|骨头砂锅_3|骨头王特色面_3|,0,1,2014,1
2021,91,小马哥豆浆,新南家园店,小吃快餐,上海,奉贤区,西渡镇扶港路321号华联超市旁,距地铁5号线西渡站1号口步行1.1km,121.437695,30.994741,below50,3.4,3.5,3.5,3.4,31,现做现卖_牛肉面_有wifi_沿街餐厅_免费停车,肉夹馍_8|麻食_1|土豆_1|油泼扯面_2|油条_1|酸菜肉丝盖浇饭_1|辣子面_1|鸡汁米线_2|东北大米_1|羊肉_1|凉皮_3|臊子干拌面_2|甜豆浆_1|biangbiang面_3|甜豆花_1|,0,1,2015,1
2021,92,晨仕汤包馆,丰浦店,小吃快餐,上海,奉贤区,奉浦工业开发区韩村路366号,距上海航空俱乐部步行600m,121.458946,30.942968,below50,3.3,3.3,3.4,3.4,14,牛肉面_中式早餐_有wifi_免费停车_沿街餐厅,鲜肉锅贴_1|宫保鸡丁_1|上海生煎_1|黑芝麻汤圆_1|,0,1,2014,0
2021,93,刘小姐的店,,小吃快餐,上海,宝山区,大场镇上大路99号上海大学宝山校区西门生服网店,距地铁7号线上海大学站2号口步行720m,121.383292,31.317608,below50,3.6,3.6,3.6,3.7,45,美团充电宝_人均30以内_干净卫生_人均50以内_有套餐,牛肉蔬菜色拉_1|红腰豆_3|鸡胸肉套餐_15|沙朗牛排色拉套餐_2|千叶豆腐_2|意大利肉酱面_1|,0,1,2017,0
2021,94,麦当劳,友谊路得来速店,小吃快餐,上海,宝山区,"友谊路1881号,1883号",,121.444647,31.394297,below50,4,3.9,4,3.9,337,放心餐厅_有咖啡厅_西式早餐_有无烟区,薯条_70|奥利奥原味麦旋风_5|幸胡堡大玉餐_2|蜜汁鸡腿满碗饭精选套餐_1|热朱古力_1|麦辣鸡翅麦乐鸡餐_20|麦辣鸡腿汉堡_10|德式图灵根香肠炒双蛋堡单人早餐_2|88会员节9月1日_1|抹茶奥利奥甜筒_1|炸鸡小食桶_1|板烧鸡腿堡鸡翅餐_19|巨无霸汉堡_19|麦麦炸鸡桶双桶餐_1|猪柳麦满分套_1|巧克力风味珍珠奶茶_1|草莓麻薯新地_1|吉士蛋堡套餐_2|梅果味马卡龙_2|麦辣鸡翅特价_30|双层吉士汉堡_2|不素之霸双层牛堡套餐_3|芝士咸蛋黄口味麦旋风_1|板烧鸡腿堡套餐_4|抹茶味草莓麦旋风_8|双层黑椒牛肉堡_1|安格斯厚牛培根堡套餐_1|麦当劳金黄脆薯格_2|麦香鱼汉堡_2|猪柳蛋满分套_1|麦辣鸡腿堡冰拿铁套餐_2|麦当劳大鸡排_8|桃花味圆筒_1|脆汁鸡香芋派组合_1|麦香鸡_2|香蕉派_3|黄金桂乌龙奶茶_1|吃鸡分享周末家庭亲子餐_1|圆筒冰淇淋_3|醒醒拿铁_2|板烧鸡腿汉堡_1|图林根炒双蛋堡单人餐_1|,1,1,2011,1
2021,95,韋记云吞,,小吃快餐,上海,宝山区,瑞丰路358号,距地铁7号线祁华路站1号口步行600m,121.371353,31.318673,below50,3.4,3.7,3.6,3.7,38,可自助结账_美团充电宝_手机支付_免费停车_免费wifi_可停车,荠菜鲜肉云吞_6|紫菜鲜肉饺_1|香菇木耳鲜肉饺_4|玉米鲜肉云吞_2|冬菇马蹄鲜肉云吞_1|槐花鲜肉饺_1|荠菜鲜肉饺_2|葱油拌面_1|白菜鲜肉饺_1|香菜芹菜鲜肉饺_1|鲜虾蟹籽云吞_9|牛肉_2|玉米鲜肉饺_2|韩国泡菜鲜肉饺_2|韭菜鲜肉饺_1|香干肉丝盖饭_1|紫菜鲜肉云吞_13|荠菜饺子_2|冬菇马蹄鲜肉饺_3|,0,0,2019,0
2021,96,上海大学第一食堂,,小吃快餐,上海,宝山区,上大路99号内,距地铁7号线上海大学站2号口步行680m,121.384478,31.317926,below50,3.7,3.6,3.7,3.6,67,沿街餐厅_人均30以内_中餐_人均50以内_学生党吃饭,马兰头鲜肉青团_4|炒金针菇_1|白斩鸡_1|炒卷心菜_1|鱼粉_1|咕咾肉_1|汤包_7|寿喜锅_1|咖喱煎包_1|牛肉面_4|锅贴_11|韩式豆腐汤_3|白菜炒千张_2|炒素_1|虾仁炒蛋_1|胡辣汤_2|小龙虾_7|炒面_5|饺子_8|紫菜蛋花汤_1|生煎_17|虎皮青椒_1|蒸鱼片_1|锅仔窗口_1|娃娃菜_1|荠菜豆腐羹_2|鸡块面_1|鸡肉卷_1|,0,0,2013,1
2021,97,同茂兴大食堂,真金路店,小吃快餐,上海,宝山区,真金路1116号,距乐坊·大华生活广场步行1.2km,121.402088,31.284623,below50,3.5,3.4,3.4,3.3,136,可外卖_免费停车_中餐_可停车_人均30以内,豆芽冷面_27|鸭血豆腐_2|三杯鸡_1|酱爆猪肝_1|牛肉煎包_1|鲜肉大包_9|干锅手撕包菜_1|苏式焖肉面_1|本帮酱鸭_1|红烧带鱼_1|红烧大排_1|咸肉砂锅_3|红烧鲳鱼_1|臭豆腐_1|腰花_1|鲜肉小笼_1|鲜肉锅贴_8|冷混沌_2|丝瓜毛豆_1|鸡爪_1|烂糊肉丝_2|干锅土豆片_2|走油肉_1|韭菜鸭血_1|苏州汤包_5|梅干菜烧肉_1|菌菇炒蛋_1|酸辣汤_1|宫保鸡丁_1|鲜肉生煎_6|咸肉菜饭_1|肉饼蒸蛋_1|爆鱼_2|裙带菜_1|清蒸带鱼_1|炖蛋_1|麻辣鸭血_2|土豆烧鸡_1|盖浇饭_1|腐竹肉片_1|红烧黄鱼_3|椒盐排条_2|红烧狮子头_1|清蒸鲳鱼_1|,0,0,2008,1
2021,98,李鼎峰馅饼,淞滨路店,小吃快餐,上海,宝山区,淞滨路500号（近国美电器）,距地铁3号线淞滨路站1号口步行290m,121.490174,31.374372,below50,3.6,3.6,3.6,3.5,94,人气小吃_现做现卖_人均30以内_沿街餐厅_人均50以内,菠萝烧饼_2|南瓜饼_5|韭菜虾米鸡蛋饼_3|香菇包菜_7|韭菜包_4|葱烤饼_2|草莓烧饼_1|牛肉_15|油盐烧饼_1|椒盐饼_10|豆沙烧饼_6|韭菜盒子_8|香菇烧饼_1|酸菜肉饼_1|椒盐烧饼_1|,0,1,2013,1
2021,99,大城小面,龙镇路店,小吃快餐,上海,宝山区,月浦龙镇路14号,,121.425014,31.418785,below50,3.5,3.6,3.6,3.5,23,早餐_沿街餐厅_牛肉面_重庆小面_中式早餐,牛肉粉_2|豆干_2|重庆粉_3|回锅肉饭_3|杂酱面_1|鸡杂面_5|合炒干溜_1|四川凉面_3|小炒肉盖饭_2|猪肝面_1|大排面_1|排骨盖饭_2|豌杂面_6|酥肉_2|酸菜_1|肥肠盖浇饭_2|肥肠面_2|鸡杂粉_2|青椒肉丝饭_2|酸辣粉_8|卤猪手_2|秘制卤猪头肉_2|重庆小面_8|鱼香肉丝饭_2|雪菜_2|凉糕_1|,0,1,2018,1
2021,100,肯德基,宝宸店,小吃快餐,上海,宝山区,长江西路2211号1层1FA-03号商铺,距地铁1号线通河新村站4号口步行280m,121.43568799999998,31.333455,below50,3.7,3.7,3.7,3.6,352,干净卫生_快速方便_2-3人套餐_可刷卡_休闲小憩,川辣泡椒鸡块饭_13|奥尔良烤翅鸡腿堡_4|香辣鸡腿堡T_3|红豆派T_1|培根蛋法风烧饼_1|上校鸡块_1|香辣鸡腿堡S豆泥餐_2|金沙咸蛋黄香辣鸡翅_2|原味炸鸡_1|香辣鸡翅炸鸡_31|奥尔良烤翅_24|牛油果鸡肉超级塔可T_2|玉米棒_3|大薯条_5|比利时巧克力圣代_3|劲脆鸡腿堡S豆泥餐T_1|海盐焦糖风味花淇淋_1|鸡腿沙拉_1|超级外送全家桶ST_11|照烧鸡腿汉堡_5|劲爆鸡米花_3|油条饭团热浆春卷Y_1|皮蛋瘦肉粥TN_1|快乐儿童餐_1|塔可奥堡双人餐ST_9|超级翅桶多人餐_1|波纹霸王薯条_2|新原圣代比利时巧酱_1|五味小食拼盘_2|波浪薯条_2|川辣嫩牛五方_1|劲爆鸡米花T_14|藜麦蛋挞果茶沙啦餐T_6|雪顶咖啡_5|芋圆花淇凌_1|圣诞红石榴风味派_1|多翅膀香辣鸡翅_1|吮指原味鸡_54|吮指原味鸡T_3|醇香土豆泥T_1|培根饭团热浆春卷Y_1|,1,0,2008,1
2021,101,everyshalala沙拉,上坤城市广场店,小吃快餐,上海,宝山区,聚丰园路91弄上坤城市广场1层,距地铁15号线锦秋路站2号口步行1.0km,121.380681,31.317338,below50,3.8,3.7,3.8,3.7,79,发发呆_有沙发位_高大上_现做现卖_沿街餐厅,紫薯泥_1|金枪鱼色拉_7|招牌香煎鸡胸肉色拉_24|自选色拉_6|秋葵_4|现煎牛排肉色拉_5|鲜奶奶茶_3|花菜西兰花_1|黑椒牛肉_1|秘制菌菇_1|鲜蔬色拉_5|培根芝士蛋_2|烟熏三文鱼三明治_1|优质培根菌菇色拉_4|黎麦_2|芒果虾仁色拉_1|,0,0,2016,1
2021,102,滋味真沙县小吃,纪蕰路店,小吃快餐,上海,宝山区,纪蕴路118-2号一层,距地铁1号线通河新村站4号口步行620m,121.433993,31.336472,below50,3.6,3.5,3.5,3.5,19,沿街餐厅_免费wifi_人均30以内_有WIFI_人均50以内,茶树菇排骨汤_1|鲜肉水饺_2|柳叶蒸饺_1|飘香拌面_3|大肉饭_1|,0,1,2015,1
2021,103,山东手工水饺,美兰湖店,小吃快餐,上海,宝山区,集贤路150弄1号-102,,121.350939,31.418769,below50,3.5,3.5,3.5,3.5,5,中式早餐_腊八_人均30以内_沿街餐厅_免费wifi,猪头肉拌黄瓜_1|韭菜肉_1|正宗东北酸菜猪肉饺子_2|凉拌猪舌头_1|韭菜猪肉_1|荠菜猪肉_1|,0,1,2016,1
2021,104,黄山汤圆馄饨,三泉路店,小吃快餐,上海,宝山区,三泉路1575号,距地铁1号线通河新村站3号口步行740m,121.434133,31.328594,below50,3.6,3.6,3.6,3.6,17,沿街餐厅_人均30以内_人均50以内_随便吃吃_学生党吃饭,荠菜肉馄饨_2|芝麻大汤团_3|荠菜小馄饨_6|,0,1,2017,1
2021,105,正宗淮南牛肉汤,,小吃快餐,上海,宝山区,塘西街113号,距上坤上街步行640m,121.337949,31.417249,below50,3.5,3.5,3.5,3.5,18,有无烟区_学生党吃饭_牛肉面_沿街餐厅_免费wifi,牛拆骨肉米线_3|牛杂拌面_1|牛肉粉丝汤_2|,0,1,2016,1
2021,106,黄焖鸡米饭,菊太路店,小吃快餐,上海,宝山区,菊太路1435号,,121.348353,31.347875,below50,3.6,3.6,3.6,3.6,19,粤式早茶_人均30以内_沿街餐厅_人均50以内_早餐,千张_4|贺岁黄金猪手_1|香肠肠粉_1|牛肉肠粉_1|黄焖排骨超辣_1|培根炒饭_1|芹菜_1|火腿炒饭_1|阿萨姆奶茶_1|香菇_2|黄焖鸡_14|土豆_1|鸡蛋蒸米粉_1|小鸡_1|腐竹_5|黄焖满口香_1|鸡蛋肠粉_1|蛋炒饭_1|排骨套餐_1|,0,1,2016,1
2021,107,元本面,,小吃快餐,上海,宝山区,淞兴西路20号,距地铁3号线淞滨路站2号口步行360m,121.488403,31.371818,below50,3.7,3.7,3.6,3.7,102,沿街餐厅_干净卫生_人均30以内_现做现卖_服务热情,招牌大肠汤面_19|红烧牛肉面_11|特色牛蛙面_2|酸菜肚片拌面_2|酸菜猪肚_1|大肠拌面_1|辣肉拌面_6|雪菜黄鱼面_3|鱼香肉丝面_1|荠菜肉丝炒年糕_1|炸猪排_24|咸菜_3|泡椒鸡杂面_3|麻辣牛杂汤面_1|猪心面_1|猪肝汤面_4|双菇拌面_3|酱爆腰花拌面_2|糖醋小排拌面_1|,0,1,2014,1
2021,108,品辣忆年麻辣烫,,小吃快餐,上海,宝山区,沪太路3100号B111号,距地铁7号线上大路站4号口步行100m,121.403141,31.317021,below50,3.5,3.7,3.7,3.7,33,沿街餐厅_重口味_人均30以内_免费wifi_人均50以内,山药_3|冻豆腐_1|烤麸_1|海带片_2|蟹味棒_1|宽粉_3|茼蒿_1|鸡柳_1|老豆腐_2|木耳_2|东北冷面_2|金针菇_3|百叶结_1|鸭血_1|年糕_3|紫薯球_3|鹌鹑蛋_1|牛百叶_4|平菇_4|霞糕_1|娃娃菜_3|生菜_5|鸡胸肉_1|香菜肉水饺_1|厥根粉_2|日本豆腐_1|小青菜_1|兰花干_3|糯米丸_1|红薯粉_1|,0,0,2016,1
2021,109,河南好再来拉面,大华路店,小吃快餐,上海,宝山区,大华路910号,距地铁7号线大华三路站3号口步行900m,121.410349,31.27804,below50,4,3.9,3.7,3.8,111,沿街餐厅_人均50以内_随便吃吃_学生党吃饭_价格实惠,凉拌牛肉牛杂拼盘_2|红烧牛肉_5|酸菜红烧牛肉面_6|红烧牛肉拌刀削面_16|牛肉汤面_6|荷包蛋溏心蛋_7|牛肉拌面_20|拉面_45|牛杂拌刀削面_2|,0,1,2012,1
2021,110,品一味私房面馆,,小吃快餐,上海,宝山区,密山东路245号,距宝乐汇生活时尚中心步行1.3km,121.489117,31.407776,below50,3.8,3.8,3.7,3.8,88,早餐_人均50以内_有无烟区_免费wifi_沿街餐厅,红油抄手干拌_2|肥肠米线_1|麻辣牛肉面_2|酱爆猪肝饭_3|红烧肥肠面_9|酥肉饭_1|泡椒鸡杂面_1|麻辣牛肉粉_1|本帮辣酱粉_1|排骨辣酱面_1|大排杂酱面_1|泡椒鸡杂米粉_1|麻辣小面_1|五香牛肉面_17|红烧牛肉_1|红烧肥肠饭_3|香菇杂酱干拌_14|川味酸辣粉_3|红烧肋排面_4|卤肉面_2|卤肉饭_1|红烧排骨酸菜面_2|酸辣鸡丁饭_2|牛蛙饭_1|爽口鳝丝面_1|,0,0,2016,1
2021,111,大鼓米线,宝山美兰湖店,小吃快餐,上海,宝山区,罗芬路1088号世纪联华三楼,距地铁7号线美兰湖站1号口步行270m,121.346068,31.404605,below50,3.6,3.8,3.8,3.7,438,服务热情_有WIFI_免费wifi_年会_随便吃吃,大鼓招牌大骨米线_34|招牌鸡排_30|番茄肥牛米线_60|过桥罐罐米线_23|石锅肥牛拌饭_3|鲜嫩番茄鱼米线_2|红豆奶茶_1|翡翠裙带菜_2|黄金虾仁炒饭_1|酸菜鱼米线_18|猪软骨米线_8|猪肚鸡米线_1|甜蜜饮料_1|麻辣罐罐米线_2|一品牛肉米线_11|番茄罐罐米线_12|牛大骨米线_1|元气大骨米线_1|麻辣肥肠米线_6|南瓜饼_3|麻麻辣辣牛肉炒饭_1|,0,1,2016,1
2021,112,阿甘锅盔,北上海,小吃快餐,上海,宝山区,蕰川路北上海生活广场,距地铁1号线宝安公路站2号口步行720m,121.429196,31.368082,below50,3.8,3.7,3.8,3.8,98,人均30以内_人均50以内_美团充电宝_有WIFI_免费wifi,梅干菜小锅盔_26|牛肉味_20|鲜肉锅盔_5|鲜肉味_6|小龙虾锅盔_1|红糖豆沙锅盔_11|牛肉锅盔_12|,1,1,2017,0
2021,113,海賊章魚君,宝乐汇店,小吃快餐,上海,宝山区,牡丹江路1569号宝乐汇B1层,距地铁3号线宝杨路站1号口步行850m,121.480695,31.401523,below50,3.7,3.8,3.7,3.7,346,楼宇餐厅_人气小吃_快速方便_现做现卖_人均30以内,蜜汁烤翅_9|老北京烤鸭胗_14|火爆大鱿鱼_15|海贼王章鱼烧_15|烤肉串_4|小丸子_1|潮汕牛筋丸_2|香港鱼蛋_2|萝卜牛杂_7|培根芝士章鱼烧_4|巴西大肉串_30|原味章鱼烧_62|潮灿牛筋丸_2|德式风味烤肠_2|串烤鸭心_27|台北花枝丸_17|德式烤香肠_4|玉米奶酪章鱼烧_4|芥末章鱼烧_33|火爆鱿鱼须_6|净牛肚_1|招牌净牛杂_11|玫瑰烤翅_3|,1,1,2016,1
2021,114,清真精品牛肉面,宝山菊太路店,小吃快餐,上海,宝山区,菊太路1437号,,121.348334,31.347864,below50,3.7,3.6,3.7,3.7,18,人均50以内_沿街餐厅_人均30以内_早餐_学生党吃饭,孜然牛肉盖浇饭_1|鱼香肉丝盖浇面_1|酸辣土豆丝盖浇面_1|牛肉汤_3|红烧牛肉盖浇面_3|牛肉水饺_2|木耳炒肉_1|牛肉炒面片_1|,0,0,2015,1
2021,115,成都冒菜,上海大学店,小吃快餐,上海,宝山区,聚丰园路9弄61号5弄38号,距地铁15号线锦秋路站2号口步行920m,121.381448,31.317295,below50,3.7,3.7,3.7,3.8,45,可拼桌_有大桌_美团充电宝_手机支付_夜宵_免费wifi,土豆_24|手工丸子_10|牛毛肚_2|藕片_2|木耳_2|墨鱼丸_1|牛肉_23|豆皮王_22|鸭血_3|海带结_3|西兰花_2|香菇小丸子_1|红肠_8|掌中宝_13|大拉面_1|鸡尖_2|金针菇_20|腐竹_14|蒙古粉_3|原味芝士年糕_2|日本豆腐_2|凤爪_1|鱼肉卷_1|老豆腐_3|五花肉_8|大福包_1|鸡腿菇_1|老油条_4|白萝卜_8|魔芋丝_1|烤麸_1|百叶结_5|鸡肠_5|玉米肠_1|龙凤片_1|成都麻辣烫冒菜底料_29|空心菜_2|海带丝_3|南瓜芝士年糕_1|面疙瘩_1|千叶豆腐_3|香菜_5|猪皮_2|蟹排_1|手发肉片_1|娃娃菜_11|冻豆腐_8|素毛肚_2|蟹籽宝_2|广东菜心_1|,1,1,2019,1
2021,116,巴比馒头,牡丹江路店,小吃快餐,上海,宝山区,牡丹江路1118号,距北翼生活馆步行860m,121.486296,31.392352,below50,3.6,3.5,3.4,3.5,46,街边小店_中式早餐_沿街餐厅_人均30以内_免费wifi,玉米馒头_1|鱼香肉丝包_1|香辣鸡肉包_1|红枣酸奶_2|小猪奶黄包_1|萝卜丝肉包子_1|培根烧麦_1|黑米糕_1|红糖馒头_2|豆沙包_2|特色蒸饺_2|祖名豆奶_1|,1,1,2010,0
2021,117,肯德基,长江南店,小吃快餐,上海,宝山区,长江南路5号,距地铁3号线长江南路站2号口步行20m,121.486578,31.33358,below50,3.8,3.6,3.7,3.6,526,休闲小憩_2-3人套餐_有沙发位_人气小吃,上校鸡块_20|香辣鸡翅炸鸡TN_11|小吃拼盘_2|吮指原味鸡兑换券_1|培根薯角chizza青年人气明星餐_1|金沙咸蛋黄香辣鸡翅_49|老北京香辣鸭肉卷_3|红豆派_2|避风塘炸鸡_1|鸡块儿童餐_1|劲爆鸡米花_24|全家桶_17|醇豆浆_2|冲绳海盐冰淇淋_2|港式烧味脆皮大鸡腿饭_1|培根被蛋卷_4|黄金鸡块_4|劲爆鸡米花T_3|醇香土豆泥_2|美式经典咖啡_1|脆皮手枪鸡腿饭_1|芝士猪排帕尼尼_1|新奥尔良烤翅TN_6|藜麦蛋挞拿铁沙啦餐T_10|新奥尔良烤鸡腿堡STN_2|咸蛋黄流心酥饼装_1|香辣黄金鸡柳_1|藤椒肯大大鸡排_5|脆波波醇香奶茶中_3|五味小食拼盘_1|抹茶甜筒_2|葡式蛋挞经典装TN_8|吮指原味鸡_25|雪顶爱尔兰_1|芝士厚菇素尊堡_1|十三鲜小龙虾烤鸡堡T_3|老北京鸡肉卷T_3|超级翅桶多人餐_2|安心大油条_2|雪顶咖啡_13|榴莲之神云朵蛋挞_2|巧克力花筒_1|冬菇滑鸡粥TN_1|醇香土豆泥T_1|双份香卤双拼可乐餐_1|香辣鸡腿堡S豆泥餐_35|塔可原味鸡明星餐T_11|榴莲王甜筒_1|九珍果汁饮料_2|原味炸鸡_1|,1,1,2008,1
2021,118,蜀府冒菜,大华店,小吃快餐,上海,宝山区,大华路327号,距地铁7号线大华三路站2号口步行1.2km,121.41069,31.271551,below50,3.9,3.8,3.8,3.8,169,饮料畅饮_快速方便_高大上_上菜快_请客,午餐肉_13|火腿肠_3|腐竹_1|莴笋_1|玉米_1|龙利鱼_2|无骨鱼片_2|大虾_1|冬瓜_1|土豆粉_2|日本豆腐_2|酸梅汤_1|燕饺_1|牛舌_5|鸡胗_5|豆皮_1|鱼豆腐_1|牛毛肚_12|里脊肉_5|芋头_2|黄豆芽_1|冒蔬菜套餐_5|牛蛙腿_6|肥羊卷_1|墨鱼丸_1|有机花菜_5|泡面_2|鸭血_1|娃娃菜_9|木耳_5|魔芋丝_1|一锅冒菜_1|肥牛卷_8|蟹肉棒_4|黄金蛋饺_2|红肠_1|生菜_1|百叶_18|鸡毛菜_4|猪黄喉_2|金针菇_1|,0,1,2016,1
2021,119,大铁牛螺蛳粉,万达广场店,小吃快餐,上海,宝山区,一二八纪念路万达广场金街111-2号,距地铁1号线共康路站1号口步行520m,121.442351,31.324926,below50,4.2,4.2,4,4.2,234,夜宵,油炸猪手螺蛳粉_48|红皮小花生_4|煎蛋_2|米香锅巴_1|桂花冰粉_6|牛腩螺蛳粉_6|拍此链接螺蛳粉生菜换空心菜_1|叉烧螺蛳粉_1|话梅小番茄_4|酸笋螺蛳_1|带皮鸭掌_9|酸豆角_8|三鲜螺蛳粉_98|油豆腐_1|鸭胗_12|麻辣香肠螺蛳粉_9|黄金豆_1|原味啰嗦粉_94|酸笋_18|油炸猪手_3|腐竹_60|可乐_1|,1,1,2019,1
2021,120,老盛昌汤包,市一店,小吃快餐,上海,宝山区,罗店镇市一路255-1号,距上坤上街步行840m,121.339185,31.415979,below50,3.3,3.6,3.7,3.5,155,现做现卖_闪付_价格实惠_沿街餐厅_性价比高,炸猪排_9|小笼包_4|葱烤大排荷包蛋面_2|豆沙包_2|木耳面筋浇_1|苏州汤包_65|番茄鸡蛋烩面_9|虾肉馄饨_4|肉丝浓汤烩面_2|虾仁蛋炒饭_1|焖肉面_1|宫保鸡丁浇_15|葱烤大排素鸡饭_16|三丝春卷_7|鲜汁肉包_4|宫保鸡丁饭_2|糖醋排条茭白肉丝冷面_1|鱼香茄子饭_15|肉丝炒面_7|酸菜鱼片米线_4|红烧肉圆浇_2|家常豆腐浇_1|辣三丁面_2|蟹黄汤包_6|鲜肉小馄饨_6|酱蛋_2|菜肉馄饨_2|鲜肉月饼_3|咖喱牛肉粉丝汤_3|酸梅汤_1|藤椒鸡汤包_1|外婆菜饭肉圆餐_3|焖肉浇_3|番茄炒蛋饭_1|酱爆猪肝浇_1|猪肝炒面_3|荠菜冷馄饨_3|辣肉丁雪笋面_1|什锦砂锅_1|蚝油牛肉饭_10|拌馄饨_7|鱼香肉丝饭_2|红烧牛肉浇_2|原味豆奶_2|酱爆猪肝饭_8|回锅肉饭_4|油豆腐粉丝汤_2|米饭_2|咖喱牛肉烩面_2|三鲜烩年糕_1|,1,1,2017,1
2021,121,汆悦麻辣烫,锦秋路店,小吃快餐,上海,宝山区,锦秋路799号（锦秋新天地1层）,距地铁7号线上海大学站3号口步行70m,121.382684,31.322529,below50,3.8,3.9,4,4,351,重口味_沿街餐厅_人均30以内_干净卫生,肥牛_49|特宽粉_6|鸡胸肉_9|鲜虾_4|蟹仔包_3|玉米米粉_1|包心鱼丸_1|牛百叶_28|鹌鹑蛋_4|油条_4|乌冬面_1|紫薯方便面_1|香菜_15|腐竹_10|海胆包_2|白玉菇_2|蒜泥_11|油面筋_13|葱花_2|魔芋结_1|麻酱_45|番茄_8|菠菜方便面_6|腊肠_3|豆苗_3|西兰花_1|红薯片_1|肥羊_11|紫薯糯米球_2|豆皮_4|猪扒_1|黄金蛋饺_22|上海红肠_3|龙口粉丝_3|大白菜_17|沙茶酱_15|招牌麻辣烫_1|牛心菜_1|鸭血_23|什锦全素餐_4|猪皮_5|蟹味菇_1|豆泡_1|里脊肉_31|培根肉_4|茼蒿_4|鸡胗串_1|紫薯芝士年糕_1|亲亲肠_1|年糕片_1|,1,1,2017,1
2021,122,夜来香,,小吃快餐,上海,宝山区,德都路94号,距地铁3号线江杨北路站1号口步行1.4km,121.421398,31.40830200000001,below50,3.5,3.5,3.6,3.6,50,有无烟区_有沙发位_有包厢_10人－20人包厢_10人以下包厢,红柳羊肉串_9|藕片_3|金针菇_5|茄子_4|掌中宝_4|胡辣汤_1|娃娃菜_4|奶油馒头_2|地瓜片_1|鸡胗_7|牛肉串_4|凉拌西红柿_1|羊棒骨_1|黄鱼_5|韭菜_2|玉米_3|土豆_3|牛板筋_7|红柳羊排串_2|红柳鸡中翅_6|香菇_4|红柳牛肉_2|羊肉牛肉_5|,0,1,2012,1
2021,123,养生粥,春雷路店,小吃快餐,上海,宝山区,春雷路463号,距地铁3号线江杨北路站1号口步行1.2km,121.428969,31.41405,below50,3.4,3.4,3.3,3.4,25,沙茶面_中式早餐_加班狗偏爱_沿街餐厅_可外卖,海鲜粥_1|香炸猪排饭_1|油焖金针菇_2|脆皮香蕉_1|一品养生粥_1|特色沙茶面_1|鸡蛋肉丝汤_1|金针菇脆笋_1|香菇蔬菜粥_1|美味春卷_1|山药桂圆粥_3|,0,0,2012,0
2021,124,中国化隆牛肉面,,小吃快餐,上海,宝山区,罗店镇美兰湖罗芬路989弄25号,距地铁7号线美兰湖站1号口步行260m,121.34646,31.403953,below50,3.5,3.5,3.4,3.4,26,免费wifi_中式早餐_有WIFI_干净卫生_沿街餐厅,肉夹馍_4|孜然牛肉炒饭_2|香菇炒牛肉_2|青椒鸡蛋拌面_2|红烧牛肉拉面_1|葱油拌刀削面_4|酸辣土豆丝拌面_3|西葫芦炒牛肉_2|洋葱炒牛肉_2|土豆烧牛肉拌面_5|,0,0,2013,0
2021,125,糯雅芳粥,上海大学店,小吃快餐,上海,宝山区,聚丰园路9弄25号,距地铁7号线上海大学站3号口步行1.2km,121.381974,31.317597,below50,3.5,3.5,3.7,3.6,75,加班狗偏爱_份量大_24小时营业_沿街餐厅_人均30以内,农夫山泉矿泉水_1|麻麻辣辣蛋炒饭_1|皮蛋火腿瘦肉粥_15|招牌锅贴_8|小米糕_4|荠菜春卷_4|香辣干碟辣椒_3|榨菜_2|黄金糕_2|水晶素蒸饺_2|纯绵白粥_2|萝卜丝包_1|虾仁烧麦_1|牛肉咸蛋黄粥_1|豆沙包_1|青菜_1|港式虾饺皇_4|香菇鸡丝粥_4|三鲜蒸饺_4|板烧牛排饭_3|板烧鸡排饭_2|莲菜蒸饺_2|手把羊肉串串_1|辣椒包_1|香菇猪肉烧麦_1|豆沙春卷_1|小米南瓜粥_1|小猪肉包_1|萝卜丝虾饼_1|,0,1,2018,0
