year,id,name,branch,genre,cityname,area,location,path,lng,lat,pricelevel,star,taste,environment,service,comments,tags,dishs,groupon,delivery,open_year,survival
2021,748,春夏秋冬,国华广场店,日本菜,上海,杨浦区,三门路99号国华广场B区106,距地铁三门路站3号口步行520m,121.508129,31.313748,100to150,3.8,4,4.4,4.4,303,美团充电宝,花生布丁_11|芥末海螺_8|炸鸡软骨_4|可乐_2|前菜三点_2|牛肉寿喜锅_62|拉面套餐_20|特级霜降牛排陶板烧_9|酱烤牛肉芦笋_11|日式炒面_5|牛肉乌冬面_3|海胆茶碗蒸_2|烤鸡翅_6|日式豚骨拉面_8|纪州柚子梅酒_4|鸡心_3|鸡胗_2|中华海草_2|三文鱼籽海胆寿司盛_2|炸猪排_5|霜降牛排网烤_5|泡菜牛肉锅_3|京葱鸡肉串_2|鳗鱼盖饭_12|三文鱼刺身_12|生姜烧盖饭_4|焦糖布丁_2|北极贝_2|鳗鱼饭套餐_54|盐烤青花鱼_8|鹅肝手握_7|银鳕鱼西京烧_2|生姜烧丼定食_2|什锦海鲜蔬菜天妇罗（春）_27|芥末章鱼_12|炸豆腐_5|三文鱼牛油果沙拉_4|鳗鱼饭定食_2|炸猪排饭套餐_15|烤鳗鱼_14|毛豆_4|盐烤三文鱼_3|厚切烤牛舌_9|鸡皮_6|草莓大福_2|海鲜丼定食_2|酱烤牛肉金针菇卷_17|炸鸡块_12|松茸海鲜茶壶汤_5|猪排盖饭_2|刺身五点拼_4|,0,1,2019,0
2021,749,友楽日本料理铁板烧,,日本菜,上海,松江区,普照路1弄5号,距乐坊松汇生活广场步行880m,121.235431,31.006148,100to150,3.8,4.2,4.3,4.4,401,有沙发位_朋友聚餐_沿街餐厅_健康营养_适合聊天,吉列炸生蚝_18|雪蟹_13|松露蒸蛋_2|梅子茶泡饭_2|白灼龙虾_1|松茸海鲜茶壶汤_1|三文鱼炒饭_46|法式鹅肝_3|北极贝刺身_2|猪肉味噌汤_1|酸汤肥牛_1|日式烤蟹脚_1|三文鱼刺身_39|铁板牛舌_13|三文鱼之恋_2|铁板扇贝_2|生鱼片拼盘_1|甜虾寿司_1|烤银鳕鱼_34|铁板生蚝_3|日式料理_2|芥末章鱼_2|油爆虾_1|清酒_1|鳗鱼卷_10|友乐沙拉_16|吞拿鱼山药泥_2|日式汉堡_1|盐烤青花鱼_5|茶碗蒸_5|水果沙拉_1|生牛肉刺身_1|金枪鱼细卷_7|天妇罗拼盘_6|北极贝寿司_1|蟹钳_1|冰淇淋_4|中华海草_3|味增拉面_1|虾手卷_1|鹅肝鱼籽酱蒸蛋_25|铁板牛肉_12|蒜泥烤扇贝_2|寿喜锅_1|甜味炸虾_58|海胆_27|炸虾天妇罗_3|蒜蓉扇贝_2|刺身三种拼盘_2|金针菇肥牛_1|,1,0,2013,1
2021,750,伊秀寿司,金桥国际广场店,日本菜,上海,浦东新区,张杨路3611号金桥国际商业广场8座3层,距地铁6号线金桥路站3号口步行560m,121.574227,31.258903000000004,100to150,4.6,4.3,4.3,4.5,12434,旋转餐厅_海鲜棒_有儿童游乐区_淡色调装修_浪漫推荐,文火芝士拼盘_228|甜虾刺身_140|脆皮甜筒土豆泥_69|鸭胸鹅肝卷_38|天妇罗炸虾_33|纸锅黄油焗菌菇_17|土豆蟹子沙律_18|关东煮_12|超值迷你拼盘_11|九州红豆年糕_10|炙烧牛肉拉面_9|金菇牛肉卷定食_7|粗粮么么哒_6|虾虾牛油果寿司_6|火龙果西瓜煎茶_4|刺身天妇罗定食_4|火炙和牛肉_4|火炙娇颜三文鱼_3|日式茶碗蒸_3|油淋鲈鱼刺身_2|牛肉泡菜拉面_2|火炙和牛寿司_2|天妇罗手卷_2|水果寿司_2|海鲜粥_167|铁板玉子烧_104|鳗鱼蒲烧_48|火炙蟹柳_19|芒果布丁小菜_19|鹅肝塔_13|鹅肝冰淇淋_13|秘制年糕_10|文火寿司_10|生米煮成熟饭_9|厚烧玉子_9|海老天妇罗_8|海虾天妇罗_7|牛肉定食_6|烤厚牛舌_5|火炙海鲜饭_4|火炙拼盘寿司_4|金针菇肥牛定食_3|金枪鱼色拉_3|雪蟹色拉_3|美颜乌冬_3|特惠火炙蟹柳饭_2|鹅肝鱼子炒饭_2|八方牛肉粒_2|鲜虾牛油果寿司_2|花水木清酒_2|刺身拼盘_247|牛肉火锅_201|铁板薄切牛舌_157|泡菜牛肉锅_139|温泉玉子牛肉盖饭_46|好运滚滚火球寿司_31|芝士焗年糕_24|火炙蟹柳寿司_17|玄米奶茶_17|绿野仙踪_12|牛油果塔塔色拉_12|三文鱼芒果色拉_10|海盗船_9|中华海藻_9|土豆泥色拉_6|芥味章鱼_6|金枪鱼大腩刺身_5|炙烤拼盘_5|超级牛丼饭_5|金枪鱼大腩寿司_4|二次元火炙拼盘_4|三文鱼芝士_3|三文鱼刺参_3|缘边寿司_3|肥牛炒饭_2|火炙娇颜三文鱼寿司_2|味增蟹汤_2|烧鸟拼盘_2|武士鸡块_2|招牌鹅肝炒饭_160|金枪鱼_141|章鱼小丸子_46|芝士年糕牛肉锅_38|烤秋刀鱼_25|猪排牛肉豆腐定食_17|龙虾色拉寿司_18|鸭胸鹅肝寿司_11|飞鱼籽寿司_12|香煎青花鱼_9|味付螺肉_9|烤煎饺_7|福袋_6|澳洲谷饲牛肉寿喜锅_5|火炙鹅肝_5|紙锅野菜_4|牛油果蟹肉色拉卷_4|鰤鱼寿司_4|满盛寿司_3|海盐寿司_3|章鱼丸子烧_2|鲜北极贝刺身_2|蟹柳饭_2|玉米手握寿司_2|牛舌煮_2|猪排饭定食_2|八次方牛肉_317|三文鱼刺身_1380|牡丹虾_92|花之恋_50|日式海鲜蒸蛋_25|石锅牛肉汤_23|加州卷_14|文火芝士三文鱼寿司_16|鹅肝鸭胸牛油_11|金枪鱼寿司_10|教堂弥撒脆皮蛋筒土豆沙律_8|富贵虾_8|心肝宝贝焦糖鹅肝寿司_6|文火拼盘寿司_5|牛肉饭套餐_4|手握寿司_4|樱花鳗鱼寿司_3|鱼露酱油淋鲷鱼_3|纸烧菌菇_2|焦糖鸡蛋布丁_2|原味花胶和牛锅_2|羊排_2|火炙三文鱼腩_545|三文鱼寿司_1282|芥末章鱼_65|北极贝_63|儿童餐_22|美味滋滋石板炙牛舌_20|前菜四宫格_13|鳕鱼西京烤_11|味噌叉烧拉面_10|鲷鱼寿司_8|鳗鱼牛油果寿司_8|午市定食_6|芝士年糕牛肉寿喜锅_5|火焰滚滚火球寿司（六个）_4|蓝莓土豆泥_4|烤银鳕鱼_3|鳗鱼手卷_3|北海道草莓牛奶_2|牛肉金针菇卷_2|送小菜_2|文火金枪鱼寿司_2|鹅肝寿司_2735|鳗鱼樱花卷_300|超值寿司拼盘_103|海胆胶原鲍鱼海鲜锅_95|铁板豆腐_33|原味海草_24|荔枝优格_18|招牌炒饭定食_17|南瓜布丁_11|土豪卷_12|青虫卷_8|六线鱼一夜干_8|缤纷水果色拉_6|龙虾色拉_6|三文鱼牛油果卷_4|红橙黄绿水果煎茶_4|帝王蟹寿司_3|芝士玉子烧_3|文火芝士虾_2|牛肉干锅_2|摇滚寿司_2|金枪鱼大腹寿司_2|藤原纪香_688|特大鳗鱼寿司_634|日式煎饺_54|入口即化_59|白富美_22|红豆沙年糕_20|鲜虾寿司_13|摩托罗拉_11|和牛寿司_11|榴芒_8|蜜桃优格_8|鹅肝蒸蛋_6|扇贝寿司_6|寿喜烧_4|牛舌野菜烧_4|松露杏鲍菇鹅肝_3|金针牛肉卷_3|软壳蟹蜘蛛侠_2|日式草莓大福_2|美的冒泡刺身拼盘_2|黄油带子_2|甜心摇滚流浪地球寿司_2|串烧_2|蟹籽土豆沙律_418|八爪鱼_64|牛肉卉_116|辣甜螺肉_28|烤青花鱼_23|樱桃馋嘴小年糕_14|有缘相见_17|鸡肉粥_12|烤生蚝寿司_11|新西兰芝士夹心年糕泡菜牛肉锅_10|牛排饭_9|酱汁寿司拼盘_7|鲷鱼刺身_6|鳗鱼牛肉饭定食_6|刺身拼盆_5|蟹肉寿司_4|夏威夷海鲜饭_4|味增拉面_3|西京烧银鳕鱼_3|俏雅梅酒_3|超级至尊豆腐_2|油淋鲷鱼_2|鮟鱇鱼鱼肝寿司_2|鲷鱼抹茶面_2|甜蜜小仙女草莓_2|鳗鱼饭_201|烧生蚝寿司_199|三文鱼焦糖箱寿司_115|和风炒乌冬_46|缘来是你_43|蟹籽寿司_29|夏威夷反鳗鱼寿司_18|秘制鸡翅_18|金枪鱼牛油果色拉_12|海鲜拉面_11|雪蟹天妇罗_10|铁板龙利鱼_9|味噌汤_9|天妇罗面_6|钻石金沙八大金刚黄金鹅肝球_6|泡菜年糕火锅_5|幸福满满_5|伊秀米酒_4|芝士鲜虾寿司_4|烤猪排铁板牛舌定食_4|抹茶布丁_3|火炙玉子寿司_3|夏威夷板烤鳗鱼卷_2|虾虾牛油果卷_2|火炙金枪鱼寿司_2|还显炖蛋_2|文火金枪鱼_2|三文鱼剌身_2|自制冷豆腐_2|二人和牛寿喜锅套餐_2|经典寿司拼盆_2|温泉玉子蟹肉沙拉_2|香油鱼寿司_2|吃货卷_2|鱼头泡菜锅_2|炆火寿司套餐_2|温泉玉子蟹肉色拉_2|赤身拼盘_2|灸烤寿司拼盘_2|寿司套餐_2|,1,1,2010,1
2021,751,鸟炭居酒屋,米岛店,日本菜,上海,浦东新区,浦东南路1271号米岛美食中心一楼,距地铁9号线商城路站3号口步行500m,121.512885,31.228511,100to150,4.4,4.4,4.4,4.6,877,午市套餐_美团充电宝_可电话预订_单人套餐_手机支付_双人套餐,铁板小牛肉_56|豚骨拉面定食_20|黄油烤土豆_8|炸鸡软骨_7|烤牛油果明太子_3|烤三文鱼头_2|辣味烤鸡翅_2|烤青花椒鱼_20|刺身拼盘_28|樱花风味柠檬烧酒_3|烤鳗鱼_4|三文鱼刺身_87|炸猪排定食_41|可尔必思_15|麻辣鲜蛤_6|威士忌_2|特大甜虾刺身_2|青椒挟肉_2|铁板香肠_2|芥末章鱼_109|牛肉寿喜锅_166|综合和风沙拉_10|牛肉咖喱饭定食_12|叉烧炒饭定食_3|香烤鱿鱼肝酱味增_3|芝士年糕大阪烧_2|鸟炭串烤拼盘_60|海鲜大阪烧_36|黄金虾_8|烤生蚝蒜泥培根_4|烤大明虾_3|特色烤香肠。_15|麒麟生啤_15|培根蒜泥烤扇贝_3|烤生蚝_3|M9和牛寿喜锅_2|荔枝酒_2|烤鸡肉京葱串_79|鸡肉串_39|炸鸡块定食_15|烤鸡腿肉_6|豚肉拉面_5|朝日啤酒_2|水果沙拉_2|日式炒乌冬面定食_2|蟹煲_14|炸虾三文鱼卷_15|烤猪大肠_2|牛油果色拉_2|豆腐皮寿司_2|鸟炭色拉_28|烤鸡皮_16|黄鱼一夜干_7|梅酒加冰块_4|烤青椒_2|烤银杏_2|烤牛舌_53|鹅肝握寿司_71|抹茶烤年糕_9|烤杭椒_10|鳗鱼寿司_3|大虾天妇罗_6|,1,1,2018,1
2021,752,酒隐居酒屋,,日本菜,上海,浦东新区,人民东路2517号1-2层,距欧洲城西区步行1.3km,121.770024,31.05105,100to150,4.4,4.3,4.2,4.5,438,投影_日料小酒馆_原木色调装修_团队包场_有榻榻米座位_可自助结账,炸虾天妇罗_48|土豆沙拉_14|鹅肝炒饭_17|烤秋刀鱼_18|三文鱼刺身_95|溏心鹌鹑蛋_56|烤蟹宝_13|加州卷_23|芥末味毛豆_23|香煎鹅肝_122|和牛汉堡_15|甜虾_27|铁板牛舌_63|牛肉乌冬面_18|牛肉寿喜锅套餐_19|芥末章鱼_26|鳗鱼卷_66|烤物_15|烤大虾_14|鹅肝寿司_44|三文鱼火焰寿司_54|澳洲黑椒牛排_14|味增拉面_9|和牛可乐饼_6|香煎带子_5|俏雅梅酒_4|三文鱼泡饭_3|安康鱼肝_2|豆腐皮寿司_2|菊正宗清酒_2|蟹肉薯饼_2|北极贝刺身_8|烤鸡肉串_9|温泉蛋_4|炸鱿鱼须_4|牛奶鸡蛋卷_3|厚切黑椒牛舌_2|金枪鱼寿司_2|花水木清酒_2|麻辣鲜蛤_10|波子汽水原味_6|松竹梅冷酒_5|蟹子沙拉_5|铁板小牛肉_3|烤鸡胗_2|烤玉米_2|金枪鱼手卷_2|烤青花鱼_8|盐烤三文鱼_7|烤软骨_5|脆脆卷_5|夏日之恋卷_3|纳豆_2|墨鱼香肠_2|烤多春鱼_12|香菇_8|焦糖布丁_6|烤五花肉_5|鲜虾寿司_3|有机蔬菜沙拉_3|青梅汽泡酒_2|松露酱炒饭_2|凉拌豆腐_2|玉子寿司_9|中华海草_7|牛油果三文鱼手卷_3|烤鸡皮_3|烤鸡心_2|椒盐鱼排_2|冷荞麦面_6|海胆刺身_6|金枪鱼刺身_3|山椒烤鸡_3|麒麟奶茶_2|鲷鱼寿司_2|日式煎饺_11|豚骨拉面_11|烤鸡中翅_3|北极贝寿司_3|烤阿根廷红虾_2|烤鸡肝_2|烤鸡肉大葱_13|芥末螺肉_6|生蚝刺身_6|咖喱猪排_5|牛排盖饭_3|芝士蟹宝_3|麒麟生啤_2|海螺刺身_2|章鱼小丸子_2|乌龙茶_2|烤鳕鱼_10|韩国泡菜_7|飞鱼籽_5|梅子泡饭_4|鳗鱼饭_3|紫薯蛋挞蛋糕_2|酥炸猪排_2|章鱼香肠_2|炭火鸡盖饭_2|,0,1,2018,1
2021,753,鳥元,白玉兰广场店,日本菜,上海,虹口区,东长治路558号LG2-10（太二隔壁）,距地铁12号线国际客运中心站3号口步行730m,121.493622,31.250804,100to150,4.1,4.1,4.3,4.3,980,团队套餐_可自助结账_团队包场_10人－20人包厢_可自助点餐_有充电宝,香炸鸡块_11|鸡翅串_11|五花肉_4|甜虾刺身_4|烤牛油果_2|三文鱼鱼籽饭_2|鸡皮串_37|鸡心串_35|烤三文鱼_7|青椒肉串_7|掌中宝_3|泡菜猪肉锅_3|竹笼冷荞麦面_2|豪华烤肉串盖浇饭_2|芥末章鱼_68|三文鱼刺身_54|芝士焗蟹宝_9|鸡肉亲子丼_7|年糕培根卷_6|酱烤青椒肉_5|烤鸡肉盖饭_3|南蛮炸鸡塔塔酱_2|猪颈肉串_20|炸豆腐_32|炸猪排_6|葱烧鸡肉串_5|鲍鱼_2|秋葵串_2|M6牛肉_123|玉子烧_19|烤鸡肉沙拉_14|香炸鸡肉柚子醋套餐_4|芦笋肉卷_5|鸡肉丸串拼盘_2|魔法薯条_2|鹅肝寿司_13|乌冬面_16|提拉米苏大福_4|香草冰淇淋_5|牛肉火锅畅吃_2|韩国泡菜_2|杏仁豆腐_10|炭烤烤青花鱼套餐_11|鸡肉亲子盖浇饭_3|烤多春鱼_4|小西红柿肉卷_2|西葫芦明太子串_11|招牌叉烧拉面_11|烧鸟拼盘_4|可儿必思_3|杭椒串_2|自家制鸡肉丸串_147|寿喜锅_365|灼烤牛舌_39|牛肉寿喜火锅_16|烤鳗鱼_7|鸡肉丸串配明太子蛋黄酱_6|鸡腿肉葱串_5|鸟元茶泡饭_3|黄油蘑菇串_3|多葱鸡腿肉串_3|三吃蒲烧鳗鱼饭_62|招牌串烤拼盘_30|温泉蛋土豆色拉_8|烤鸡软骨_6|鸡胗串_3|烤面包鹅肝_5|抹茶布丁_2|M9和牛_2|,1,1,2018,1
2021,754,田野,仙霞路店,日本菜,上海,长宁区,仙霞路345号东方世纪大厦2楼,距地铁2/15号线娄山关路站4号口步行1.1km,121.393341,31.207997,100to150,4.3,4,3.8,3.8,688,有故事_约会相亲_精选餐厅_双人包厢_夏至,刺身牛肝_37|冷豆腐_21|什锦蔬菜乌冬面_3|深海鳕鱼饭_2|汤豆腐_2|秋葵番薯乌东面_1|冰淇淋_28|烤鱼翅_4|加梅干烧酒_3|活赤贝刺身_3|竹筒烤鸡肉丸子配温泉蛋_2|梅子酒_2|あん肝_4|年糕茶碗蒸_3|焼き明太子_2|炸鸡乌冬面_1|咖喱乌冬_216|pizza_4|三文鱼刺身_3|和风煮自制豆腐丸鸡肉丸_3|生蚝_1|金枪鱼刺身_4|五色纳豆_4|温泉鸡蛋山药泥乌冬面_2|芝麻味噌鸡肉沙拉_2|迷你咖喱饭_1|牛肉寿喜炒乌冬面配温泉蛋_6|厚切炭烤叉烧_10|湯葉_2|炸虾天妇罗乌冬面_2|豆腐皮乌冬面_10|盐烤青花鱼_11|五彩饭_2|海鲜乌冬火锅_3|长脚蟹乌冬火锅_10|寿司饭_14|猪排乌冬面_2|寿喜锅温泉蛋乌冬面_2|温泉蛋配肉丸_23|牛油果拌蟹肉沙拉_3|秋葵山药纳豆拌乌冬面_2|夏季限定之明太子_2|鳕白子_2|竹筒烤鸡绞肉_2|烟熏三文鱼生火腿野菜_4|炸鸡块盖饭_31|铁板牛肉_2|牛蒡天妇罗_3|芥末章鱼_2|铁板牛里脊_2|,1,0,2007,1
2021,755,阿久寿喜烧,,日本菜,上海,长宁区,武夷路351号D1,距地铁2/3/4号线中山公园站5号口步行840m,121.41889,31.21512,100to150,4.1,3.7,3.4,3.5,6195,饮料畅饮_羊肉好吃_座位宽敞_复古主题餐厅,年糕_255|蛋卷_69|芥末番茄_9|寿喜锅（甜味）_7|腐竹_6|茼蒿菜_4|萝卜色拉_3|杨梅汁_2|魔芋片_2|牛舌_1388|墨鱼丸_651|蔬菜拼盘_289|冰淇淋_48|蓬蒿菜_11|魔芋糕_9|鲜竹笋_8|糟毛豆_4|西兰花_4|拉面_3|香菇_3|樱桃汁_2|蘑菇_2|金针菇_590|冷拌猪肉_50|炸豆腐_154|凉拌海带丝_9|菌菇拼盘_8|小食_4|生啤_3|清酒_3|饺子_2|奶香牛肉_2700|澳洲肥牛_2450|生牛肉刺身_17|牛肉生菜卷_27|泡菜锅底_5|玉子烧_6|白萝卜_2|火锅泡饭_2|乌冬面_441|可尔必思_129|牛肉生菜包_12|蟹肉棒_9|甜锅_4|鸡蛋蘸酱_7|香肠_2|番茄汤锅底_3|魔芋块_2|芥末章鱼_33|烤豆腐_34|生鸡蛋沾料_5|韩国泡菜_4|西瓜汁_2|鸭肉_2|鸡肉_22|蔬菜刺身_33|炒牛蒡_5|鳗鱼饭_6|梅酒_2|糖鸡蛋_2|寿喜烧_2302|章鱼丸_22|土豆色拉_21|芝麻酱_4|日本豆腐_5|杏鲍菇_2|日本醋蘸料_2|魔芋丝_1098|玉米_119|羊肉_64|山药_7|啤酒_6|粉丝_3|牛肉饭套餐_3|烤麸_2|桃子汽酒_2|寿喜锅自助餐_359|SUKIYAKI_83|配料鸡蛋_11|大白菜_8|辣番茄锅_6|豆浆锅_3|豆乳锅_2|黑木耳_3|,1,0,2008,1
2021,756,星伦多海鲜自助餐厅,莘庄龙之梦购物中心店,日本菜,上海,闵行区,莘松路凯德龙之梦购物中心,距地铁1/5号线莘庄站北2口步行750m,121.374193,31.109599,100to150,4.2,4,4.2,4.2,13960,口味清淡_团队聚餐_圣诞,小龙虾_518|牛肉片_178|现榨果汁_122|总统冰淇淋_45|西瓜切盒_46|卤菜_26|冷饮哈根达斯_22|银耳红枣羹_13|奶昔_11|奶油布丁_10|水果盘_8|芒果布丁_8|象拔蚌_6|东星斑_6|冰糖雪梨_6|酱油凤爪_4|曲奇_4|鱼肉_3|蒸海蟹_3|炒面_2|长脚蟹_2|烤鸭卷_583|烧烤_378|火锅_362|小蛋糕_92|甜点_90|富贵虾_54|北极贝_41|冰淇淋球_21|濑尿虾_18|鸡蛋布丁_9|薯条披萨_8|炒蟹_6|榴莲冰淇淋_6|香蕉沙拉_5|圆筒冰淇淋_5|海星_3|蒸蛋_2|波士顿龙虾_2|小布丁_178|烤羊肉串_202|毛蟹_62|北京烤鸭_61|重乳酪蛋糕_28|菲力牛排_27|养生汤_23|铁板猪排_18|寿司h_12|菌菇_11|蔬菜色拉_7|蟹腿甜虾_6|水煮酸菜鱼_5|麻辣烫_5|玉米段_3|黑啤_3|哈根达斯冰激凌_2308|小梭子蟹_479|小小大闸蟹_123|片皮烤鸭_101|烤菠萝_34|蒜香扇贝_38|台式烤肠_15|薯条鸡米花_17|日本清酒_11|火龙果汁_9|醋拌海蜇头_7|仙草奶茶_6|酸汤肥牛_5|木瓜沙拉_5|蓝莓蛋糕_3|贝塞斯_2|三文鱼刺身_959|蛋挞_782|车厘子_99|水果沙拉_94|美式咖啡_43|大骨棒_34|花甲_25|烤肉肠_17|柳橙汁_13|哈根达斯大螃蟹_11|酱鸭_10|巧克力冰激凌_8|夏日特饮草莓起泡酒_8|银耳汤_6|柠檬汁_6|樱桃_5|烤面包_5|豆浆_4|菠菜面_3|辣子鸡_3|提子_2|香煎龙利鱼_410|凤梨切盒_265|懒尿虾_132|青口贝_80|香辣鲍鱼_39|碳烧生蚝_49|活虾_15|避风塘虾_15|玉米汁_10|红提_10|牡丹虾_6|广式叉烧炒饭_6|田螺_5|雪糕_4|沙拉酱_3|荔枝_2|甜辣酱_2|包片皮鸭_1496|烤生蚝_1119|烤鲳鳊鱼_104|帝王蟹脚_105|肥羊_28|烤羊排羊腿_38|小饼_15|炒青菜_15|涮羊肉涮牛肉_11|贝赛斯冰淇淋_11|炖蛋_7|铁板烧_7|糯米莲藕_5|海鲜刺身_5|糖醋排骨_3|水晶蒸饺_2|冰山蚌_123|烤猪排_163|猪蹄_28|寿司沙拉_48|海鲜大咖_22|香煎三文鱼_22|小黄鱼_12|肥牛卷_12|秘制酱料_8|冷菜_8|菠萝沙拉_7|小青龙_6|半熟芝士_4|瑶柱_4|馒头瓦罐汤_2|酸奶沙冰_2|牛排羊排_361|多伦多海鲜_140|自助餐_66|软冰淇淋_40|提拉米苏_32|哈密瓜_26|水果饭_21|老母鸡汤_14|白灼虾_12|肘子_11|小海螺_8|活螃蟹_8|红酒_7|薯条果汁_6|赤坂亭寿司_4|包皮烤鸭_4|果汁水果冰淇淋_3|油爆虾_2|生鱼片_845|烤阿根廷大虾_627|红心火龙果_200|原味酸奶_139|招牌香辣八爪鱼_55|阿根廷红虾_54|雪蟹脚_27|鸡尾酒葡萄_27|虾子_25|生蚝刺身_20|小馄饨_14|金枪鱼_13|香烤鸡腿_10|铁板鲳鱼_8|凉菜_7|粉丝_6|脆皮鸭_6|日式料理_5|烤麸_4|胡萝卜_4|猪脚_3|蜜汁叉烧_2|牛肚_2|,1,1,2015,1
2021,757,角屋北海道烧肉专门店,仲盛世界商城店,日本菜,上海,闵行区,都市路5001号仲盛世界商城4楼429A,距地铁1/5号线莘庄站南口步行270m,121.381862,31.10953,100to150,4.3,4.4,4.5,4.5,3327,羊肉好吃_庭院餐厅_高清电视_原木色调装修_精选餐厅,和风鸡腿肉_58|原味牛肋条_57|阶梯烧肉拼盘（12层）_248|牛肉寿喜锅_81|烟熏鸡肉色拉_50|黄桃汁_184|招牌松板肉_228|黑毛猪五花_99|香烤肥牛石锅饭_59|蘸酱_42|招牌牛五花_477|招牌北海道成吉思汗羊排_439|盐烤薄切牛舌_203|北海道式厚切牛舌_288|酱烤牛舌石锅饭_73|角屋双拼_35|炭火鸡腿肉_25|米饭_11|调味牛上脑_11|脆烤鸡胗_9|横膈膜_7|鲜切羊颈肉_4|现烤活杀鳗鱼_3|炭火鸡胗_2|金枪鱼拌饭_14|日式猪排饭定食_14|双味酱料_8|猪颈肉_7|番茄_4|牛五花拼松板肉_4|芥末章鱼_94|蔬菜菌菇拼盘_29|烤肉佐料_12|香菇_10|猪排盖饭_6|芒果酵素果汁_6|墨鱼烤肠_44|番茄牛舌汤_22|泡椒鱼皮_11|亲子盖饭_12|唐扬鸡块_7|猪油_5|羊肩肉_6|茄香芝士培根饭_2|河风鸡腿肉_2|麻辣牛肉锅_2|雪花牛小排_34|瓦罐牛隔膜_15|浇汁鳗鱼饭_12|一圈入魂烧肉套餐_11|秘制香煎牛舌尖_6|招牌牛五花肉_6|海带辣白菜_2|炭火鸡软骨_2|角屋双拼烤肉饭_30|爽口泡白菜_14|乌冬面_9|抹茶冰淇淋_7|生啤_3|鲜切羊肉双拼_5|中华海草_19|烤鳗鱼_17|酱烧鸡腿串_9|爽口泡菜_9|酱烤鸡皮盐烤鸡脆骨_8|北极贝色拉_6|瓦罐鲜切羊肋条_5|黑胡椒酱_4|热气羊肉_3|海鲜面_3|炭火鸡皮_2|雪花翼板肉_2|烤串_42|烤金针菇_12|天妇罗炸虾_9|羊菲力_5|鲜切羊五花_5|可尔必思_2|双味冰淇淋_2|牛肉三拼_26|蘸料_20|烤羊排_11|牛肉丼饭_10|肥牛卷_5|鸡肉蔬菜沙拉_5|深水炸弹_2|鲜切羊西冷_2|花边生菜_30|香草冰淇淋_12|鲜切羊腿肉_10|烤杏鲍菇_8|芥末螺肉_6|带骨香肠_3|北海道厚切牛舌_2|,1,1,2017,0
2021,758,黑牛炭火烧肉屋,俞泾港路店,日本菜,上海,静安区,俞泾港路8号,距地铁8号线西藏北路站1号口步行390m,121.462395,31.268249,100to150,3.7,4.1,4,4,364,文艺餐厅_4-6人套餐_约会相亲_精选餐厅_双人包厢,雪花肥牛_31|烤秋刀鱼定食_17|土豆色拉_7|盐烤三文鱼_6|鸡肉_4|椰奶_2|黄金竹_2|黑牛套餐_62|猪颈肉_22|牛肉片盖浇饭定食_7|自制泡菜_5|金枪鱼沙拉_4|龙虾色拉_3|牛尾拉面_3|烤阿根廷红虾_2|章鱼刺身_2|黑牛拼盘_101|五花肉_50|小菜_6|传统石锅丼饭_6|纳豆_4|蒸蛋_3|骨付小排_2|芭乐汁_2|生菜_7|牛里脊_7|牛油果色拉_4|海鲜石锅拌饭定食_4|特等横膈膜_3|开片鱼_3|迷你小拼盘_2|烤大虾_2|烤肉拼盘_15|上等牛舌_64|鳗鱼饭定食_4|牛仔骨_6|贵妃梅果_2|黑牛炭火烧肉_2|牛腹肉_23|牛排炒饭_7|北极贝刺身_5|生拌牛肉_4|牛肉咖喱饭定食_2|培根_2|内群肉_2|芥末章鱼_9|芥末海螺_24|上等眼肉_4|雪花牛排定食_5|日式煎饺_3|盐水毛豆_3|豆腐色拉_2|朝日生啤_29|三文鱼刺身_44|烤鸡中翅_4|刺身拼盘_5|波子汽水_3|味噌汤_2|日式冷豆腐_2|烤青花鱼_13|中华海草_28|牛肉乌冬_7|骨付香肠_4|寿喜锅_4|仙草蜜_2|传统石锅拌饭_3|甜虾刺身_8|有机蔬菜色拉_7|雪龙精选牛排_6|蔬菜拼盘_4|西京烤银鳕鱼_3|护心肉_2|日式炒面_2|可乐健怡_2|,1,1,2017,1
