5.997106000E-1	2.641576721E-3
6.330463754E-1	-2.418013653E-2
6.663821509E-1	-5.596883371E-2
6.997179263E-1	-8.775753090E-2
7.330537017E-1	-1.463679413E-1
7.663894772E-1	-2.059717486E-1
7.997252526E-1	-2.794831108E-1
8.330610280E-1	-3.589548538E-1
8.663968035E-1	-4.553143421E-1
8.997325789E-1	-5.533957182E-1
9.330683543E-1	-6.593028534E-1
9.664041298E-1	-7.861154722E-1
9.997399052E-1	-9.192306416E-1
1.033075681E0	-1.060292985E0
1.066411456E0	-1.217249678E0
1.099747231E0	-1.383146941E0
1.133083007E0	-1.257978946E0
1.166418782E0	-1.125857173E0
1.199754558E0	-1.008636352E0
1.233090333E0	-9.063164834E-1
1.266426109E0	-8.109503918E-1
1.299761884E0	-7.324720457E-1
1.333097660E0	-6.619408738E-1
1.366433435E0	-6.063106537E-1
1.399769210E0	-5.586276079E-1
1.433104986E0	-5.278323075E-1
1.466440761E0	-5.039907847E-1
1.499776537E0	-4.890898329E-1
1.533112312E0	-4.876218132E-1
1.566448088E0	-4.920810610E-1
1.599783863E0	-5.099180522E-1
1.633119638E0	-5.411327868E-1
1.666455414E0	-5.768067691E-1
1.699791189E0	-6.314325547E-1
1.733126965E0	-6.860583402E-1
1.766462740E0	-7.618655528E-1
1.799798516E0	-8.399023893E-1
1.833134291E0	-9.335465931E-1
1.866470066E0	-1.041080065E0
1.899805842E0	-1.158488166E0
1.933141617E0	-1.288717680E0
1.966477393E0	-1.380128782E0
1.999813168E0	-1.261169129E0
2.033148944E0	-1.165147999E0
2.066484719E0	-1.073727209E0
2.099820494E0	-1.004466721E0
2.133156270E0	-9.443607908E-1
2.166492045E0	-8.980291366E-1
2.199827821E0	-8.569310930E-1
2.233163596E0	-8.316281808E-1
2.266499372E0	-8.203824421E-1
2.299835147E0	-8.189767247E-1
2.333170922E0	-8.231938768E-1
2.366506698E0	-8.428739196E-1
2.399842473E0	-8.752054185E-1
2.433178249E0	-9.187826562E-1
2.466514024E0	-9.707941980E-1
2.499849800E0	-1.039674348E0
2.533185575E0	-1.115583084E0
2.566521350E0	-1.212577581E0
2.599857126E0	-1.307286752E0
2.633192901E0	-1.384557018E0
2.666528677E0	-1.289940365E0
2.699864452E0	-1.206362322E0
2.733200228E0	-1.140130665E0
2.766536003E0	-1.078629841E0
2.799871778E0	-1.036052347E0
2.833207554E0	-1.002936519E0
2.866543329E0	-9.824362441E-1
2.899879105E0	-9.761284672E-1
2.933214880E0	-9.745515230E-1
2.966550656E0	-9.918979094E-1
2.999886431E0	-1.015552073E0
3.033222207E0	-1.056552622E0
3.066557982E0	-1.102660523E0
3.099893757E0	-1.171811778E0
3.133229533E0	-1.242097646E0
3.166565308E0	-1.323629252E0
3.199901084E0	-1.389697967E0
3.233236859E0	-1.306760643E0
3.266572635E0	-1.240691928E0
3.299908410E0	-1.184285103E0
3.333244185E0	-1.140130665E0
3.366579961E0	-1.108591781E0
3.399915736E0	-1.094399283E0
3.433251512E0	-1.088091506E0
3.466587287E0	-1.091245395E0
3.499923063E0	-1.108591781E0
3.533258838E0	-1.140130665E0
3.566594613E0	-1.177977326E0
3.599930389E0	-1.231593430E0
3.633266164E0	-1.296248142E0
3.666601940E0	-1.370364520E0
