"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.910156250E4,3.589008869E-2
1.912500000E4,1.205301247E-2
1.914843750E4,3.030520454E-2
1.917187500E4,5.971720722E-2
1.919531250E4,5.544026379E-2
1.921875000E4,2.599807572E-2
1.924218750E4,3.440208894E-2
1.926562500E4,1.758082530E-2
1.928906250E4,2.865379621E-3
1.931250000E4,2.215623728E-2
1.933593750E4,2.037295714E-2
1.935937500E4,2.303414795E-2
1.938281250E4,1.257931582E-2
1.940625000E4,4.300149038E-3
1.942968750E4,6.491596861E-3
1.945312500E4,2.330525538E-2
1.947656250E4,1.819980148E-2
1.950000000E4,1.773393359E-2
1.952343750E4,1.318707187E-2
1.954687500E4,5.966377942E-2
1.957031250E4,3.529194161E-2
1.959375000E4,1.104646226E-1
1.961718750E4,5.711487667E-2
1.964062500E4,3.501890939E-2
1.966406250E4,1.662497422E-1
1.968750000E4,1.401262708E-2
1.971093750E4,3.218066302E-2
1.973437500E4,9.757491502E-3
1.975781250E4,3.108805050E-2
1.978125000E4,1.207843301E-2
1.980468750E4,1.115974302E-2
1.982812500E4,4.364606517E-2
1.985156250E4,2.232481383E-2
1.987500000E4,1.159580819E-2
1.989843750E4,1.960290281E-2
1.992187500E4,3.320225444E-2
1.994531250E4,3.558305060E-2
1.996875000E4,2.934599962E-2
1.999218750E4,4.957628694E-2
2.001562500E4,2.150506823E-2
2.003906250E4,3.304387630E-2
2.006250000E4,2.124939053E-2
2.008593750E4,2.741372674E-2
2.010937500E4,3.697077445E-2
2.013281250E4,7.048616640E-2
2.015625000E4,3.234752064E-2
2.017968750E4,4.995720408E-2
2.020312500E4,9.374240468E-3
2.022656250E4,4.799574345E-2
2.025000000E4,2.692241716E-2
2.027343750E4,4.263934280E-2
2.029687500E4,2.143133404E-2
2.032031250E4,2.227998018E-2
2.034375000E4,1.541693235E-2
2.036718750E4,2.831606927E-2
2.039062500E4,2.749155463E-2
2.041406250E4,2.435434364E-2
2.043750000E4,3.123003244E-2
2.046093750E4,2.760383975E-2
2.048437500E4,3.536969211E-2
2.050781250E4,1.514183568E-2
2.053125000E4,1.609958245E-2
2.055468750E4,4.211120904E-2
2.057812500E4,2.691661964E-2
2.060156250E4,5.448566052E-2
2.062500000E4,2.018091235E-2
2.064843750E4,2.518407523E-2
2.067187500E4,4.688645055E-2
2.069531250E4,6.886959992E-2
2.071875000E4,4.548596022E-2
2.074218750E4,1.842014893E-2
2.076562500E4,1.096644886E-2
2.078906250E4,2.283419142E-2
2.081250000E4,4.028571317E-2
2.083593750E4,1.801754992E-2
2.085937500E4,1.308637628E-2
2.088281250E4,6.330678132E-3
2.090625000E4,3.118828125E-2
2.092968750E4,3.809207969E-2
2.095312500E4,1.004924364E-2
2.097656250E4,2.348135374E-2
2.100000000E4,4.546754978E-2
2.102343750E4,3.808369040E-2
2.104687500E4,7.130965854E-3
2.107031250E4,2.236964727E-2
2.109375000E4,2.709275540E-2
2.111718750E4,1.873199722E-2
2.114062500E4,2.460680940E-2
2.116406250E4,5.188901973E-2
2.118750000E4,6.727418304E-2
2.121093750E4,2.837197764E-2
2.123437500E4,2.991424508E-2
2.125781250E4,4.184945383E-2
2.128125000E4,3.449643656E-2
2.130468750E4,2.065553116E-2
2.132812500E4,2.728320633E-2
2.135156250E4,2.482508631E-2
2.137500000E4,4.600314002E-2
2.139843750E4,1.406040304E-2
2.142187500E4,8.272546891E-3
2.144531250E4,7.391603783E-2
2.146875000E4,3.113917777E-2
2.149218750E4,4.010947415E-2
2.151562500E4,2.550953924E-2
2.153906250E4,2.879980880E-2
2.156250000E4,6.737907888E-2
2.158593750E4,3.748922122E-2
2.160937500E4,2.586354704E-2
2.163281250E4,2.498221522E-2
2.165625000E4,5.464042770E-2
2.167968750E4,2.154515573E-2
2.170312500E4,1.391072461E-2
2.172656250E4,1.649703034E-2
2.175000000E4,1.540623019E-2
2.177343750E4,4.479152431E-2
2.179687500E4,1.901422528E-2
2.182031250E4,2.551198900E-2
2.184375000E4,2.897119205E-2
2.186718750E4,2.250235259E-2
2.189062500E4,1.454041021E-2
2.191406250E4,2.706246573E-2
2.193750000E4,4.703086286E-3
2.196093750E4,3.313807423E-2
2.198437500E4,4.413490241E-2
2.200781250E4,2.366518897E-2
2.203125000E4,4.585686583E-2
2.205468750E4,2.036475022E-2
2.207812500E4,2.038645262E-2
2.210156250E4,5.670540034E-2
2.212500000E4,2.030976300E-2
2.214843750E4,6.236518842E-2
2.217187500E4,1.551669482E-2
2.219531250E4,1.195031964E-2
2.221875000E4,9.182133426E-3
2.224218750E4,3.053978809E-2
2.226562500E4,4.248711340E-3
2.228906250E4,3.979516977E-2
2.231250000E4,5.210829424E-3
2.233593750E4,6.873005490E-2
2.235937500E4,1.848604983E-2
2.238281250E4,2.911246940E-2
2.240625000E4,1.358928428E-2
2.242968750E4,3.846419795E-2
2.245312500E4,6.268279767E-2
2.247656250E4,2.343243370E-2
2.250000000E4,1.606943886E-2
2.252343750E4,2.012308153E-2
2.254687500E4,3.082740167E-2
2.257031250E4,4.464638683E-2
2.259375000E4,1.929682873E-2
2.261718750E4,1.161299029E-2
2.264062500E4,8.610102415E-3
2.266406250E4,7.525722626E-3
2.268750000E4,6.467111271E-3
2.271093750E4,5.251473088E-3
2.273437500E4,5.124970215E-3
2.275781250E4,4.466843266E-3
2.278125000E4,4.021973197E-3
2.280468750E4,3.688460818E-3
2.282812500E4,3.373334555E-3
2.285156250E4,3.062519588E-3
2.287500000E4,3.208524681E-3
2.289843750E4,3.151507062E-3
2.292187500E4,3.264330886E-3
2.294531250E4,3.085502371E-3
2.296875000E4,2.654922969E-3
2.299218750E4,2.732383710E-3
2.301562500E4,2.063041967E-3
2.303906250E4,2.560812082E-3
2.306250000E4,1.978424319E-3
2.308593750E4,2.487227612E-3
2.310937500E4,2.574409832E-3
2.313281250E4,2.537472922E-3
2.315625000E4,2.408984063E-3
2.317968750E4,2.510987214E-3
2.320312500E4,2.630677373E-3
2.322656250E4,3.088936685E-3
2.325000000E4,2.705465675E-3
2.327343750E4,1.963503343E-3
2.329687500E4,2.779646981E-3
2.332031250E4,2.778534688E-3
2.334375000E4,2.631404265E-3
2.336718750E4,2.860410646E-3
2.339062500E4,2.473235801E-3
2.341406250E4,1.958545643E-3
2.343750000E4,2.524008427E-3
2.346093750E4,2.410492449E-3
2.348437500E4,2.404559621E-3
2.350781250E4,1.956975981E-3
2.353125000E4,2.295186407E-3
2.355468750E4,2.388211695E-3
2.357812500E4,2.079703208E-3
2.360156250E4,1.973451323E-3
2.362500000E4,2.891647898E-3
2.364843750E4,2.281963709E-3
2.367187500E4,2.423607620E-3
2.369531250E4,2.109468151E-3
2.371875000E4,2.449634174E-3
2.374218750E4,2.854076698E-3
2.376562500E4,2.335711731E-3
2.378906250E4,2.602009071E-3
2.381250000E4,2.654606147E-3
2.383593750E4,2.055730752E-3
2.385937500E4,2.310880080E-3
2.388281250E4,2.486499140E-3
2.390625000E4,2.333610875E-3
2.392968750E4,2.147571024E-3
2.395312500E4,2.667444447E-3
2.397656250E4,2.260447293E-3
