3.08 10.01 0.65 0.15 7.45 4.13 17.55 6.15 6.49 0.3
4.16 4 15.36 2.54 8.35 1.6 6.42 0.43 10.33 8.4
0.81 3.26 12.11 12.65 2.25 5.17 6.65 0.72 0.49 12.75
0.63 2.29 0.75 14.27 9.32 11.18 0.41 2.14 1.96 0.14
0.92 0.84 1.86 8.39 8.28 0.36 3.41 6.08 0.88 3.02
