3.200103820E0	-1.389697967E0
2.633418768E0	-1.384557018E0
1.100035688E0	-1.383146941E0
1.966730472E0	-1.380128782E0
3.666785627E0	-1.370364520E0
3.166769405E0	-1.323629252E0
2.600084353E0	-1.307286752E0
3.233438234E0	-1.306760643E0
3.633451212E0	-1.296248142E0
2.666753183E0	-1.289940365E0
1.933396058E0	-1.288717680E0
2.000064887E0	-1.261169129E0
1.133370103E0	-1.257978946E0
3.133434990E0	-1.242097646E0
3.266772649E0	-1.240691928E0
3.600116797E0	-1.231593430E0
1.066701273E0	-1.217249678E0
2.566749939E0	-1.212577581E0
2.700087598E0	-1.206362322E0
3.300107064E0	-1.184285103E0
3.566782382E0	-1.177977326E0
3.100100575E0	-1.171811778E0
2.033399302E0	-1.165147999E0
1.900061643E0	-1.158488166E0
2.733422013E0	-1.140130665E0
3.333441479E0	-1.140130665E0
3.533447967E0	-1.140130665E0
1.166704518E0	-1.125857173E0
2.533415524E0	-1.115583084E0
3.366775894E0	-1.108591781E0
3.500113553E0	-1.108591781E0
3.066766160E0	-1.102660523E0
3.400110308E0	-1.094399283E0
3.466779138E0	-1.091245395E0
3.433444723E0	-1.088091506E0
2.766756427E0	-1.078629841E0
2.066733717E0	-1.073727209E0
1.033366858E0	-1.060292985E0
3.033431746E0	-1.056552622E0
1.866727228E0	-1.041080065E0
2.500081109E0	-1.039674348E0
2.800090842E0	-1.036052347E0
3.000097331E0	-1.015552073E0
1.200038932E0	-1.008636352E0
2.100068132E0	-1.004466721E0
2.833425257E0	-1.002936519E0
2.966762916E0	-9.918979094E-1
2.866759672E0	-9.824362441E-1
2.900094087E0	-9.761284672E-1
2.933428501E0	-9.745515230E-1
2.466746694E0	-9.707941980E-1
2.133402546E0	-9.443607908E-1
1.833392813E0	-9.335465931E-1
1.000032444E0	-9.192306416E-1
2.433412279E0	-9.187826562E-1
1.233373347E0	-9.063164834E-1
2.166736961E0	-8.980291366E-1
2.400077865E0	-8.752054185E-1
2.200071376E0	-8.569310930E-1
2.366743450E0	-8.428739196E-1
1.800058399E0	-8.399023893E-1
2.233405791E0	-8.316281808E-1
2.333409035E0	-8.231938768E-1
2.266740206E0	-8.203824421E-1
2.300074620E0	-8.189767247E-1
1.266707762E0	-8.109503918E-1
9.666980288E-1	-7.861154722E-1
1.766723984E0	-7.618655528E-1
1.300042177E0	-7.324720457E-1
1.733389569E0	-6.860583402E-1
1.333376592E0	-6.619408738E-1
9.333636141E-1	-6.593028534E-1
1.700055154E0	-6.314325547E-1
1.366711006E0	-6.063106537E-1
1.666720739E0	-5.768067691E-1
1.400045421E0	-5.586276079E-1
9.000291993E-1	-5.533957182E-1
1.633386325E0	-5.411327868E-1
1.433379836E0	-5.278323075E-1
1.600051910E0	-5.099180522E-1
1.466714251E0	-5.039907847E-1
1.566717495E0	-4.920810610E-1
1.500048665E0	-4.890898329E-1
1.533383080E0	-4.876218132E-1
8.666947845E-1	-4.553143421E-1
8.333603697E-1	-3.589548538E-1
8.000259549E-1	-2.794831108E-1
7.666915401E-1	-2.059717486E-1
7.333571253E-1	-1.463679413E-1
7.000227105E-1	-8.775753090E-2
6.666882958E-1	-5.596883371E-2
6.333538810E-1	-2.418013653E-2
6.000194662E-1	2.641576721E-3
