"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.365102003E1,1.952547282E-1,3.024315536E-1,-1.544094086E-2,3.603160781E-1
1.367084197E1,1.993838251E-1,3.063473701E-1,-2.420139313E-2,3.663172509E-1
1.369066318E1,1.838253140E-1,3.087453246E-1,-1.375865936E-2,3.595896582E-1
1.371048618E1,1.979893446E-1,3.230954409E-1,-1.665878296E-2,3.792993007E-1
1.373030828E1,1.855426878E-1,3.023611903E-1,-1.325321198E-2,3.549986282E-1
1.375012969E1,1.999463141E-1,3.151082397E-1,-1.530647278E-2,3.735050459E-1
1.376995123E1,1.966888011E-1,2.999298871E-1,-4.983901978E-3,3.587049775E-1
1.378975258E1,1.926012337E-1,3.057494164E-1,-9.387969971E-3,3.614776270E-1
1.380959572E1,1.815108359E-1,3.023024201E-1,-2.874851227E-2,3.537787638E-1
1.382941778E1,1.940664947E-1,3.108474612E-1,-2.560138702E-2,3.673464026E-1
1.384923980E1,1.782471538E-1,2.950632572E-1,-1.831531525E-2,3.452098266E-1
1.386906182E1,1.836047471E-1,2.937122285E-1,-2.294540405E-3,3.463853941E-1
1.388888381E1,1.904589534E-1,2.932535112E-1,-2.447319031E-2,3.505298444E-1
1.390870599E1,1.910613477E-1,3.074349165E-1,-3.364086151E-2,3.635276799E-1
1.392852822E1,1.999122202E-1,2.940597534E-1,-2.323722839E-2,3.563369237E-1
1.394835077E1,1.776393801E-1,2.833712101E-1,-6.937026978E-3,3.345192288E-1
1.396817185E1,1.732881367E-1,3.020898104E-1,-6.124496460E-3,3.483167256E-1
1.398796568E1,1.967809498E-1,2.945788503E-1,-2.200698853E-2,3.549418949E-1
1.400781659E1,1.869423985E-1,2.950336337E-1,-1.982593536E-2,3.498362090E-1
1.402761774E1,1.868201345E-1,2.922979593E-1,-8.284568787E-3,3.469992706E-1
1.404746116E1,1.873003542E-1,2.845159769E-1,-1.775741577E-2,3.410954260E-1
1.406728294E1,1.775944978E-1,2.907524705E-1,-1.549434662E-2,3.410526052E-1
1.408710565E1,1.913054436E-1,2.858976424E-1,-7.795333862E-3,3.440872010E-1
1.410692702E1,1.654084176E-1,2.856419683E-1,-1.922512054E-2,3.306370879E-1
1.412675027E1,1.701369882E-1,2.844917476E-1,-2.315044403E-2,3.322921791E-1
1.414657204E1,1.894681156E-1,2.916465402E-1,-2.059745789E-2,3.483965076E-1
1.416639313E1,1.779249460E-1,2.899670303E-1,-1.816368103E-2,3.406876639E-1
1.418621625E1,1.750536263E-1,2.801195979E-1,-8.743286133E-3,3.304348745E-1
1.420603803E1,1.683449894E-1,2.853494287E-1,-1.460647583E-2,3.316288302E-1
1.422585956E1,1.712113768E-1,2.943553329E-1,-1.657390594E-2,3.409297462E-1
1.424566087E1,1.877436340E-1,2.774928510E-1,-1.745414734E-2,3.354915822E-1
1.426548322E1,1.706378013E-1,2.873992026E-1,-2.189826965E-2,3.349553628E-1
1.428530553E1,1.694828123E-1,2.817258239E-1,-2.000999451E-2,3.293846739E-1
1.430512204E1,1.698970795E-1,2.881086469E-1,-2.258777618E-2,3.352339745E-1
1.432495541E1,1.853315234E-1,2.844075561E-1,-1.784801483E-2,3.399323214E-1
1.434477768E1,1.749366969E-1,2.787957191E-1,-9.343147278E-3,3.292676652E-1
1.436459191E1,1.606246978E-1,2.931852341E-1,-1.999282837E-2,3.348993703E-1
1.438441897E1,1.806707233E-1,2.817590535E-1,-2.699279785E-2,3.357956009E-1
1.440424393E1,1.806500852E-1,2.765467167E-1,-1.518344879E-2,3.306706472E-1
1.442407004E1,1.679747403E-1,2.774835825E-1,-3.048896790E-3,3.243793269E-1
1.444390215E1,1.748760194E-1,2.859566212E-1,-1.311206818E-2,3.354470713E-1
1.446371365E1,1.733916700E-1,2.820536494E-1,-2.265834808E-2,3.318619187E-1
1.448352794E1,1.775779426E-1,2.757089436E-1,-1.523590088E-2,3.283008985E-1
1.450335829E1,1.590832174E-1,2.941550612E-1,-2.668476105E-2,3.354798751E-1
1.452318943E1,1.733940095E-1,2.880262136E-1,-1.534557343E-2,3.365413331E-1
1.454301281E1,1.672049165E-1,2.718549967E-1,-2.288150787E-2,3.199784160E-1
1.456283528E1,1.672413647E-1,2.763231099E-1,-2.342128754E-2,3.238405346E-1
1.458264703E1,1.610475481E-1,2.701523900E-1,-2.964019775E-2,3.159068975E-1
1.460247145E1,1.688054353E-1,2.689687014E-1,-1.912021637E-2,3.181273644E-1
1.462230151E1,1.672578454E-1,2.656370401E-1,-2.139663696E-2,3.146363616E-1
1.464212392E1,1.747522354E-1,2.815148830E-1,-1.874065399E-2,3.318737490E-1
1.466194553E1,1.649491042E-1,2.755207717E-1,-2.324199677E-2,3.219628753E-1
1.468176766E1,1.685667038E-1,2.653283477E-1,-1.105880737E-2,3.145411943E-1
1.470157938E1,1.642290205E-1,2.588070035E-1,-1.442909241E-2,3.068557233E-1
1.472141139E1,1.557878405E-1,2.670592368E-1,-2.211475372E-2,3.099670136E-1
1.474123415E1,1.682281047E-1,2.634420097E-1,-1.873016357E-2,3.131344866E-1
1.476105601E1,1.618814468E-1,2.780562639E-1,-1.644420624E-2,3.221665728E-1
1.478087823E1,1.712421775E-1,2.616430521E-1,-1.197052002E-2,3.129285276E-1
1.480070003E1,1.743192226E-1,2.554165721E-1,-5.274772644E-3,3.092776097E-1
1.482052177E1,1.615532488E-1,2.565494478E-1,-1.626300812E-2,3.036141577E-1
1.484034397E1,1.654611826E-1,2.805246711E-1,-1.970386505E-2,3.262816825E-1
1.486016612E1,1.495129466E-1,2.684084177E-1,-2.000236511E-2,3.078916928E-1
1.487998810E1,1.650616825E-1,2.703880668E-1,-9.696006775E-3,3.169370256E-1
1.489981030E1,1.578597873E-1,2.651530504E-1,-1.616096497E-2,3.090097562E-1
1.491963228E1,1.697919369E-1,2.653433383E-1,-2.107048035E-2,3.157219570E-1
1.493945445E1,1.586440057E-1,2.470067739E-1,-1.885318756E-2,2.941695253E-1
1.495927688E1,1.630737782E-1,2.634758055E-1,-2.023506165E-2,3.105189446E-1
1.497908893E1,1.593810320E-1,2.483634651E-1,-1.946163177E-2,2.957456327E-1
1.499892094E1,1.622648090E-1,2.480324805E-1,-1.057052612E-2,2.965834042E-1
1.501873794E1,1.586217582E-1,2.538138032E-1,-1.090431213E-2,2.995016075E-1
1.503856499E1,1.546624154E-1,2.598179877E-1,-1.072502136E-2,3.025572269E-1
1.505837678E1,1.589699537E-1,2.481623292E-1,-7.040023804E-3,2.947974724E-1
1.507819686E1,1.493849605E-1,2.638404369E-1,-4.487037659E-3,3.032289170E-1
1.509802737E1,1.615658700E-1,2.586322725E-1,-2.076148987E-2,3.056553978E-1
1.511785342E1,1.506960839E-1,2.642740607E-1,-2.038860321E-2,3.049029092E-1
1.513767556E1,1.620594412E-1,2.420533448E-1,-1.887512207E-2,2.919064139E-1
1.515748672E1,1.599791050E-1,2.598691881E-1,-1.851367950E-2,3.057254737E-1
1.517731983E1,1.598841846E-1,2.534044385E-1,-1.153564453E-2,2.998496841E-1
1.519714157E1,1.550640762E-1,2.588500977E-1,-1.091861725E-2,3.019394923E-1
1.521696369E1,1.521321833E-1,2.548947036E-1,-1.688480377E-2,2.973223970E-1
1.523678761E1,1.697612852E-1,2.524951994E-1,-1.069355011E-2,3.044455152E-1
1.525660768E1,1.537242532E-1,2.450335175E-1,-8.602142334E-3,2.893899921E-1
1.527642994E1,1.519841552E-1,2.500784397E-1,-1.711177826E-2,2.931402777E-1
1.529625200E1,1.529096514E-1,2.602960467E-1,-1.935958862E-2,3.025065075E-1
1.531607401E1,1.479119360E-1,2.408456206E-1,-2.263450623E-2,2.835434264E-1
1.533589580E1,1.497280002E-1,2.448206544E-1,-2.491855621E-2,2.880565245E-1
1.535571813E1,1.481414288E-1,2.443898022E-1,-1.067543030E-2,2.859829071E-1
1.537554021E1,1.576464772E-1,2.372899652E-1,-1.921939850E-2,2.855316526E-1
1.539536256E1,1.555439234E-1,2.539153695E-1,-2.136516571E-2,2.985354205E-1
1.541518440E1,1.396970749E-1,2.455672026E-1,-1.967239380E-2,2.832058029E-1
1.543500646E1,1.517549753E-1,2.431080937E-1,-2.098083496E-2,2.873522459E-1
1.545482859E1,1.467681676E-1,2.394987345E-1,-8.672714233E-3,2.810262529E-1
1.547465059E1,1.419062912E-1,2.359316647E-1,-1.608848572E-2,2.757897483E-1
1.549447273E1,1.398851871E-1,2.512863874E-1,-1.552295685E-2,2.880167986E-1
1.551429492E1,1.354217827E-1,2.477374673E-1,-2.820110321E-2,2.837396944E-1
1.553411698E1,1.426579505E-1,2.464797050E-1,-1.717281342E-2,2.853041208E-1
1.555393912E1,1.514474452E-1,2.407416105E-1,-1.462936401E-3,2.844204491E-1
1.557375126E1,1.349116564E-1,2.382731438E-1,-1.332378387E-2,2.741400541E-1
1.559358000E1,1.462237239E-1,2.306603044E-1,-1.975154877E-2,2.738168679E-1
1.561339626E1,1.402624249E-1,2.362099588E-1,-1.521587372E-2,2.751367211E-1
1.563322654E1,1.481230259E-1,2.371821404E-1,-1.937484741E-2,2.803055176E-1
1.565304958E1,1.402984262E-1,2.347904593E-1,-1.920509338E-2,2.741879716E-1
1.567287183E1,1.523348540E-1,2.295572460E-1,-1.881599426E-2,2.761457560E-1
1.569267790E1,1.360853463E-1,2.335475683E-1,-1.757526398E-2,2.708737308E-1
1.571251634E1,1.552583426E-1,2.262039185E-1,-1.483917236E-2,2.747609265E-1
1.573233818E1,1.370274872E-1,2.360642105E-1,-2.489471436E-2,2.740850060E-1
1.575214964E1,1.388274878E-1,2.369107008E-1,-2.900886536E-2,2.761182098E-1
1.577196800E1,1.459362507E-1,2.435418665E-1,-1.426315308E-2,2.842770964E-1
1.579179631E1,1.418956071E-1,2.265414745E-1,-2.144908905E-2,2.681705920E-1
1.581161809E1,1.463320851E-1,2.329698652E-1,-2.084827423E-2,2.759034030E-1
1.583144831E1,1.301786304E-1,2.301879823E-1,-1.900672913E-2,2.651306070E-1
1.585127029E1,1.435637176E-1,2.216044068E-1,-1.236438751E-2,2.643329949E-1
1.587108252E1,1.309708506E-1,2.206743658E-1,-1.352977753E-2,2.569700260E-1
1.589090585E1,1.392443031E-1,2.250126302E-1,-1.336860657E-2,2.649497676E-1
1.591073701E1,1.348221898E-1,2.329450250E-1,-1.294136047E-2,2.694585058E-1
1.593055874E1,1.419049799E-1,2.302449644E-1,-2.132320404E-2,2.713013932E-1
1.595037051E1,1.359357685E-1,2.250759751E-1,-1.313972473E-2,2.632686462E-1
1.597019296E1,1.442863345E-1,2.224063873E-1,-2.058792114E-2,2.659078975E-1
1.599002515E1,1.268556267E-1,2.156932354E-1,-2.419185638E-2,2.513984243E-1
1.600984732E1,1.394600123E-1,2.215718925E-1,-2.428627014E-2,2.629315909E-1
1.602966938E1,1.296131760E-1,2.232001275E-1,-8.012771606E-3,2.582287296E-1
1.604949144E1,1.385006756E-1,2.262485772E-1,-1.112461090E-2,2.655082161E-1
1.606930285E1,1.342534423E-1,2.190777212E-1,-1.425552368E-2,2.573368506E-1
1.608913567E1,1.356067210E-1,2.253588587E-1,-1.252269745E-2,2.633108732E-1
1.610895802E1,1.357416362E-1,2.216439694E-1,-1.597499847E-2,2.603978524E-1
1.612878008E1,1.324010342E-1,2.170582712E-1,-2.192878723E-2,2.551963923E-1
1.614860178E1,1.323608458E-1,2.224109322E-1,-1.991653442E-2,2.595817494E-1
1.616842425E1,1.304282695E-1,2.201990783E-1,-2.415180206E-2,2.570651223E-1
1.618824615E1,1.409453303E-1,2.169081718E-1,-2.155685425E-2,2.595754978E-1
1.620806884E1,1.351560950E-1,2.153023034E-1,-1.438140869E-2,2.546155471E-1
1.622789040E1,1.321413517E-1,2.162756771E-1,-1.783657074E-2,2.540760685E-1
1.624770157E1,1.292501390E-1,2.229987234E-1,-1.101016998E-2,2.579830477E-1
1.626753464E1,1.293794066E-1,2.106837034E-1,-9.699821472E-3,2.474282528E-1
1.628733807E1,1.283369064E-1,2.152562886E-1,-5.032539368E-3,2.506610417E-1
1.630717897E1,1.376906037E-1,2.173933387E-1,-1.884555817E-2,2.580188387E-1
1.632700075E1,1.334443539E-1,2.200064212E-1,-1.936912537E-2,2.580414385E-1
1.634681362E1,1.336818784E-1,2.131705880E-1,-1.933002472E-2,2.523612373E-1
1.636664491E1,1.327198595E-1,2.146190107E-1,-1.797771454E-2,2.529803927E-1
1.638646659E1,1.293910742E-1,2.128955275E-1,-1.985168457E-2,2.499212778E-1
1.640629038E1,1.232954860E-1,2.096721083E-1,-1.263904572E-2,2.435650125E-1
1.642611102E1,1.323239058E-1,2.177424133E-1,-1.316833496E-2,2.551367861E-1
1.644593339E1,1.221715286E-1,2.179729491E-1,-1.832485199E-2,2.505471795E-1
1.646575525E1,1.299660206E-1,2.126801312E-1,-1.957893372E-2,2.500146783E-1
1.648557719E1,1.320823133E-1,2.137523592E-1,-1.735019684E-2,2.518667065E-1
1.650537887E1,1.284500808E-1,2.112311274E-1,-1.667690277E-2,2.477824278E-1
1.652521084E1,1.233748272E-1,2.088558376E-1,-1.410865784E-2,2.429838742E-1
1.654504374E1,1.248223558E-1,2.015272528E-1,-1.309394836E-2,2.374137856E-1
1.656485254E1,1.266180873E-1,2.046129256E-1,-1.651763916E-2,2.411875241E-1
1.658468805E1,1.201315001E-1,2.067541927E-1,-1.431369781E-2,2.395490669E-1
1.660451011E1,1.196315140E-1,2.069490999E-1,-2.138710022E-2,2.399938273E-1
1.662433210E1,1.230649874E-1,2.089148462E-1,-1.274681091E-2,2.428021525E-1
1.664415408E1,1.277579665E-1,2.017456740E-1,-2.049446106E-2,2.396736071E-1
1.666397588E1,1.252644211E-1,2.084357440E-1,-2.006244659E-2,2.440064269E-1
1.668379845E1,1.246315166E-1,2.004318088E-1,-1.165676117E-2,2.363087070E-1
1.670360948E1,1.243103296E-1,2.012843639E-1,-2.315807343E-2,2.377072770E-1
1.672344253E1,1.201973334E-1,1.980036497E-1,-1.720809937E-2,2.322691605E-1
1.674325393E1,1.223451272E-1,2.025779784E-1,-2.073478699E-2,2.375628314E-1
1.676307642E1,1.259640902E-1,1.995222270E-1,-1.331424713E-2,2.363331130E-1
1.678290896E1,1.202116236E-1,2.004558146E-1,-1.614952087E-2,2.342950599E-1
1.680272132E1,1.188795194E-1,1.999603212E-1,-1.560306549E-2,2.331521517E-1
1.682255299E1,1.187438145E-1,1.970925182E-1,-1.898384094E-2,2.308807927E-1
1.684237503E1,1.175269932E-1,1.988065243E-1,-1.851844788E-2,2.316885002E-1
1.686219715E1,1.237804741E-1,1.973819137E-1,-1.507759094E-2,2.334706820E-1
1.688201932E1,1.060195044E-1,1.998986453E-1,-1.635074615E-2,2.268632861E-1
1.690183084E1,1.201293990E-1,2.024066448E-1,-5.351066589E-3,2.354318506E-1
1.692166334E1,1.195720881E-1,1.985168755E-1,-1.362895966E-2,2.321468989E-1
1.694148551E1,1.159740388E-1,2.029975355E-1,-1.631259918E-2,2.343588658E-1
1.696130749E1,1.222072169E-1,1.916123480E-1,-1.467132568E-2,2.277392007E-1
1.698111869E1,1.131842658E-1,1.991419494E-1,-1.989650726E-2,2.299218673E-1
1.700095159E1,1.122592166E-1,1.901999712E-1,-2.636623383E-2,2.224260305E-1
1.702077394E1,1.169208884E-1,2.001266778E-1,-1.650238037E-2,2.323650358E-1
1.704059549E1,1.169643626E-1,1.967812777E-1,-1.348018646E-2,2.293147374E-1
1.706040742E1,1.111626923E-1,2.013581097E-1,-1.626110077E-2,2.305789581E-1
1.708024015E1,1.138123423E-1,1.890937537E-1,-1.912307739E-2,2.215296572E-1
1.710006170E1,1.128972694E-1,1.875271350E-1,-1.438808441E-2,2.193609737E-1
1.711988440E1,1.105215624E-1,1.930326223E-1,-2.440738678E-2,2.237684731E-1
1.713970628E1,1.054211259E-1,1.893316805E-1,-1.642227173E-2,2.173241589E-1
1.715952844E1,1.187815294E-1,1.917296499E-1,-2.504062653E-2,2.269280576E-1
1.717935028E1,1.149314418E-1,1.988433450E-1,-2.130603790E-2,2.306552827E-1
1.719917216E1,1.180762649E-1,1.844497174E-1,-1.610660553E-2,2.195976441E-1
1.721899454E1,1.164417639E-1,1.917723119E-1,-2.373886108E-2,2.256077072E-1
1.723881683E1,1.119185835E-1,1.789726317E-1,-1.894664764E-2,2.119338286E-1
1.725863873E1,1.160756424E-1,1.964616925E-1,-1.544761658E-2,2.287124400E-1
1.727846092E1,1.095894501E-1,1.931911856E-1,-1.894378662E-2,2.229160129E-1
1.729828296E1,1.160665751E-1,1.853185743E-1,-2.610874176E-2,2.202182786E-1
1.731810500E1,1.202803776E-1,1.862114668E-1,-2.804374695E-2,2.234469318E-1
1.733792711E1,1.176119670E-1,1.879021525E-1,-2.676010132E-2,2.232843406E-1
1.735774296E1,1.127435789E-1,1.796876788E-1,-2.550125122E-2,2.136564773E-1
1.737757125E1,1.026670411E-1,1.833422333E-1,-1.740837097E-2,2.108505329E-1
1.739738440E1,1.140614301E-1,1.881914735E-1,-1.906299591E-2,2.208833139E-1
1.741721509E1,1.112035364E-1,1.802293807E-1,-1.169681549E-2,2.120982595E-1
1.743703715E1,1.177391410E-1,1.849957407E-1,-1.241207123E-2,2.196360373E-1
1.745685940E1,1.055195779E-1,1.786867678E-1,-2.038002014E-2,2.085154371E-1
1.747668158E1,1.128641888E-1,1.768727899E-1,-2.050876617E-2,2.108148913E-1
1.749650159E1,1.087245867E-1,1.762870848E-1,-1.984119415E-2,2.080669243E-1
1.751630502E1,1.079844013E-1,1.810878217E-1,-2.024745941E-2,2.118097961E-1
1.753612688E1,9.965954721E-2,1.855362654E-1,-1.688385010E-2,2.112836849E-1
1.755593830E1,1.088440940E-1,1.840680838E-1,-1.201725006E-2,2.141786884E-1
1.757577766E1,1.057919636E-1,1.883160174E-1,-1.226329803E-2,2.163452113E-1
1.759558230E1,1.094232053E-1,1.810199618E-1,-1.443672180E-2,2.120143471E-1
1.761542400E1,1.093941778E-1,1.776280999E-1,-1.323032379E-2,2.090307860E-1
1.763524388E1,1.092250124E-1,1.770954281E-1,-1.651859283E-2,2.087241191E-1
1.765506591E1,1.139428318E-1,1.765123159E-1,-1.810741425E-2,2.108730543E-1
1.767490227E1,1.097838059E-1,1.770182699E-1,-1.143932343E-2,2.086116249E-1
1.769472468E1,1.084748134E-1,1.722080708E-1,-1.320075989E-2,2.039526044E-1
1.771454648E1,1.084613204E-1,1.775255650E-1,-2.007865906E-2,2.090031981E-1
1.773436872E1,1.044936255E-1,1.719317138E-1,-1.658439636E-2,2.018773741E-1
1.775419087E1,1.037092283E-1,1.846566200E-1,-2.227878571E-2,2.129554311E-1
1.777401301E1,9.535733610E-2,1.777976453E-1,-1.001739502E-2,2.020033971E-1
1.779383487E1,1.079364270E-1,1.819660664E-1,-2.069473267E-2,2.125798521E-1
1.781342603E1,1.039675027E-1,1.739232242E-1,-1.182937622E-2,2.029740468E-1
1.782604723E1,1.104813963E-1,1.681329906E-1,-1.778221130E-2,2.019679393E-1
1.784586824E1,1.032090783E-1,1.710033119E-1,-1.474952698E-2,2.002792926E-1
1.786569042E1,1.047419906E-1,1.724454314E-1,-1.646900177E-2,2.024340372E-1
1.788551306E1,1.045189798E-1,1.745669544E-1,-1.572608948E-2,2.040714301E-1
1.790533552E1,1.008148715E-1,1.717271805E-1,-1.980209351E-2,2.001149313E-1
1.792515738E1,1.046696678E-1,1.701153070E-1,-2.169227600E-2,2.009117016E-1
1.794497880E1,1.027707383E-1,1.703996658E-1,-1.840686798E-2,1.998416462E-1
1.796480155E1,1.057333723E-1,1.728374809E-1,-1.735019684E-2,2.033552806E-1
1.798462284E1,9.986639768E-2,1.724633276E-1,-1.572990417E-2,1.999107967E-1
1.800444535E1,1.048423275E-1,1.703268737E-1,-1.641273499E-2,2.006801819E-1
1.802426701E1,9.853335470E-2,1.674327850E-1,-1.472949982E-2,1.948320242E-1
1.804408988E1,9.279794991E-2,1.682080775E-1,-1.269054413E-2,1.925265352E-1
1.806391199E1,1.038674191E-1,1.629530638E-1,-1.995086670E-2,1.942683166E-1
1.808373344E1,1.001240686E-1,1.662349850E-1,-1.727294922E-2,1.948262152E-1
1.810355603E1,9.646413475E-2,1.627562642E-1,-1.643085480E-2,1.899076192E-1
1.812337805E1,1.022063792E-1,1.621800661E-1,-1.904678345E-2,1.926429281E-1
1.814319999E1,9.440459311E-2,1.622688174E-1,-2.602672577E-2,1.895277994E-1
1.816302230E1,9.622488916E-2,1.646387130E-1,-1.712703705E-2,1.914640188E-1
1.818284375E1,1.027209237E-1,1.461327076E-1,-6.949424744E-3,1.787586387E-1
1.820266630E1,9.366120398E-2,1.527552307E-1,-4.495334625E-2,1.847359872E-1
1.822248865E1,1.010734215E-1,1.663939655E-1,-5.272865295E-2,2.017005184E-1
1.824231043E1,1.078285873E-1,1.233181655E-1,-6.647205353E-2,1.767849204E-1
1.826211845E1,9.675502032E-2,2.016168237E-1,2.430915833E-3,2.236443312E-1
1.828195431E1,8.723714948E-2,2.714571357E-1,6.677913666E-2,2.928459490E-1
1.830177723E1,9.004423022E-2,2.223544121E-1,5.963802338E-2,2.471965651E-1
1.832159909E1,9.340907633E-2,1.817845702E-1,5.201911926E-2,2.108954108E-1
1.834142094E1,9.780286998E-2,1.913909465E-1,3.194427490E-2,2.172931947E-1
1.836124284E1,7.293698937E-2,1.906602830E-1,1.660251617E-2,2.048091586E-1
1.838106454E1,7.341525704E-2,4.432012439E-1,2.092266083E-2,4.497275845E-1
1.840088396E1,-2.117894441E-1,3.295557976E0,-2.029714584E-1,3.308588000E0
1.841822630E1,-2.887262404E-2,3.866712570E0,-3.048171997E-1,3.878815960E0
1.843805230E1,-1.588898450E-1,3.905252218E0,-2.774238586E-2,3.908581650E0
1.845787478E1,7.092319429E-3,5.555462837E-1,2.695722580E-1,6.175363768E-1
1.847767764E1,7.902931422E-2,1.811322570E-1,4.397392273E-2,2.024555085E-1
1.849751903E1,9.575676173E-2,1.028413400E-1,-3.369712830E-2,1.445032702E-1
1.851734112E1,8.982230723E-2,1.260180175E-1,-3.178882599E-2,1.579845470E-1
1.853716216E1,9.287697822E-2,1.115785912E-1,-3.744316101E-2,1.499263332E-1
1.855698549E1,1.044607460E-1,1.010262370E-1,-3.828811646E-2,1.502808301E-1
1.857680466E1,8.375638723E-2,1.321238726E-1,-1.603126526E-2,1.572540988E-1
1.859662933E1,8.934272826E-2,1.362112761E-1,-2.572727203E-2,1.649167285E-1
1.861645182E1,9.614960104E-2,1.324519366E-1,-1.788043976E-2,1.646449860E-1
1.863627392E1,1.045811772E-1,1.394176930E-1,-2.160644531E-2,1.756170670E-1
1.865609529E1,8.970607072E-2,1.161923259E-1,-3.476715088E-2,1.508528770E-1
1.867591745E1,7.931736857E-2,1.015374064E-1,-2.232742310E-2,1.307654530E-1
1.869572898E1,8.479926735E-2,1.178335175E-1,-2.495288849E-2,1.473034291E-1
1.871555124E1,9.376706183E-2,1.199918315E-1,-8.785247803E-3,1.525368221E-1
1.873538403E1,1.078602597E-1,1.181347668E-1,-2.780246735E-2,1.623657475E-1
1.875519942E1,8.207185566E-2,1.725189388E-1,-1.923656464E-2,1.920120287E-1
1.877502821E1,1.074121967E-1,1.109712943E-1,-2.442550659E-2,1.563605242E-1
1.879485003E1,9.726428986E-2,1.125251800E-1,-2.651405334E-2,1.510802874E-1
1.881466304E1,9.998621792E-2,1.154798567E-1,-1.856899261E-2,1.538754320E-1
1.883448698E1,9.563591331E-2,1.218655258E-1,-2.365016937E-2,1.567059821E-1
1.885431628E1,8.868135512E-2,9.144023806E-2,-3.497791290E-2,1.320952470E-1
1.887413869E1,8.794205636E-2,1.675810814E-1,-1.374053955E-2,1.897525403E-1
1.889396067E1,9.858044237E-2,1.507513821E-1,-9.393692017E-3,1.803671929E-1
1.891378286E1,9.298082441E-2,1.024557203E-1,-1.901340485E-2,1.396571441E-1
1.893360533E1,9.770406783E-2,1.326476038E-1,-2.035236359E-2,1.659990673E-1
1.895342761E1,1.021535769E-1,1.176213101E-1,-3.198337555E-2,1.590379268E-1
1.897324900E1,9.187912196E-2,2.981672436E-2,-5.642890930E-2,1.118706034E-1
1.899306165E1,8.470050991E-2,1.533442736E-1,-9.086608887E-3,1.754172428E-1
1.901289311E1,1.010859907E-1,1.952792108E-1,1.441955566E-3,2.198964004E-1
1.903271373E1,1.027851924E-1,8.634439856E-2,-6.823539734E-3,1.344124683E-1
1.905252686E1,9.738704562E-2,1.277466714E-1,-5.373001099E-3,1.607243537E-1
1.907235944E1,9.240978956E-2,1.206861511E-1,-1.745414734E-2,1.530011880E-1
1.909218150E1,8.086685836E-2,1.355278492E-1,-1.379203796E-2,1.584218009E-1
1.911200352E1,1.053284705E-1,1.357184350E-1,-5.700111389E-3,1.718897076E-1
1.913182538E1,9.934857488E-2,1.338507682E-1,-7.292747498E-3,1.668512860E-1
1.915164765E1,1.476035714E-1,-4.082852602E-1,-4.637432098E-2,4.366168179E-1
1.917147014E1,3.227997422E-1,-3.362094641E0,1.093645096E-1,3.379325472E0
1.919129202E1,3.576331735E-1,-3.891951561E0,8.991432190E-2,3.909382691E0
1.921112255E1,3.723072112E-1,-3.927245140E0,-3.831863403E-3,3.944855097E0
1.923093629E1,1.091503650E-1,6.767335534E-2,-2.736730576E-1,3.023084975E-1
1.925075821E1,1.006446183E-1,1.385563910E-1,-1.041765213E-1,2.004493958E-1
1.927058054E1,7.711790502E-2,1.526967585E-1,-6.519317627E-3,1.711898736E-1
1.929040231E1,8.404919505E-2,1.460663080E-1,2.067565918E-2,1.697855012E-1
1.931021886E1,7.666535676E-2,1.535733342E-1,1.937770844E-2,1.727363352E-1
1.933004658E1,7.995391637E-2,1.330684721E-1,1.399993896E-3,1.552475668E-1
1.934986899E1,8.818427473E-2,1.429417133E-1,5.225181580E-3,1.680360147E-1
1.936969066E1,8.552740514E-2,1.506437957E-1,-6.409645081E-3,1.733481288E-1
1.938951256E1,8.726292849E-2,1.499803364E-1,-1.147174835E-2,1.738980190E-1
1.940933465E1,8.657864481E-2,1.470056176E-1,-2.106189728E-2,1.719014743E-1
1.942914662E1,8.549874276E-2,1.439388394E-1,-1.893138885E-2,1.684838924E-1
1.944897914E1,8.245074749E-2,1.481565237E-1,-1.303005219E-2,1.700537078E-1
1.946879540E1,8.693409711E-2,1.351374984E-1,-1.101112366E-2,1.610618687E-1
1.948862280E1,8.283560723E-2,1.383796483E-1,-1.920032501E-2,1.624171093E-1
1.950844531E1,8.087782562E-2,1.484939456E-1,-1.780700684E-2,1.700257747E-1
1.952825661E1,8.266690373E-2,1.428847164E-1,-1.523208618E-2,1.657765834E-1
1.954807891E1,8.234683424E-2,1.446614563E-1,-1.447105408E-2,1.670848571E-1
1.956791119E1,7.957866788E-2,1.486213952E-1,-9.336471558E-3,1.688438723E-1
1.958773335E1,8.015295118E-2,1.489299536E-1,-1.230907440E-2,1.695763544E-1
1.960753503E1,7.381175458E-2,1.401512772E-1,-2.388763428E-2,1.601910568E-1
1.962737797E1,8.036679029E-2,1.384940445E-1,-1.873779297E-2,1.612157754E-1
1.964719976E1,7.934454829E-2,1.471201479E-1,-1.998043060E-2,1.683422492E-1
1.966701164E1,8.353509754E-2,1.331470311E-1,-1.603031158E-2,1.579975167E-1
1.968684391E1,7.392776012E-2,1.432912797E-1,-1.762390137E-2,1.621983553E-1
1.970666634E1,8.232504129E-2,1.348739862E-1,-1.776885986E-2,1.590098644E-1
1.972647738E1,6.911742687E-2,1.433400512E-1,-1.342773438E-2,1.596993833E-1
1.974630994E1,8.142317086E-2,1.256804019E-1,-2.200126648E-2,1.513583559E-1
