"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.174879163E1,-1.183606684E-3,1.535966992E-2,-7.655143738E-3,1.720237224E-2
4.176861351E1,-2.037122846E-3,1.523159444E-2,-1.556682587E-2,2.187412641E-2
4.178843571E1,-8.256666362E-3,1.599322259E-2,-1.312923431E-2,2.227852109E-2
4.180825794E1,-2.858713269E-4,1.829530299E-2,-1.893615723E-2,2.633206950E-2
4.182807943E1,-1.277670264E-3,1.224760711E-2,-2.132797241E-2,2.462760095E-2
4.184789765E1,7.933080196E-4,1.065379381E-2,-2.117061615E-2,2.371344868E-2
4.186772368E1,-1.735620201E-3,5.993276834E-3,-2.372360229E-2,2.453041073E-2
4.188753054E1,1.408256590E-3,4.922688007E-3,-1.506233215E-2,1.590879926E-2
4.190736776E1,-5.896538496E-4,-1.238539815E-3,-1.445293427E-2,1.451788488E-2
4.192718944E1,-1.709215343E-3,5.390048027E-3,-1.445960999E-2,1.552592528E-2
4.194701168E1,7.409080863E-4,8.092120290E-3,-1.997375488E-2,2.156344684E-2
4.196683360E1,-3.779135644E-3,8.504092693E-5,-2.567195892E-2,2.594876824E-2
4.198665558E1,6.209015846E-4,8.389517665E-3,-1.802253723E-2,1.988922758E-2
4.200646699E1,2.388432622E-3,5.688726902E-3,-1.672840118E-2,1.782990831E-2
4.202630012E1,5.213484168E-3,-4.182904959E-4,-1.515674591E-2,1.603378716E-2
4.204610053E1,1.970432699E-3,5.004465580E-3,-1.690006256E-2,1.773525854E-2
4.206594347E1,7.085062563E-3,9.110078216E-3,-1.549625397E-2,1.932163357E-2
4.208576553E1,-1.301467419E-4,4.198729992E-3,-1.487350464E-2,1.545533604E-2
4.210556910E1,1.390550286E-2,-1.578390598E-3,-1.552295685E-2,2.090015588E-2
4.212541009E1,1.019204408E-2,1.873567700E-3,-1.160144806E-2,1.555575827E-2
4.214523201E1,7.544577122E-3,9.218081832E-3,-1.220989227E-2,1.705799361E-2
4.216503433E1,8.230119944E-3,5.208075047E-3,-9.282112122E-3,1.345423820E-2
4.218487605E1,9.516000748E-3,1.911073923E-3,-1.212406158E-2,1.553059378E-2
4.220469779E1,1.540864259E-2,-8.348971605E-4,-1.370429993E-2,2.063809963E-2
4.222451997E1,2.268784493E-2,4.006326199E-4,-1.801109314E-2,2.897064532E-2
4.224434158E1,1.255366206E-2,6.666034460E-4,-4.616737366E-3,1.339227595E-2
4.226416369E1,1.004063338E-2,8.072063327E-3,-1.339244843E-2,1.858306218E-2
4.228398567E1,1.728229970E-2,3.366112709E-3,-2.663612366E-3,1.780739814E-2
4.230379726E1,1.484710723E-2,-2.908080816E-3,-1.264572144E-2,1.971820980E-2
4.232363002E1,1.392953843E-2,2.578511834E-3,-1.299571991E-2,1.922419049E-2
4.234345202E1,1.549081504E-2,1.372368634E-2,-8.523941040E-3,2.238219132E-2
4.236327419E1,2.080047131E-2,2.686992288E-3,-7.952690125E-3,2.243044392E-2
4.238309609E1,1.702260971E-2,9.666338563E-3,-4.725456238E-3,2.013795618E-2
4.240291811E1,1.193787158E-2,3.434583545E-3,-8.108139038E-3,1.483411812E-2
4.242273972E1,1.537752151E-2,-4.181966186E-3,2.716064453E-3,1.616582863E-2
4.244256197E1,1.010528952E-2,3.178700805E-3,-1.950263977E-3,1.077146901E-2
4.246237311E1,9.770043194E-3,8.628785610E-3,-4.428863525E-3,1.376679038E-2
4.248219525E1,1.053509861E-2,8.345827460E-3,-1.222324371E-2,1.816724596E-2
4.250202812E1,1.955830306E-2,1.238086820E-2,-3.582000732E-3,2.342314763E-2
4.252185059E1,1.084767282E-2,8.403569460E-3,-1.149368286E-2,1.789962935E-2
4.254167210E1,6.537817419E-3,1.927022636E-2,-2.778053284E-3,2.053782512E-2
4.256149414E1,4.020214081E-3,1.634298265E-2,-2.710342407E-3,1.704702787E-2
4.258130518E1,1.208892465E-2,1.157888770E-2,-2.000808716E-3,1.685870621E-2
4.260113796E1,1.264550537E-2,8.854895830E-3,-6.960868835E-3,1.693433439E-2
4.262096027E1,4.657924175E-3,1.447312534E-2,-1.108646393E-2,1.881694176E-2
4.264078217E1,-2.372331917E-3,-6.017982960E-4,-2.365112305E-4,2.458873213E-3
4.266059329E1,2.930745482E-3,1.125778258E-2,9.765625000E-4,1.167392873E-2
4.268043392E1,-7.606297731E-4,1.547618210E-2,-5.523681641E-3,1.644997961E-2
4.270024777E1,1.089543104E-3,1.412037015E-2,-1.325321198E-2,1.939638072E-2
4.272007058E1,-7.172599435E-4,1.628811657E-2,-1.059818268E-2,1.944578822E-2
4.273989692E1,-6.300210953E-3,2.024015784E-2,-1.100158691E-2,2.388287173E-2
4.275970331E1,5.654744804E-3,1.347446442E-2,-7.627487183E-3,1.648380693E-2
4.277953579E1,-1.044489443E-3,1.307591796E-2,-9.143829346E-3,1.599000325E-2
4.279934752E1,-8.211284876E-5,7.074892521E-3,-2.018928528E-2,2.139317851E-2
4.281918020E1,-2.402000129E-3,4.922851920E-3,-1.692771912E-2,1.779190125E-2
4.283900210E1,-2.587325871E-3,1.322516799E-2,-1.329326630E-2,1.892908483E-2
4.285881336E1,-5.677372217E-3,1.869162917E-2,-1.418590546E-2,2.414227558E-2
4.287864615E1,-4.540048540E-3,1.126831770E-2,-2.157402039E-2,2.475934935E-2
4.289846447E1,7.861033082E-4,1.101636887E-2,-1.869964600E-2,2.171762192E-2
4.291829029E1,-6.720602512E-3,4.240363836E-3,-1.526451111E-2,1.720908141E-2
4.293811197E1,-1.192530990E-2,1.701413095E-2,-2.046298981E-2,2.916209217E-2
4.295793407E1,1.601800323E-3,5.016162992E-3,-1.718711853E-2,1.797566963E-2
4.297775626E1,-3.878377378E-3,1.191125810E-2,-2.188968658E-2,2.522059197E-2
4.299757783E1,8.407466114E-3,4.993811250E-3,-1.612854004E-2,1.886142733E-2
4.301739033E1,-1.167505980E-3,8.099436760E-3,-1.485252380E-2,1.695763572E-2
4.303721134E1,-3.874123096E-3,7.331281900E-3,-1.289749146E-2,1.533303003E-2
4.305704394E1,5.795732141E-4,9.166985750E-3,-1.936435699E-2,2.143240198E-2
4.307686633E1,-5.492120981E-4,1.039825380E-2,-2.219200134E-2,2.451347057E-2
4.309668320E1,-6.348572671E-3,1.145973802E-2,-1.799774170E-2,2.226092264E-2
4.311651045E1,5.010567605E-3,1.642376184E-2,-9.931564331E-3,1.983637343E-2
4.313633221E1,-3.413058817E-3,7.154285908E-3,-1.234436035E-2,1.467024232E-2
4.315615421E1,3.731980920E-3,1.287584007E-2,-1.705169678E-2,2.169044264E-2
4.317597619E1,1.386061311E-3,4.520684481E-3,-1.605224609E-2,1.673416741E-2
4.319579819E1,2.157725394E-3,3.336459398E-3,-1.408290863E-2,1.463270500E-2
4.321562030E1,1.064828038E-2,-1.761659980E-3,-9.638786316E-3,1.447050527E-2
4.323543160E1,8.909299970E-3,2.676844597E-4,-1.162624359E-2,1.464980617E-2
4.325526422E1,1.040729135E-2,2.675205469E-4,-1.012897491E-2,1.452513041E-2
4.327508620E1,1.395795494E-2,8.915513754E-3,-1.747989655E-2,2.408023411E-2
4.329490832E1,1.061372459E-2,-3.742724657E-3,-1.092052460E-2,1.568174082E-2
4.331470947E1,1.171267778E-2,-6.769642234E-3,-7.688522339E-3,1.556047083E-2
4.333453137E1,1.440452784E-2,6.453439593E-3,-1.711082458E-2,2.327912419E-2
4.335434808E1,9.375602007E-3,9.898751974E-3,-1.342487335E-2,1.913411686E-2
4.337417312E1,5.082339048E-3,8.023366332E-3,-5.600929260E-3,1.102610476E-2
4.339400381E1,9.230226278E-3,1.663409173E-2,-4.825592041E-4,1.902952833E-2
4.341382577E1,1.021001488E-2,-2.093657851E-3,-9.412765503E-4,1.046488455E-2
4.343364765E1,9.968474507E-3,3.976881504E-3,-8.076667786E-3,1.343200034E-2
4.345346983E1,1.300318539E-2,-7.295757532E-4,4.396438599E-4,1.303105513E-2
4.347329885E1,1.948441565E-2,1.984521747E-3,-3.826141357E-3,1.995545383E-2
4.349310073E1,1.208234578E-2,-5.612894893E-3,-1.150035858E-2,1.759959989E-2
4.351293004E1,1.962907612E-2,6.251677871E-3,-4.638671875E-3,2.111637711E-2
4.353277206E1,8.874788880E-3,-2.445369959E-3,-4.789352417E-3,1.037687855E-2
4.355259406E1,1.477602124E-2,3.747716546E-3,-1.866340637E-3,1.535771501E-2
4.357241651E1,1.116498560E-2,6.565213203E-3,-2.698898315E-3,1.323038094E-2
4.359223853E1,1.299002767E-2,9.297534823E-3,-2.548217773E-3,1.617647633E-2
4.361206041E1,1.166310161E-2,9.036302567E-3,2.415657043E-3,1.495052181E-2
4.363188229E1,6.885237992E-3,7.042929530E-3,-5.443572998E-3,1.125352592E-2
4.365169359E1,7.506094873E-3,1.660960913E-2,-9.960174561E-3,2.077078845E-2
4.367152638E1,1.297485083E-2,1.922275126E-2,2.337455750E-3,2.330932473E-2
4.369134832E1,1.292784512E-2,7.419437170E-3,-4.541397095E-3,1.558208956E-2
4.371116371E1,7.936090231E-3,1.350411773E-2,-6.075859070E-3,1.680055913E-2
4.373099236E1,6.662346423E-3,1.667456329E-2,-2.943992615E-3,1.819601641E-2
4.375081444E1,-2.083316445E-3,1.450489759E-1,-3.427505493E-3,1.451044225E-1
4.377063598E1,-4.540011287E-4,1.373586655E-1,-1.335144043E-4,1.373594806E-1
4.379045507E1,5.936935544E-3,1.719106287E-1,-3.439903259E-3,1.720475062E-1
4.381026932E1,6.188005209E-4,2.030803263E-2,-2.190589905E-3,2.043520951E-2
4.383010223E1,-6.945669651E-3,2.196551859E-2,-4.414558411E-3,2.345665492E-2
4.384991497E1,-3.470279276E-3,1.702542603E-2,-1.288986206E-2,2.163461379E-2
4.386974635E1,-4.956699908E-3,4.454731941E-3,-2.206325531E-2,2.304779264E-2
4.388956803E1,9.067684412E-3,7.472306490E-3,-1.248550415E-2,1.714485575E-2
4.390938991E1,-2.537146211E-4,7.179349661E-3,-9.518623352E-3,1.192525149E-2
4.392921956E1,7.269561291E-3,7.885247469E-4,-8.005142212E-3,1.084207519E-2
4.394903397E1,6.357975304E-3,-7.970631123E-5,-1.078510284E-2,1.251992997E-2
4.396884694E1,7.915183902E-3,9.790956974E-3,-5.828857422E-3,1.387402442E-2
4.398866790E1,-1.365132630E-3,3.919020295E-3,-6.709098816E-3,7.888872802E-3
4.400850079E1,5.698479712E-3,3.959551454E-3,-1.705837250E-2,1.841572130E-2
4.402832234E1,2.969890833E-3,1.486757398E-2,-1.168537140E-2,1.914191506E-2
4.404814435E1,3.239475191E-3,4.541322589E-3,-1.147937775E-2,1.276299039E-2
4.406794490E1,-3.749959171E-3,6.951346993E-3,-3.291130066E-3,8.556573842E-3
4.408778690E1,6.305634975E-3,7.412999868E-3,-1.399040222E-2,1.704244565E-2
4.410761080E1,9.038373828E-3,3.827095032E-3,-5.411148071E-3,1.120800523E-2
4.412741180E1,6.517700851E-3,1.008841395E-2,-1.098823547E-2,1.627875423E-2
4.414724353E1,4.520848393E-3,-5.307778716E-3,-1.352596283E-2,1.521716976E-2
4.416707631E1,1.219293475E-2,6.578207016E-3,-1.583766937E-2,2.104215380E-2
4.418689819E1,4.306145012E-3,4.471436143E-3,-8.570671082E-3,1.058267588E-2
4.420672003E1,1.178163290E-2,-3.444388509E-3,-1.251697540E-2,1.753126804E-2
4.422654218E1,-8.689612150E-5,5.477517843E-4,-8.411407471E-3,8.429671322E-3
4.424635494E1,6.557457149E-3,3.319025040E-3,-9.435653687E-3,1.196025635E-2
4.426618638E1,1.009836793E-3,-3.762841225E-4,-3.981590271E-3,4.124854079E-3
4.428600812E1,7.391482592E-3,5.432575941E-3,-1.603507996E-2,1.847351308E-2
4.430582998E1,9.079687297E-3,5.484983325E-3,-1.145458221E-2,1.561195751E-2
4.432565192E1,2.593882382E-3,-2.091073990E-2,1.426982880E-2,2.544828644E-2
4.434547339E1,-2.408408374E-2,7.714790106E-2,5.589771271E-2,9.826696298E-2
4.436528559E1,-1.121468842E-2,4.789870977E-2,4.528617859E-2,6.686474112E-2
4.438510753E1,4.980996251E-3,-4.064276814E-3,-2.498626709E-4,6.433591612E-3
4.440493993E1,1.645930856E-2,4.285477102E-2,-1.007843018E-2,4.700015949E-2
4.442476179E1,1.022523642E-2,3.711394966E-2,-1.901149750E-2,4.293527403E-2
4.444458002E1,2.459929883E-2,6.897434592E-3,-1.158714294E-2,2.805284279E-2
4.446440603E1,-8.830055594E-4,2.648097277E-2,-4.048156738E-2,4.838159687E-2
4.448421762E1,5.145318806E-3,-3.054851294E-2,8.488655090E-3,3.212075985E-2
4.450405008E1,8.114524186E-3,-8.695940673E-2,1.260852814E-2,8.824261388E-2
4.452387184E1,-2.442517132E-2,-2.574288845E-2,1.338920593E-1,1.385148687E-1
4.454369394E1,-6.135188043E-3,-4.715377092E-2,1.604423523E-1,1.673405721E-1
4.456350978E1,1.418665051E-2,-1.223539189E-1,5.552959442E-2,1.351120956E-1
4.458332746E1,-9.882912040E-3,-1.526451111E-2,3.652572632E-2,4.080203344E-2
4.460316033E1,1.592026651E-2,-1.464360952E-2,3.259372711E-2,3.911829793E-2
4.462298229E1,1.402358711E-2,-1.607255638E-2,8.603096008E-3,2.300002880E-2
4.464279099E1,1.198446006E-2,2.179156244E-2,-1.432514191E-2,2.870033392E-2
4.466262534E1,9.971268475E-3,-8.900269866E-3,-2.790546417E-2,3.094116884E-2
4.468244795E1,1.561080664E-2,1.717790961E-3,-3.732299805E-2,4.049264468E-2
4.470227016E1,5.948886275E-3,6.963893771E-3,-1.797866821E-2,2.017715478E-2
4.472209240E1,4.597410560E-3,3.227233887E-3,1.505851746E-3,5.815394388E-3
4.474191172E1,3.906667233E-3,-5.781292915E-3,-6.675720215E-4,7.009354396E-3
4.476172969E1,-1.397147775E-3,1.956745982E-3,1.296043396E-3,2.731410849E-3
4.478154797E1,4.618309438E-3,-3.847926855E-3,-2.911567688E-3,6.679262650E-3
4.480137062E1,1.055276394E-2,1.972883940E-3,-1.019096375E-2,1.480232549E-2
4.482120182E1,5.527444184E-3,5.876660347E-3,-1.356506348E-2,1.578286169E-2
4.484102386E1,4.434950650E-3,1.300267875E-2,-1.337051392E-3,1.380312097E-2
4.486084566E1,8.471623063E-3,-7.709860802E-4,-5.033493042E-3,9.884273826E-3
4.488066829E1,3.093943000E-3,5.699470639E-3,-1.415348053E-2,1.556847648E-2
4.490048980E1,2.489931881E-3,1.245796680E-3,-7.686614990E-4,2.888357776E-3
4.492031199E1,5.274079740E-3,2.521291375E-3,-9.851455688E-4,5.928181770E-3
4.494012364E1,5.943588912E-3,-1.589223742E-3,-6.978988647E-3,9.303663999E-3
4.495995298E1,-1.372300088E-3,9.808391333E-4,-8.194923401E-3,8.366721131E-3
4.497976754E1,-1.441940665E-3,-9.505301714E-4,-1.047325134E-2,1.061469237E-2
4.499960004E1,6.919249892E-3,3.987967968E-3,2.390861511E-3,8.336433671E-3
4.501942739E1,3.771744668E-3,-2.645373344E-3,-2.151489258E-3,5.084581006E-3
4.503924369E1,1.272267103E-2,1.587054133E-2,-8.770942688E-3,2.215106941E-2
4.505906580E1,-2.596229315E-4,2.774834633E-3,-6.475448608E-3,7.049719568E-3
4.507887765E1,3.359667957E-3,4.841044545E-3,-8.288383484E-3,1.016958120E-2
4.509870978E1,8.907303214E-3,3.079757094E-3,-1.309776306E-2,1.613618144E-2
4.511853176E1,6.258539855E-3,3.099247813E-3,-1.666259766E-2,1.806700913E-2
4.513834880E1,7.730275393E-3,7.114693522E-3,-1.311779022E-2,1.680632149E-2
4.515817599E1,1.285068691E-3,6.799533963E-3,-5.979537964E-3,9.145487298E-3
4.517799864E1,5.696840584E-3,7.240578532E-3,-8.601188660E-3,1.260398415E-2
4.519781904E1,2.936951816E-3,5.849614739E-3,-1.436519623E-2,1.578615030E-2
4.521764360E1,7.128849626E-3,8.813366294E-3,-9.052276611E-3,1.450653764E-2
4.523746381E1,3.241382539E-3,3.403350711E-3,-6.646156311E-3,8.140070672E-3
4.525728584E1,3.783851862E-3,2.769321203E-3,-1.282215118E-2,1.365262743E-2
4.527708776E1,5.869969726E-3,4.748106003E-3,-1.074600220E-2,1.313307346E-2
4.529692963E1,-2.930082381E-3,5.244404078E-3,-8.291244507E-3,1.023884233E-2
4.531675202E1,6.216756999E-3,6.252676249E-4,-1.670551300E-2,1.783572796E-2
4.533657374E1,-2.577759326E-3,2.904340625E-3,-1.104831696E-2,1.171090710E-2
4.535639615E1,3.978423774E-3,-4.818499088E-3,-1.152038574E-2,1.310591763E-2
4.537620716E1,1.365338266E-2,2.117902040E-3,-8.374214172E-3,1.615635572E-2
4.539602756E1,-6.430000067E-4,5.411997437E-3,-9.139060974E-3,1.064075189E-2
4.541586193E1,1.161075383E-2,7.469236851E-3,-1.314830780E-2,1.906507545E-2
4.543568358E1,-2.354830503E-3,7.802695036E-3,-8.137702942E-3,1.151735585E-2
4.545550548E1,4.097118974E-3,1.066127419E-2,-1.449680328E-2,1.845552646E-2
4.547532753E1,5.666442215E-3,2.048149705E-3,-2.726554871E-3,6.613439805E-3
4.549514949E1,8.791811764E-3,9.750857949E-3,-1.259708405E-2,1.819510130E-2
4.551496156E1,4.695124924E-3,1.983961463E-2,-1.247596741E-2,2.390197208E-2
4.553479378E1,-1.783229411E-3,1.055376232E-2,-7.761001587E-3,1.322100419E-2
4.555461578E1,2.019630373E-2,7.626920938E-3,-1.280689240E-2,2.510133662E-2
4.557443766E1,9.793922305E-3,-3.377676010E-3,-1.326656342E-2,1.683244825E-2
4.559425982E1,1.495509595E-2,-1.593376696E-2,-2.941989899E-2,3.664792328E-2
4.561408180E1,1.226472110E-2,2.889081836E-3,-1.978397369E-2,2.345582641E-2
4.563390358E1,-2.421289682E-3,-1.957535744E-3,-1.335811615E-2,1.371618959E-2
4.565371578E1,1.334474236E-2,2.652630210E-3,-8.500099182E-3,1.604276415E-2
4.567354238E1,8.951723576E-4,2.159491181E-3,-5.427360535E-3,5.909397438E-3
4.569336940E1,1.167596132E-2,1.721473038E-2,-4.697799683E-3,2.132473532E-2
4.571319161E1,5.685321987E-3,-2.914667130E-3,-1.972866058E-2,2.073736287E-2
4.573301345E1,5.741588771E-3,1.185749471E-2,-1.682186127E-2,2.136682098E-2
4.575282090E1,6.570324302E-3,8.128672838E-3,-4.107475281E-3,1.123013075E-2
4.577263654E1,1.632605493E-2,-6.842061877E-3,-8.219718933E-3,1.951711197E-2
4.579245860E1,2.945236862E-3,1.554054022E-2,-1.706886292E-2,2.327077334E-2
4.581227533E1,8.732460439E-3,1.096794009E-2,-1.464462280E-2,2.027354316E-2
4.583210913E1,1.030278206E-2,-1.150625944E-2,-8.694648743E-3,1.772394542E-2
4.585192552E1,1.023719460E-2,9.935230017E-3,5.393028259E-3,1.525102300E-2
4.587175310E1,-3.724791110E-3,-4.323258996E-3,-6.375312805E-3,8.556240443E-3
4.589157512E1,-5.394890904E-4,-1.332938671E-3,-1.160812378E-2,1.169685050E-2
4.591138837E1,3.328688443E-3,-9.408906102E-3,-6.167411804E-3,1.173220564E-2
4.593122317E1,-5.302727222E-3,-9.030342102E-3,5.739212036E-3,1.194171467E-2
4.595105601E1,5.178883672E-3,-2.013941109E-2,9.230613708E-3,2.275128446E-2
4.597087816E1,-5.132347345E-3,-1.435659826E-2,5.083084106E-4,1.525487726E-2
4.599070032E1,1.249656081E-3,-1.925800741E-2,-1.278877258E-3,1.934083805E-2
4.601052220E1,5.441233516E-4,-1.121550798E-2,1.702308655E-3,1.135700420E-2
4.603034343E1,3.655672073E-3,-1.368565857E-2,-1.929283142E-3,1.429626953E-2
4.605016570E1,1.411564648E-3,-3.087118268E-3,-3.689765930E-3,5.013699889E-3
4.606996623E1,1.252390444E-3,-3.723829985E-3,-1.151561737E-2,1.216736763E-2
4.608980990E1,9.038887918E-3,9.074360132E-4,-8.526802063E-3,1.245918490E-2
4.610962269E1,3.625631332E-3,1.804381609E-4,-1.431751251E-2,1.477054248E-2
4.612944300E1,1.162116230E-2,-3.704637289E-3,-8.860588074E-3,1.507599985E-2
4.614927548E1,4.454940557E-3,-1.084099710E-2,-1.121616364E-2,1.622270138E-2
4.616909736E1,9.035363793E-3,-1.103278995E-2,1.081466675E-3,1.430139235E-2
4.618891991E1,3.858797252E-3,-6.706818938E-3,-5.910873413E-3,9.737050940E-3
4.620872147E1,1.146586984E-2,-3.255695105E-3,-5.615234375E-3,1.317560545E-2
4.622856363E1,8.199028671E-3,-6.202697754E-3,-1.233577728E-2,1.605829791E-2
4.624838569E1,1.137316227E-3,1.736119390E-3,-7.229804993E-3,7.521813542E-3
4.626820753E1,5.792438984E-3,1.402628422E-2,3.814697266E-4,1.518006975E-2
4.628801006E1,1.505026966E-2,-1.003384590E-3,-5.059242249E-3,1.590953581E-2
4.630785485E1,5.256205797E-3,1.698717475E-3,-1.910209656E-3,5.844847421E-3
4.632767376E1,1.634314656E-2,-3.239914775E-3,-7.224082947E-3,1.815992461E-2
4.634749719E1,1.228232682E-2,-1.073646545E-2,4.283905029E-3,1.686650778E-2
4.636730078E1,3.736108541E-3,2.392947674E-3,-1.633644104E-2,1.692820166E-2
4.638713946E1,1.037368178E-2,5.632236600E-3,-8.340835571E-3,1.445354285E-2
4.640695220E1,2.602934837E-3,1.106351614E-3,-1.398849487E-2,1.427155466E-2
4.642678361E1,2.659946680E-3,7.892429829E-3,-7.127761841E-3,1.096224219E-2
4.644660524E1,-6.350003183E-3,8.776381612E-3,-6.602287292E-3,1.268611888E-2
4.646642755E1,3.698699176E-3,1.071736217E-3,-2.253818512E-2,2.286479352E-2
4.648624961E1,1.495890319E-2,-1.274016500E-2,-1.223182678E-2,2.314515447E-2
4.650606097E1,2.047726512E-2,-8.403494954E-3,1.046562195E-2,2.448400206E-2
4.652589312E1,2.023026347E-3,-1.626193523E-3,6.742477417E-3,7.224828212E-3
4.654570461E1,-2.971328795E-3,9.615361691E-3,-1.713085175E-2,1.986831792E-2
4.656553721E1,4.707507789E-3,9.706690907E-3,-2.889633179E-2,3.084442362E-2
4.658533872E1,-4.864037037E-4,9.799256921E-3,-2.674961090E-2,2.849216924E-2
4.660516048E1,-3.469288349E-4,-8.725851774E-3,-3.500938416E-3,9.408369603E-3
4.662498256E1,-1.162322611E-2,1.373289526E-2,-1.160717010E-2,2.141070282E-2
4.664479342E1,-3.456160426E-3,-1.504391432E-3,-1.410961151E-2,1.460442999E-2
4.666463243E1,9.643606842E-3,-2.346873283E-3,6.399154663E-3,1.180915524E-2
4.668445471E1,3.638789058E-3,4.434153438E-3,1.360702515E-2,1.476663929E-2
4.670427676E1,9.368628263E-3,8.516281843E-3,-5.031585693E-3,1.362406351E-2
4.672409599E1,1.065996289E-2,4.530727863E-3,-4.383563995E-2,4.534011065E-2
4.674392041E1,1.628480852E-3,3.361821175E-3,-2.487373352E-2,2.515266210E-2
4.676375704E1,2.464771271E-3,-1.936990023E-2,-7.786750793E-3,2.102145618E-2
4.678357900E1,4.243627191E-4,3.656446934E-3,-3.135681152E-3,4.835512815E-3
4.680339460E1,1.180157065E-3,8.279383183E-4,-1.974964142E-2,1.980218646E-2
4.682321813E1,1.344664395E-2,-3.698229790E-3,-2.057743073E-2,2.485799252E-2
4.684304503E1,2.188161016E-4,4.545986652E-3,-1.967144012E-2,2.019107307E-2
4.686286736E1,-4.581287503E-4,8.289694786E-3,1.274776459E-2,1.521296893E-2
4.688268936E1,6.030648947E-4,7.089227438E-4,2.450847626E-2,2.452614253E-2
4.690251128E1,1.073084772E-2,-4.048109055E-3,-3.729915619E-2,3.902262590E-2
4.692233267E1,-8.278982341E-2,8.311328292E-2,1.573257446E-1,1.962482168E-1
4.694215046E1,-2.203391492E-1,6.503097415E-1,2.160348892E-1,7.198077340E-1
4.696197651E1,-1.387262940E-1,9.265922904E-1,-7.623043060E-1,1.207860138E0
4.698177860E1,2.206108719E-2,8.146030456E-2,1.267805099E-1,1.523015774E-1
4.700162141E1,2.093301415E-1,-7.654121518E-1,3.756637573E-1,8.779510971E-1
4.702144258E1,3.800928891E-1,-1.415441394E0,-2.037906647E-2,1.465728573E0
4.704126525E1,-5.397640541E-2,1.720387489E-2,2.038173676E-1,2.115441915E-1
4.706108638E1,-1.198745519E-2,3.991433978E-1,-3.957796097E-1,5.622282904E-1
4.708090852E1,-4.643196985E-2,-7.500874996E-2,4.191207886E-1,4.283041861E-1
4.710073042E1,-3.241002187E-2,1.496057659E-1,-2.210521698E-2,1.546639432E-1
4.712055232E1,6.230475754E-2,-1.416802555E-1,-1.422309875E-2,1.554267485E-1
4.714037434E1,1.311390102E-2,-4.465149343E-2,4.529953003E-3,4.675736027E-2
4.716019640E1,1.123959571E-2,-1.556811333E-1,5.187892914E-2,1.644821177E-1
4.718001847E1,6.856476516E-2,-3.103791475E-1,2.302522659E-1,3.924951569E-1
4.719984025E1,1.114634871E-1,-2.123260647E-1,-4.762811661E-1,5.332449867E-1
4.721966223E1,6.903678179E-2,1.733361185E-2,-2.259626389E-1,2.369085171E-1
4.723944950E1,5.156623125E-1,-1.243395805E0,1.367447853E0,1.918815880E0
4.725930619E1,6.046923399E-1,-1.536395431E0,1.009404182E0,1.935215892E0
4.727912833E1,4.298169613E-1,-9.526129365E-1,1.321415901E0,1.684741526E0
4.729892928E1,6.420155168E-1,-1.358789802E0,3.071622849E-1,1.533897753E0
4.731877213E1,3.469028473E-1,1.043123007E-2,-9.818086624E-1,1.041344633E0
4.733859428E1,6.155407429E-2,1.706046224E0,-1.243395805E0,2.111969638E0
4.735841606E1,5.122146606E-1,1.068719983E0,-8.646726608E-1,1.467032744E0
4.737821765E1,1.225753427E0,-1.172839761E0,-4.460525513E-2,1.697060457E0
4.739805998E1,1.477564216E0,-1.715287209E0,1.472023010E0,2.700418109E0
4.741788204E1,2.381403446E-1,6.011840105E-1,1.060028076E0,1.241689398E0
4.743770410E1,-8.523765802E-1,1.787424922E0,1.269912720E-2,1.980301733E0
4.745752612E1,-8.196705580E-1,1.511381626E0,-2.456493378E-1,1.736801037E0
4.747732764E1,-6.763586998E-1,9.384951591E-1,5.800380707E-1,1.294093667E0
4.749716997E1,-9.788888693E-1,5.940968394E-1,4.944534302E-1,1.247260465E0
4.751699207E1,-1.629755139E0,6.380859613E-1,7.687664032E-2,1.751903401E0
4.753681413E1,-2.558546066E0,4.522033334E-1,-8.251552582E-1,2.726082726E0
4.755663599E1,-1.705505610E0,-8.836522102E-1,-3.545427322E-1,1.953277031E0
4.757642969E1,-2.463388443E-1,-1.526937723E0,-1.343866348E0,2.048950560E0
4.759627995E1,1.088935852E0,-1.988188386E0,-8.512763977E-1,2.421434668E0
4.761610262E1,9.586777687E-1,-1.611927271E0,1.713251114E0,2.540197231E0
4.763592497E1,6.724239588E-1,-1.199218750E0,4.774627686E0,4.968636546E0
4.765574651E1,5.331264734E-1,-9.679523706E-1,5.107933044E0,5.226101378E0
4.767554725E1,9.068796635E-1,-1.591917515E0,2.687434196E0,3.252527426E0
4.769539035E1,1.504918933E0,-2.203916788E0,7.452859879E-1,2.770826845E0
4.771521270E1,1.091058493E0,-1.772519827E0,6.522445679E-1,2.181205664E0
4.773503464E1,2.238959074E-1,-1.348201990E0,1.012186050E0,1.700675920E0
4.775485584E1,-9.412670135E-2,-1.683489561E0,8.804454803E-1,1.902151724E0
4.777467795E1,1.003711224E-1,-2.241000652E0,-1.903972626E-1,2.251312818E0
4.779449964E1,3.545036912E-1,-2.285885811E0,-1.144385338E0,2.580806969E0
4.781432191E1,3.220296204E-1,-1.553565502E0,-1.044753075E0,1.899678350E0
4.783414422E1,-7.475330681E-2,-8.030257225E-1,9.761190414E-1,1.266193805E0
