0.000000000E0	1.922293663E0	3.007873003E0
3.333333333E-2	-1.832026422E1	8.564653599E0
6.666666667E-2	-3.022765121E1	1.253378260E1
1.000000000E-1	-3.895973500E1	2.126586639E1
1.333333333E-1	-4.372268980E1	2.761647278E1
1.666666667E-1	-4.848564460E1	2.523499538E1
2.000000000E-1	-4.769181880E1	2.761647278E1
2.333333333E-1	-5.404242519E1	2.920412438E1
2.666666667E-1	-5.999611869E1	2.325043089E1
3.000000000E-1	-6.118685738E1	1.451834709E1
3.333333333E-1	-6.991894118E1	9.358479398E0
3.666666667E-1	-7.190350568E1	5.786263301E0
4.000000000E-1	-7.626954757E1	3.801698803E0
4.333333333E-1	-7.944485077E1	3.007873003E0
4.666666667E-1	-8.539854426E1	-4.533472090E0
5.000000000E-1	-8.897076036E1	-1.207481718E1
5.333333333E-1	-9.452754096E1	-2.001307518E1
5.666666667E-1	-1.044503634E2	-1.842542358E1
6.000000000E-1	-1.096102311E2	-2.358529127E1
6.333333333E-1	-1.167546633E2	-2.953898477E1
6.666666667E-1	-1.207237923E2	-3.231737507E1
7.000000000E-1	-1.274713116E2	-3.311120087E1
7.333333333E-1	-1.330280922E2	-3.747724276E1
7.666666667E-1	-1.346157438E2	-3.628650406E1
8.000000000E-1	-1.393786986E2	-4.343093626E1
8.333333333E-1	-1.429509147E2	-4.541550076E1
8.666666667E-1	-1.508891727E2	-5.216302005E1
9.000000000E-1	-1.576366920E2	-5.375067165E1
9.333333333E-1	-1.580336049E2	-5.851362645E1
9.666666667E-1	-1.643842113E2	-6.248275544E1
1.000000000E0	-1.683533403E2	-6.883336184E1
1.033333333E0	-1.727193822E2	-7.518396823E1
1.066666667E0	-1.814514660E2	-7.835927143E1
1.100000000E0	-1.790699886E2	-7.518396823E1
1.133333333E0	-1.850236821E2	-7.716853273E1
1.166666667E0	-1.901835498E2	-8.312222622E1
1.200000000E0	-1.933588530E2	-9.185431002E1
1.233333333E0	-1.977248949E2	-9.820491641E1
1.266666667E0	-1.997094594E2	-1.013802196E2
1.300000000E0	-2.048693271E2	-1.061431744E2
1.333333333E0	-2.076477174E2	-1.097153905E2
1.366666667E0	-2.132044980E2	-1.136845195E2
1.400000000E0	-2.163798012E2	-1.176536485E2
1.433333333E0	-2.223334947E2	-1.240042549E2
1.466666667E0	-2.342408816E2	-1.263857323E2
1.500000000E0	-2.334470558E2	-1.303548613E2
1.533333333E0	-2.374161848E2	-1.347209032E2
1.566666667E0	-2.413853138E2	-1.386900322E2
1.600000000E0	-2.429729654E2	-1.398807709E2
1.633333333E0	-2.436905704E2	-1.430866483E2
1.666666667E0	-2.480339579E2	-1.460936089E2
1.700000000E0	-2.538251412E2	-1.492119384E2
1.733333333E0	-2.595049556E2	-1.532212191E2
1.766666667E0	-2.599504312E2	-1.547803838E2
1.800000000E0	-2.613982271E2	-1.564509175E2
1.833333333E0	-2.636256053E2	-1.607943050E2
1.866666667E0	-2.695281575E2	-1.640240033E2
1.900000000E0	-2.747624962E2	-1.674764395E2
1.933333333E0	-2.775467189E2	-1.701492934E2
1.966666667E0	-2.812218930E2	-1.738244674E2
2.000000000E0	-2.846743291E2	-1.777223792E2
2.033333333E0	-2.884608721E2	-1.809520776E2
2.066666667E0	-2.932497352E2	-1.854068340E2
2.100000000E0	-2.982613361E2	-1.891933769E2
2.133333333E0	-3.018251412E2	-1.937595022E2
2.166666667E0	-3.039411505E2	-1.985483653E2
2.200000000E0	-3.099550716E2	-2.020008015E2
2.233333333E0	-3.150780414E2	-2.065669268E2
2.266666667E0	-3.185304776E2	-2.110216831E2
2.300000000E0	-3.219829138E2	-2.150309639E2
2.333333333E0	-3.255467189E2	-2.174810799E2
2.366666667E0	-3.291105240E2	-2.192629824E2
2.400000000E0	-3.323402224E2	-2.220472052E2
2.433333333E0	-3.357926586E2	-2.244973212E2
2.466666667E0	-3.391337259E2	-2.278383885E2
2.500000000E0	-3.442566957E2	-2.314021936E2
2.533333333E0	-3.486000832E2	-2.332954650E2
2.566666667E0	-3.530548396E2	-2.365251634E2
2.600000000E0	-3.566186447E2	-2.412026576E2
2.633333333E0	-3.594028674E2	-2.443209871E2
2.666666667E0	-3.611847700E2	-2.481075300E2
2.700000000E0	-3.657508953E2	-2.494439569E2
2.733333333E0	-3.708738651E2	-2.523395486E2
